Time Stamp,time,P up,P down,T,Water in,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,
01:41.9,172.7666169,1238.041125,1089.02986,6.536895,0,0,0.64,0,0,0,0,8
02:41.9,172.7832835,1237.648312,1101.412734,6.546512,0,0,0.64,0,0,0,0,9
03:41.9,172.7999502,1237.279134,1120.866298,6.555198,0,0,0.64,0,0,0,0,10
04:41.9,172.8166169,1236.924583,1133.502576,6.539593,0,0,0.64,0,0,0,0,11
05:41.9,172.8332835,1236.539247,1136.923491,6.546911,0,0,0.64,0,0,0,0,12
06:41.9,172.8499502,1236.157744,1146.05598,6.58385,0,0,0.64,0,0,0,0,13
07:41.9,172.8666168,1235.715926,1150.205042,6.552723,0,0,0.64,0,0,0,0,14
08:41.9,172.8832835,1235.364984,1149.153947,6.58379,0,0,0.64,0,0,0,0,15
09:41.9,172.8999502,1235.035336,1146.995995,6.55843,0,0,0.64,0,0,0,0,16
10:41.9,172.9166168,1234.738525,1146.223522,6.581333,0,0,0.64,0,0,0,0,17
11:41.9,172.9332835,1234.45022,1146.413887,6.585709,0,0,0.64,0,0,0,0,18
12:41.9,172.9499501,1234.116917,1146.097293,6.559386,0,0,0.64,0,0,0,0,19
13:41.9,172.9666168,1233.845497,1143.541218,6.606626,0,0,0.64,0,0,0,0,0
14:41.9,172.9832835,1233.56625,1132.188957,6.590161,0,0,0.64,0,0,0,0,1
15:41.9,172.9999501,1233.282977,1126.036628,6.615099,0,0,0.64,0,0,0,0,2
16:41.9,173.0166168,1233.039179,1127.943418,6.62097,0,0,0.64,0,0,0,0,3
17:41.9,173.0332834,1232.795122,1137.667758,6.57856,0,0,0.64,0,0,0,0,4
18:41.9,173.0499501,1232.611167,1132.576764,6.631012,0,0,0.64,0,0,0,0,5
19:41.9,173.0666168,1232.380498,1132.070478,6.625532,0,0,0.64,0,0,0,0,6
20:41.9,173.0832834,1232.123594,1133.635707,6.603176,0,0,0.64,0,0,0,0,7
21:41.9,173.0999501,1231.91147,1133.467917,6.613137,0,0,0.64,0,0,0,0,8
22:41.9,173.1166167,1231.791552,1134.383762,6.62307,0,0,0.64,0,0,0,0,9
23:41.9,173.1332834,1231.601084,1137.569461,6.62255,0,0,0.64,0,0,0,0,10
24:41.9,173.1499501,1231.495236,1142.677599,6.604267,0,0,0.64,0,0,0,0,11
25:41.9,173.1666167,1231.353495,1147.60758,6.637676,0,0,0.64,0,0,0,0,12
26:41.9,173.1832834,1231.215035,1148.342379,6.63869,0,0,0.64,0,0,0,0,13
27:41.9,173.19995,1231.0919,1148.119298,6.615859,0,0,0.64,0,0,0,0,14
28:41.9,173.2166167,1230.937867,1147.053279,6.601413,0,0,0.64,0,0,0,0,15
29:41.9,173.2332834,1230.809711,1146.28544,6.667222,0,0,0.64,0,0,0,0,16
30:41.9,173.24995,1230.71709,1146.504559,6.632636,0,0,0.64,0,0,0,0,17
31:41.9,173.2666167,1230.59173,1146.631835,6.685631,0,0,0.64,0,0,0,0,18
32:41.9,173.2832833,1230.503583,1146.479119,6.663377,0,0,0.64,0,0,0,0,19
33:41.9,173.29995,1230.404263,1146.340407,6.653465,0,0,0.64,0,0,0,0,0
34:41.9,173.3166167,1230.307067,1146.222899,6.666037,0,0,0.64,0,0,0,0,1
35:41.9,173.3332833,1230.211798,1146.194468,6.656101,0,0,0.64,0,0,0,0,2
36:41.9,173.34995,1230.134887,1146.126271,6.711123,0,0,0.64,0,0,0,0,3
37:41.9,173.3666166,1229.992948,1146.051122,6.692993,0,0,0.64,0,0,0,0,4
38:41.9,173.3832833,1229.699808,1146.050075,6.708221,0,0,0.64,0,0,0,0,5
39:41.9,173.39995,1229.632903,1146.019328,6.689286,0,0,0.64,0,0,0,0,6
40:41.9,173.4166166,1229.524894,1145.935906,6.687669,0,0,0.64,0,0,0,0,7
41:41.9,173.4332833,1229.425114,1145.856745,6.670048,0,0,0.64,0,0,0,0,8
42:41.9,173.4499499,1229.328527,1145.70966,6.698487,0,0,0.64,0,0,0,0,9
43:41.9,173.4666166,1229.221836,1145.616621,6.72855,0,0,0.64,0,0,0,0,10
44:41.9,173.4832833,1229.124716,1145.558564,6.727963,0,0,0.64,0,0,0,0,11
45:41.9,173.4999499,1229.037712,1145.551837,6.70296,0,0,0.64,0,0,0,0,12
46:41.9,173.5166166,1228.942791,1145.520192,6.708875,0,0,0.64,0,0,0,0,13
47:41.9,173.5332832,1228.870939,1145.435749,6.701941,0,0,0.64,0,0,0,0,14
48:41.9,173.5499499,1228.768312,1145.404105,6.738235,0,0,0.64,0,0,0,0,15
49:41.9,173.5666166,1228.716582,1145.343831,6.743852,0,0,0.64,0,0,0,0,16
50:41.9,173.5832832,1228.63071,1145.269927,6.693452,0,0,0.64,0,0,0,0,17
51:41.9,173.5999499,1228.54275,1145.202377,6.736359,0,0,0.64,0,0,0,0,18
52:41.9,173.6166165,1228.459773,1145.164155,6.71274,0,0,0.64,0,0,0,0,19
53:41.9,173.6332832,1228.42655,1145.156505,6.714071,0,0,0.64,0,0,0,0,0
54:41.9,173.6499499,1228.338254,1145.050185,6.696704,0,0,0.64,0,0,0,0,1
55:41.9,173.6666165,1228.422001,1145.365035,6.896087,0,0,0.64,0,0,0,0,2
56:41.9,173.6832832,1228.57596,1145.740258,7.091049,0,0,0.64,0,0,0,0,3
57:41.9,173.6999498,1228.788944,1146.093854,7.358534,0,0,0.64,0,0,0,0,4
58:41.9,173.7166165,1228.931754,1146.280357,7.596199,0,0,0.64,0,0,0,0,5
59:41.9,173.7332832,1229.131203,1146.81749,7.592625,0,0,0.64,0,0,0,0,6
00:41.9,173.7499498,1228.86414,1147.06636,6.801431,0,0,0.64,0,0,0,0,7
01:41.9,173.7666165,1228.55442,1147.156908,6.832996,0,0,0.64,0,0,0,0,8
02:41.9,173.7832831,1228.206879,1147.675603,6.837568,0,0,0.64,0,0,0,0,9
03:41.9,173.7999498,1227.783794,1147.152573,6.821973,0,0,0.64,0,0,0,0,10
04:41.9,173.8166165,1227.434214,1144.95281,6.831715,0,0,0.64,0,0,0,0,11
05:41.9,173.8332831,1227.136588,1141.015044,6.776951,0,0,0.64,0,0,0,0,12
06:41.9,173.8499498,1226.849638,1137.002552,6.75727,0,0,0.64,0,0,0,0,13
07:41.9,173.8666164,1226.598248,1133.421621,6.738105,0,0,0.64,0,0,0,0,14
08:41.9,173.8832831,1226.390993,1133.065359,6.738871,0,0,0.64,0,0,0,0,15
09:41.9,173.8999498,1226.195671,1130.416918,6.75548,0,0,0.64,0,0,0,0,16
10:41.9,173.9166164,1226.020881,1144.221624,6.778011,0,0,0.64,0,0,0,0,17
11:41.9,173.9332831,1225.896453,1135.016352,6.752229,0,0,0.64,0,0,0,0,18
12:41.9,173.9499497,1225.811687,1139.879531,6.750872,0,0,0.64,0,0,0,0,19
13:41.9,173.9666164,1225.735373,1123.894498,6.761108,0,0,0.64,0,0,0,0,0
14:41.9,173.9832831,1225.693922,1120.406407,6.77636,0,0,0.64,0,0,0,0,1
15:41.9,173.9999497,1225.667945,1106.599484,6.780248,0,0,0.64,0,0,0,0,2
16:41.9,174.0166164,1225.636798,1100.921821,6.74496,0,0,0.64,0,0,0,0,3
17:41.9,174.033283,1225.594502,1108.318326,6.74054,0,0,0.64,0,0,0,0,4
18:41.9,174.0499497,1225.541716,1113.883937,6.731129,0,0,0.64,0,0,0,0,5
19:41.9,174.0666164,1225.539615,1118.470464,6.760197,0,0,0.64,0,0,0,0,6
20:41.9,174.083283,1225.490893,1137.321414,6.758044,0,0,0.64,0,0,0,0,7
21:41.9,174.0999497,1225.428947,1149.600558,6.718806,0,0,0.64,0,0,0,0,8
22:41.9,174.1166163,1225.43792,1163.385779,6.713189,0,0,0.64,0,0,0,0,9
23:41.9,174.133283,1225.418233,1169.018092,6.733994,0,0,0.64,0,0,0,0,10
24:41.9,174.1499497,1225.407482,1172.207181,6.777376,0,0,0.64,0,0,0,0,11
25:41.9,174.1666163,1225.330819,1173.686347,6.781415,0,0,0.64,0,0,0,0,12
26:41.9,174.183283,1225.310933,1174.429892,6.770899,0,0,0.64,0,0,0,0,13
27:41.9,174.1999496,1225.286783,1174.889036,6.775002,0,0,0.64,0,0,0,0,14
28:41.9,174.2166163,1225.290363,1173.054056,6.777277,0,0,0.64,0,0,0,0,15
29:41.9,174.233283,1225.269345,1171.120405,6.761413,0,0,0.64,0,0,0,0,16
30:41.9,174.2499496,1225.274006,1172.539697,6.756193,0,0,0.64,0,0,0,0,17
31:41.9,174.2666163,1225.241852,1172.680128,6.716857,0,0,0.64,0,0,0,0,18
32:41.9,174.2832829,1225.200886,1171.314907,6.734678,0,0,0.64,0,0,0,0,19
33:41.9,174.2999496,1225.203856,1172.087031,6.78591,0,0,0.64,0,0,0,0,0
34:41.9,174.3166163,1225.214483,1173.670624,6.737911,0,0,0.64,0,0,0,0,1
35:41.9,174.3332829,1225.196299,1174.878022,6.789349,0,0,0.64,0,0,0,0,2
36:41.9,174.3499496,1225.195516,1172.680103,6.801698,0,0,0.64,0,0,0,0,3
37:41.9,174.3666162,1225.127318,1172.064432,6.795296,0,0,0.64,0,0,0,0,4
38:41.9,174.3832829,1225.1064,1171.923003,6.779568,0,0,0.64,0,0,0,0,5
39:41.9,174.3999496,1225.078211,1172.609688,6.736605,0,0,0.64,0,0,0,0,6
40:41.9,174.4166162,1225.037966,1172.569323,6.732995,0,0,0.64,0,0,0,0,7
41:41.9,174.4332829,1225.067746,1171.626193,6.730281,0,0,0.64,0,0,0,0,8
42:41.9,174.4499495,1225.011703,1170.937765,6.75061,0,0,0.64,0,0,0,0,9
43:41.9,174.4666162,1225.039867,1166.967382,6.753302,0,0,0.64,0,0,0,0,10
44:41.9,174.4832829,1224.965256,1166.276587,6.715338,0,0,0.64,0,0,0,0,11
45:41.9,174.4999495,1224.960881,1169.382228,6.748089,0,0,0.64,0,0,0,0,12
46:41.9,174.5166162,1224.972042,1169.48511,6.78492,0,0,0.64,0,0,0,0,13
47:41.9,174.5332828,1224.96267,1169.125385,6.765704,0,0,0.64,0,0,0,0,14
48:41.9,174.5499495,1224.92777,1170.984434,6.764656,0,0,0.64,0,0,0,0,15
49:41.9,174.5666162,1224.952131,1171.545961,6.735398,0,0,0.64,0,0,0,0,16
50:41.9,174.5832828,1224.931038,1173.442635,6.722421,0,0,0.64,0,0,0,0,17
51:41.9,174.5999495,1224.929398,1170.019253,6.741157,0,0,0.64,0,0,0,0,18
52:41.9,174.6166161,1224.905745,1166.208514,6.760156,0,0,0.64,0,0,0,0,19
53:41.9,174.6332828,1224.903384,1155.915545,6.699888,0,0,0.64,0,0,0,0,0
54:41.9,174.6499495,1225.058585,1121.489918,6.894936,0,0,0.64,0,0,0,0,1
55:41.9,174.6666161,1225.28636,1110.956352,7.130963,0,0,0.64,0,0,0,0,2
56:41.9,174.6832828,1225.518871,1136.341557,7.44997,0,0,0.64,0,0,0,0,3
57:41.9,174.6999494,1225.765824,1137.11129,7.702031,0,0,0.64,0,0,0,0,4
58:41.9,174.7166161,1226.059249,1123.888593,7.66411,0,0,0.64,0,0,0,0,5
59:41.9,174.7332828,1225.875896,1120.540061,6.951264,0,0,0.64,0,0,0,0,6
00:41.9,174.7499494,1225.535638,1128.34154,6.848637,0,0,0.64,0,0,0,0,7
01:41.9,174.7666161,1225.124559,1145.770532,6.895807,0,0,0.64,0,0,0,0,8
02:41.9,174.7832827,1224.665156,1166.542051,6.829727,0,0,0.64,0,0,0,0,9
03:41.9,174.7999494,1224.381612,1169.513465,6.791517,0,0,0.64,0,0,0,0,10
04:41.9,174.8166161,1224.100491,1170.999833,6.785999,0,0,0.64,0,0,0,0,11
05:41.9,174.8332827,1223.877937,1135.739515,6.806482,0,0,0.64,0,0,0,0,12
06:41.9,174.8499494,1223.698846,1113.512202,6.796357,0,0,0.64,0,0,0,0,13
07:41.9,174.866616,1223.511192,1142.141836,6.796467,0,0,0.64,0,0,0,0,14
08:41.9,174.8832827,1223.461227,1103.70586,6.78127,0,0,0.64,0,0,0,0,15
09:41.9,174.8999494,1223.314962,1124.059772,6.777135,0,0,0.64,0,0,0,0,16
10:41.9,174.916616,1223.238797,1150.894542,6.784253,0,0,0.64,0,0,0,0,17
11:41.9,174.9332827,1223.185377,1161.333673,6.823143,0,0,0.64,0,0,0,0,18
12:41.9,174.9499493,1223.172649,1156.924729,6.767779,0,0,0.64,0,0,0,0,19
13:41.9,174.966616,1223.149159,1161.331854,6.766459,0,0,0.64,0,0,0,0,0
14:41.9,174.9832827,1223.122101,1165.747576,6.763874,0,0,0.64,0,0,0,0,1
15:41.9,174.9999493,1223.136916,1160.417753,6.78394,0,0,0.64,0,0,0,0,2
16:41.9,175.016616,1223.106838,1159.465828,6.782632,0,0,0.64,0,0,0,0,3
17:41.9,175.0332826,1223.093887,1149.996537,6.772824,0,0,0.64,0,0,0,0,4
18:41.9,175.0499493,1223.066915,1148.333285,6.772443,0,0,0.64,0,0,0,0,5
19:41.9,175.066616,1223.063162,1151.10636,6.774163,0,0,0.64,0,0,0,0,6
20:41.9,175.0832826,1223.083608,1164.895269,6.747434,0,0,0.64,0,0,0,0,7
21:41.9,175.0999493,1223.099032,1153.378582,6.76187,0,0,0.64,0,0,0,0,8
22:41.9,175.1166159,1223.105644,1146.274028,6.795536,0,0,0.64,0,0,0,0,9
23:41.9,175.1332826,1223.150314,1121.128499,6.750811,0,0,0.64,0,0,0,0,10
24:41.9,175.1499493,1223.177808,1105.732251,6.772407,0,0,0.64,0,0,0,0,11
25:41.9,175.1666159,1223.174439,1114.108787,6.784033,0,0,0.64,0,0,0,0,12
26:41.9,175.1832826,1223.185924,1126.838454,6.758628,0,0,0.64,0,0,0,0,13
27:41.9,175.1999492,1223.224988,1126.940214,6.789237,0,0,0.64,0,0,0,0,14
28:41.9,175.2166159,1223.239356,1130.810082,6.807903,0,0,0.64,0,0,0,0,15
29:41.9,175.2332826,1223.262561,1140.840277,6.767373,0,0,0.64,0,0,0,0,16
30:41.9,175.2499492,1223.25447,1150.398945,6.764016,0,0,0.64,0,0,0,0,17
31:41.9,175.2666159,1223.218413,1149.253764,6.783183,0,0,0.64,0,0,0,0,18
32:41.9,175.2832825,1223.250915,1156.301482,6.793822,0,0,0.64,0,0,0,0,19
33:41.9,175.2999492,1223.253762,1149.592584,6.77742,0,0,0.64,0,0,0,0,0
34:41.9,175.3166159,1223.291956,1135.996533,6.803989,0,0,0.64,0,0,0,0,1
35:41.9,175.3332825,1223.292739,1128.917743,6.765744,0,0,0.64,0,0,0,0,2
36:41.9,175.3499492,1223.308449,1130.641917,6.805443,0,0,0.64,0,0,0,0,3
37:41.9,175.3666158,1223.328734,1125.822019,6.778375,0,0,0.64,0,0,0,0,4
38:41.9,175.3832825,1223.306113,1120.189032,6.787512,0,0,0.64,0,0,0,0,5
39:42.0,175.3999492,1223.259777,1111.727878,6.765714,0,0,0.64,0,0,0,0,6
40:42.0,175.4166158,1223.25094,1115.042747,6.758781,0,0,0.64,0,0,0,0,7
41:42.0,175.4332825,1223.243781,1123.155438,6.750951,0,0,0.64,0,0,0,0,8
42:42.0,175.4499491,1223.177323,1139.264582,6.78866,0,0,0.64,0,0,0,0,9
43:42.0,175.4666158,1223.149718,1145.491513,6.823691,0,0,0.64,0,0,0,0,10
44:42.0,175.4832825,1223.163092,1143.887688,6.762599,0,0,0.64,0,0,0,0,11
45:42.0,175.4999491,1223.177609,1140.123144,6.75819,0,0,0.64,0,0,0,0,12
46:42.0,175.5166158,1223.16462,1140.51267,6.795118,0,0,0.64,0,0,0,0,13
47:42.0,175.5332824,1223.190833,1137.902276,6.770752,0,0,0.64,0,0,0,0,14
48:42.0,175.5499491,1223.199981,1141.147402,6.762638,0,0,0.64,0,0,0,0,15
49:42.0,175.5666158,1223.190908,1137.708273,6.782584,0,0,0.64,0,0,0,0,16
50:42.0,175.5832824,1223.155199,1127.999057,6.798574,0,0,0.64,0,0,0,0,17
51:42.0,175.5999491,1223.172811,1132.044589,6.786481,0,0,0.64,0,0,0,0,18
52:42.0,175.6166157,1223.170984,1125.213474,6.794218,0,0,0.64,0,0,0,0,19
53:42.0,175.6332824,1223.152701,1123.70792,6.798491,0,0,0.64,0,0,0,0,0
54:42.0,175.6499491,1223.180119,1122.87004,6.778556,0,0,0.64,0,0,0,0,1
55:42.0,175.6666157,1223.179647,1116.619064,6.768244,0,0,0.64,0,0,0,0,2
56:42.0,175.6832824,1223.167119,1114.564517,6.786728,0,0,0.64,0,0,0,0,3
57:42.0,175.699949,1223.178168,1120.506822,6.751532,0,0,0.64,0,0,0,0,4
58:42.0,175.7166157,1223.169157,1123.961574,6.76537,0,0,0.64,0,0,0,0,5
59:42.0,175.7332824,1223.185091,1124.240145,6.774132,0,0,0.64,0,0,0,0,6
00:42.0,175.749949,1223.157834,1128.476191,6.817647,0,0,0.64,0,0,0,0,7
01:42.0,175.7666157,1223.187676,1121.716263,6.828136,0,0,0.64,0,0,0,0,8
02:42.0,175.7832823,1223.173594,1119.493004,6.762261,0,0,0.64,0,0,0,0,9
03:42.0,175.799949,1223.166572,1121.839627,6.759865,0,0,0.64,0,0,0,0,10
04:42.0,175.8166157,1223.198141,1109.390624,6.77588,0,0,0.64,0,0,0,0,11
05:42.0,175.8332823,1223.203747,1113.21295,6.765728,0,0,0.64,0,0,0,0,12
06:42.0,175.849949,1223.219855,1124.488093,6.742966,0,0,0.64,0,0,0,0,13
07:42.0,175.8666156,1223.231762,1119.011534,6.77249,0,0,0.64,0,0,0,0,14
08:42.0,175.8832823,1223.256198,1109.506886,6.742315,0,0,0.64,0,0,0,0,15
09:42.0,175.899949,1223.237616,1109.240849,6.793328,0,0,0.64,0,0,0,0,16
10:42.0,175.9166156,1223.191989,1124.050303,6.734958,0,0,0.64,0,0,0,0,17
11:42.0,175.9332823,1223.175893,1135.780603,6.744651,0,0,0.64,0,0,0,0,18
12:42.0,175.9499489,1223.180505,1139.023113,6.746312,0,0,0.64,0,0,0,0,19
13:42.0,175.9666156,1223.164633,1145.538257,6.765898,0,0,0.64,0,0,0,0,0
14:42.0,175.9832823,1223.150277,1131.908991,6.768508,0,0,0.64,0,0,0,0,1
15:42.0,175.9999489,1223.177857,1142.144527,6.776913,0,0,0.64,0,0,0,0,2
16:42.0,176.0166156,1223.128874,1141.692709,6.749391,0,0,0.64,0,0,0,0,3
17:42.0,176.0332822,1223.094023,1137.666263,6.778268,0,0,0.64,0,0,0,0,4
18:42.0,176.0499489,1223.06658,1135.90581,6.77612,0,0,0.64,0,0,0,0,5
19:42.0,176.0666156,1223.099355,1138.460141,6.803481,0,0,0.64,0,0,0,0,6
20:42.0,176.0832822,1223.025527,1131.50312,6.740262,0,0,0.64,0,0,0,0,7
21:42.0,176.0999489,1223.019262,1124.239422,6.770335,0,0,0.64,0,0,0,0,8
22:42.0,176.1166155,1223.018169,1122.401802,6.775911,0,0,0.64,0,0,0,0,9
23:42.0,176.1332822,1223.003279,1119.140006,6.778586,0,0,0.64,0,0,0,0,10
24:42.0,176.1499489,1222.952817,1128.735426,6.774423,0,0,0.64,0,0,0,0,11
25:42.0,176.1666155,1222.947124,1134.797955,6.79388,0,0,0.64,0,0,0,0,12
26:42.0,176.1832822,1222.956471,1130.060208,6.777416,0,0,0.64,0,0,0,0,13
27:42.0,176.1999488,1222.970876,1127.518286,6.758813,0,0,0.64,0,0,0,0,14
28:42.0,176.2166155,1222.896799,1131.259607,6.797597,0,0,0.64,0,0,0,0,15
29:42.0,176.2332822,1222.914038,1127.26219,6.80928,0,0,0.64,0,0,0,0,16
30:42.0,176.2499488,1222.936547,1125.67471,6.797,0,0,0.64,0,0,0,0,17
31:42.0,176.2666155,1222.930594,1136.032538,6.799977,0,0,0.64,0,0,0,0,18
32:42.0,176.2832821,1222.916748,1136.186823,6.803732,0,0,0.64,0,0,0,0,19
33:42.0,176.2999488,1222.924106,1131.547946,6.797216,0,0,0.64,0,0,0,0,0
34:42.0,176.3166155,1222.892896,1129.89157,6.760334,0,0,0.64,0,0,0,0,1
35:42.0,176.3332821,1222.927996,1127.763568,6.760793,0,0,0.64,0,0,0,0,2
36:42.0,176.3499488,1222.923434,1121.492908,6.773776,0,0,0.64,0,0,0,0,3
37:42.0,176.3666154,1222.910545,1121.09957,6.772319,0,0,0.64,0,0,0,0,4
38:42.0,176.3832821,1222.908296,1125.886005,6.7697,0,0,0.64,0,0,0,0,5
39:42.0,176.3999488,1222.895295,1129.848339,6.772963,0,0,0.64,0,0,0,0,6
40:42.0,176.4166154,1222.904368,1133.274811,6.760677,0,0,0.64,0,0,0,0,7
41:42.0,176.4332821,1222.85413,1129.666047,6.773687,0,0,0.64,0,0,0,0,8
42:42.0,176.4499487,1222.850463,1116.859313,6.761895,0,0,0.64,0,0,0,0,9
43:42.0,176.4666154,1222.859462,1093.863264,6.739719,0,0,0.64,0,0,0,0,10
44:42.0,176.4832821,1222.837885,1089.077726,6.772716,0,0,0.64,0,0,0,0,11
45:42.0,176.4999487,1222.842409,1080.234696,6.7726,0,0,0.64,0,0,0,0,12
46:42.0,176.5166154,1222.848462,1079.663177,6.821646,0,0,0.64,0,0,0,0,13
47:42.0,176.533282,1222.794719,1092.368201,6.824231,0,0,0.64,0,0,0,0,14
48:42.0,176.5499487,1222.762354,1094.616253,6.809252,0,0,0.64,0,0,0,0,15
49:42.0,176.5666154,1222.751839,1095.748302,6.811323,0,0,0.64,0,0,0,0,16
50:42.0,176.583282,1222.765697,1110.916933,6.824794,0,0,0.64,0,0,0,0,17
51:42.0,176.5999487,1222.756549,1120.41448,6.819728,0,0,0.64,0,0,0,0,18
52:42.0,176.6166153,1222.739,1109.337551,6.797965,0,0,0.64,0,0,0,0,19
53:42.0,176.633282,1222.722195,1101.863704,6.743739,0,0,0.64,0,0,0,0,0
54:42.0,176.6499487,1222.718777,1103.154599,6.822036,0,0,0.64,0,0,0,0,1
55:42.0,176.6666153,1222.696741,1106.868187,6.803613,0,0,0.64,0,0,0,0,2
56:42.0,176.683282,1222.683491,1112.431681,6.778367,0,0,0.64,0,0,0,0,3
57:42.0,176.6999486,1222.645906,1113.718364,6.803346,0,0,0.64,0,0,0,0,4
58:42.0,176.7166153,1222.65831,1109.656163,6.804218,0,0,0.64,0,0,0,0,5
59:42.0,176.733282,1222.694106,1103.201443,6.801166,0,0,0.64,0,0,0,0,6
00:42.0,176.7499486,1222.695224,1101.68799,6.762309,0,0,0.64,0,0,0,0,7
01:42.0,176.7666153,1222.657776,1111.081136,6.789422,0,0,0.64,0,0,0,0,8
02:42.0,176.7832819,1222.686313,1115.952463,6.767082,0,0,0.64,0,0,0,0,9
03:42.0,176.7999486,1222.732748,1121.095907,6.775576,0,0,0.64,0,0,0,0,10
04:42.0,176.8166153,1222.757531,1124.599945,6.768477,0,0,0.64,0,0,0,0,11
05:42.0,176.8332819,1222.706398,1110.768354,6.771949,0,0,0.64,0,0,0,0,12
06:42.0,176.8499486,1222.721537,1102.007151,6.777816,0,0,0.64,0,0,0,0,13
07:42.0,176.8666152,1222.719635,1096.600534,6.747828,0,0,0.64,0,0,0,0,14
08:42.0,176.8832819,1222.711879,1091.417771,6.7804,0,0,0.64,0,0,0,0,15
09:42.0,176.8999486,1222.710015,1078.84234,6.806054,0,0,0.64,0,0,0,0,16
10:42.0,176.9166152,1222.743027,1076.903756,6.794702,0,0,0.64,0,0,0,0,17
11:42.0,176.9332819,1222.704795,1080.519272,6.795165,0,0,0.64,0,0,0,0,18
12:42.0,176.9499485,1222.690017,1104.765277,6.792664,0,0,0.64,0,0,0,0,19
13:42.0,176.9666152,1222.699935,1105.003582,6.798388,0,0,0.64,0,0,0,0,0
14:42.0,176.9832819,1222.661778,1091.345512,6.770749,0,0,0.64,0,0,0,0,1
15:42.0,176.9999485,1222.709568,1078.283753,6.765746,0,0,0.64,0,0,0,0,2
16:42.0,177.0166152,1222.705876,1078.097873,6.777574,0,0,0.64,0,0,0,0,3
17:42.0,177.0332818,1222.704037,1079.945361,6.799224,0,0,0.64,0,0,0,0,4
18:42.0,177.0499485,1222.697312,1083.368194,6.813874,0,0,0.64,0,0,0,0,5
19:42.0,177.0666152,1222.630867,1086.163172,6.814619,0,0,0.64,0,0,0,0,6
20:42.0,177.0832818,1222.639803,1084.399654,6.809478,0,0,0.64,0,0,0,0,7
21:42.0,177.0999485,1222.664276,1079.760478,6.837888,0,0,0.64,0,0,0,0,8
22:42.0,177.1166151,1222.638076,1077.300582,6.809684,0,0,0.64,0,0,0,0,9
23:42.0,177.1332818,1222.581871,1076.655982,6.809277,0,0,0.64,0,0,0,0,10
24:42.0,177.1499485,1222.599545,1077.727633,6.820421,0,0,0.64,0,0,0,0,11
25:42.0,177.1666151,1222.574663,1080.110186,6.792095,0,0,0.64,0,0,0,0,12
26:42.0,177.1832818,1222.549891,1082.792963,6.797507,0,0,0.64,0,0,0,0,13
27:42.0,177.1999484,1222.520969,1086.007392,6.823092,0,0,0.64,0,0,0,0,14
28:42.0,177.2166151,1222.578329,1084.154821,6.853539,0,0,0.64,0,0,0,0,15
29:42.0,177.2332818,1222.561227,1081.334179,6.825732,0,0,0.64,0,0,0,0,16
30:42.0,177.2499484,1222.526289,1080.114322,6.849612,0,0,0.64,0,0,0,0,17
31:42.0,177.2666151,1222.525866,1079.579207,6.798086,0,0,0.64,0,0,0,0,18
32:42.0,177.2832817,1222.503394,1079.266575,6.812054,0,0,0.64,0,0,0,0,19
33:42.0,177.2999484,1222.463708,1079.007514,6.811944,0,0,0.64,0,0,0,0,0
34:42.0,177.3166151,1222.487,1078.326361,6.803747,0,0,0.64,0,0,0,0,1
35:42.0,177.3332817,1222.511647,1077.846561,6.805871,0,0,0.64,0,0,0,0,2
36:42.0,177.3499484,1222.530788,1077.879701,6.824868,0,0,0.64,0,0,0,0,3
37:42.0,177.366615,1222.5045,1077.299486,6.780261,0,0,0.64,0,0,0,0,4
38:42.0,177.3832817,1222.508714,1077.3478,6.789299,0,0,0.64,0,0,0,0,5
39:42.0,177.3999484,1222.52824,1077.41084,6.809062,0,0,0.64,0,0,0,0,6
40:42.0,177.416615,1222.507583,1077.218581,6.802232,0,0,0.64,0,0,0,0,7
41:42.0,177.4332817,1222.508739,1076.979952,6.79658,0,0,0.64,0,0,0,0,8
42:42.0,177.4499483,1222.503084,1076.908889,6.784883,0,0,0.64,0,0,0,0,9
43:42.0,177.466615,1222.469314,1077.51554,6.802482,0,0,0.64,0,0,0,0,10
44:42.0,177.4832817,1222.472533,1079.302704,6.796608,0,0,0.64,0,0,0,0,11
45:42.0,177.4999483,1222.503307,1082.029235,6.791297,0,0,0.64,0,0,0,0,12
46:42.0,177.516615,1222.496384,1082.966185,6.806394,0,0,0.64,0,0,0,0,13
47:42.0,177.5332816,1222.505694,1080.298259,6.798035,0,0,0.64,0,0,0,0,14
48:42.0,177.5499483,1222.49795,1079.075637,6.805554,0,0,0.64,0,0,0,0,15
49:42.0,177.566615,1222.513586,1078.283853,6.785141,0,0,0.64,0,0,0,0,16
50:42.0,177.5832816,1222.5067,1077.681038,6.817718,0,0,0.64,0,0,0,0,17
51:42.0,177.5999483,1222.504128,1077.521645,6.819153,0,0,0.64,0,0,0,0,18
52:42.0,177.6166149,1222.462739,1077.169669,6.818372,0,0,0.64,0,0,0,0,19
53:42.0,177.6332816,1222.45763,1077.090184,6.789921,0,0,0.64,0,0,0,0,0
54:42.0,177.6499483,1222.453989,1077.058639,6.787206,0,0,0.64,0,0,0,0,1
55:42.0,177.6666149,1222.541179,1077.229943,6.992391,0,0,0.64,0,0,0,0,2
56:42.0,177.6832816,1222.778922,1077.41809,7.180275,0,0,0.64,0,0,0,0,3
57:42.0,177.6999482,1223.040628,1078.821385,7.444456,0,0,0.64,0,0,0,0,4
