Time Stamp,time,P up,P down,T,Water in,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,
,429.2656659,1185.819456,1038.956251,6.789067,0,0,0.64,0,0,0,0,17
,429.2989991,1185.739835,1040.419047,6.728581,0,0,0.64,0,0,0,0,18
,429.3156657,1185.688776,1044.071988,6.761231,0,0,0.64,0,0,0,0,19
,429.3323323,1185.656362,1046.266294,6.749021,0,0,0.64,0,0,0,0,0
,429.3489989,1185.602544,1047.421242,6.750793,0,0,0.64,0,0,0,0,1
,429.3656655,1185.572117,1047.358053,6.786191,0,0,0.64,0,0,0,0,2
,,,,,,,,,,,,
,,,,,,,,,,,,
,429.4656651,1185.75117,1047.722562,6.755463,0,0,0.64,0,0,0,0,5
,429.4823317,1185.800849,1048.623881,6.788215,0,0,0.64,0,0,0,0,6
,429.4989983,1185.796884,1047.97644,6.792396,0,0,0.64,0,0,0,0,7
,429.5156649,1185.838087,1046.619566,6.813744,0,0,0.64,0,0,0,0,8
,429.5323315,1185.819766,1043.696615,6.806161,0,0,0.64,0,0,0,0,9
,429.5823313,1185.803484,1041.164486,6.798072,0,0,0.64,0,0,0,0,10
,429.5989979,1185.77051,1040.199479,6.744492,0,0,0.64,0,0,0,0,11
,429.6323311,1185.74462,1039.609622,6.789193,0,0,0.64,0,0,0,0,12
,429.6489977,1185.748374,1038.84278,6.815571,0,0,0.64,0,0,0,0,13
,429.6656643,1185.924183,1038.827755,6.921063,0,0,0.64,0,0,0,0,14
,429.6823309,1186.299006,1039.348842,7.215147,0,0,0.64,0,0,0,0,15
,429.6989975,1186.648524,1039.857769,7.494354,0,0,0.64,0,0,0,0,16
,429.7156641,1187.087816,1040.458042,7.693467,0,0,0.64,0,0,0,0,17
,429.7489973,1186.924983,1047.477753,6.796599,0,0,0.64,0,0,0,0,18
,429.7656639,1186.307856,1046.01421,6.876124,0,0,0.64,0,0,0,0,19
,429.7823305,1185.78724,1046.187432,6.895247,0,0,0.64,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,429.8656635,1184.49811,1045.891719,6.844375,0,0,0.64,0,0,0,0,3
,429.8823301,1184.4407,1042.033861,6.772215,0,0,0.64,0,0,0,0,4
,429.8989967,1184.399386,1045.851179,6.802183,0,0,0.64,0,0,0,0,5
,429.9656631,1184.447163,1038.781783,6.801833,0,0,0.64,0,0,0,0,6
,429.9823297,1184.4845,1038.873029,6.754022,0,0,0.64,0,0,0,0,7
,429.9989963,1184.508389,1042.794898,6.787093,0,0,0.64,0,0,0,0,8
,430.0156629,1184.520296,1047.392214,6.821546,0,0,0.64,0,0,0,0,9
,430.0323295,1184.521949,1044.298283,6.818378,0,0,0.64,0,0,0,0,10
,430.0489961,1184.573741,1040.287885,6.809217,0,0,0.64,0,0,0,0,11
,430.0656627,1184.658619,1039.937304,6.795258,0,0,0.64,0,0,0,0,12
,430.0989959,1184.705501,1038.765612,6.793748,0,0,0.64,0,0,0,0,13
,430.1156625,1184.795003,1038.737182,6.820415,0,0,0.64,0,0,0,0,14
,430.1323291,1184.834415,1038.693901,6.795678,0,0,0.64,0,0,0,0,15
,430.1489957,1184.840319,1038.805579,6.77943,0,0,0.64,0,0,0,0,16
,430.1656623,1184.843252,1038.792971,6.819658,0,0,0.64,0,0,0,0,17
,430.1823289,1184.884405,1038.761177,6.844271,0,0,0.64,0,0,0,0,18
,,,,,,,,,,,,
,,,,,,,,,,,,
,430.2656619,1184.974901,1038.890869,6.735001,0,0,0.64,0,0,0,0,1
,430.3323283,1185.022989,1038.803286,6.772957,0,0,0.64,0,0,0,0,2
,430.3489949,1185.09468,1038.835853,6.804203,0,0,0.64,0,0,0,0,3
,430.3656615,1185.086216,1039.083676,6.763923,0,0,0.64,0,0,0,0,4
,430.3823281,1185.099216,1040.089372,6.799843,0,0,0.64,0,0,0,0,5
,430.3989947,1185.120321,1039.365262,6.826383,0,0,0.64,0,0,0,0,6
,430.4156613,1185.10604,1038.9792,6.817386,0,0,0.64,0,0,0,0,7
,430.4489945,1185.090479,1038.934648,6.818092,0,0,0.64,0,0,0,0,8
,430.4656611,1185.0956,1039.054374,6.816158,0,0,0.64,0,0,0,0,9
,430.4823277,1185.096047,1038.95346,6.836601,0,0,0.64,0,0,0,0,10
,430.4989943,1185.036015,1038.784748,6.805007,0,0,0.64,0,0,0,0,11
,430.5156609,1185.078236,1038.867995,6.793117,0,0,0.64,0,0,0,0,12
,430.5323275,1185.054882,1038.991259,6.79628,0,0,0.64,0,0,0,0,13
,430.5489941,1185.077192,1038.953585,6.80804,0,0,0.64,0,0,0,0,14
,430.5656607,1185.068541,1038.967339,6.799577,0,0,0.64,0,0,0,0,15
,430.5823273,1185.067609,1039.019191,6.757961,0,0,0.64,0,0,0,0,16
,,,,,,,,,,,,
,,,,,,,,,,,,
,430.7156601,1185.397352,1042.53023,5.574331,0,0,0.64,0,0,0,0,19
,430.7323267,1185.574168,1042.266983,5.605114,0,0,0.64,0,0,0,0,0
,430.7489933,1185.971637,1042.173296,5.651271,0,0,0.64,0,0,0,0,1
,430.7656599,1186.448441,1042.113446,5.674638,0,0,0.64,0,0,0,0,2
,430.7989931,1187.499542,1042.040937,5.686424,0,0,0.64,0,0,0,0,3
,430.8156597,1188.089947,1042.074799,5.712378,0,0,0.64,0,0,0,0,4
,430.8323263,1188.741553,1042.115763,5.693155,0,0,0.64,0,0,0,0,5
,430.8489929,1189.277444,1042.293894,5.691714,0,0,0.64,0,0,0,0,6
,430.8656595,1189.843016,1042.37886,5.698958,0,0,0.64,0,0,0,0,7
,430.8823261,1190.362886,1042.336601,5.672584,0,0,0.64,0,0,0,0,8
,430.8989927,1190.847197,1042.383196,5.655309,0,0,0.64,0,0,0,0,9
,430.9156593,1191.339562,1042.473071,5.681767,0,0,0.64,0,0,0,0,10
,430.9323259,1191.751946,1042.444641,5.660598,0,0,0.64,0,0,0,0,11
,430.9656591,1192.69377,1042.532921,5.693731,0,0,0.64,0,0,0,0,12
,430.9823257,1193.18186,1042.685836,5.67752,0,0,0.64,0,0,0,0,13
,430.9989923,1193.531539,1042.708012,5.699179,0,0,0.64,0,0,0,0,14
,,,,,,,,,,,,
,,,,,,,,,,,,
,431.1156585,1195.417077,1043.349124,5.701283,0,0,0.64,0,0,0,0,17
,431.1489917,1195.717326,1043.556482,5.610973,0,0,0.64,0,0,0,0,18
,431.1656583,1195.876729,1043.618401,5.695019,0,0,0.64,0,0,0,0,19
,431.1823249,1196.079832,1043.744456,5.667353,0,0,0.64,0,0,0,0,0
,431.1989915,1196.264416,1043.8211,5.716353,0,0,0.64,0,0,0,0,1
,431.2156581,1196.457999,1044.070842,5.763148,0,0,0.64,0,0,0,0,2
,431.2323247,1196.640693,1044.037354,5.723933,0,0,0.64,0,0,0,0,3
,431.2489913,1196.80595,1043.988741,5.623348,0,0,0.64,0,0,0,0,4
,431.2656579,1196.967764,1044.041589,5.64268,0,0,0.64,0,0,0,0,5
,431.2989911,1197.151826,1044.079339,5.665008,0,0,0.64,0,0,0,0,6
,431.3156577,1197.197192,1044.26335,5.653225,0,0,0.64,0,0,0,0,7
,431.3323243,1197.166641,1044.231008,5.666298,0,0,0.64,0,0,0,0,8
,431.3489909,1197.146469,1044.278873,5.662833,0,0,0.64,0,0,0,0,9
,431.3656575,1197.104944,1044.341066,5.671404,0,0,0.64,0,0,0,0,10
,431.3823241,1197.046987,1044.305534,5.667796,0,0,0.64,0,0,0,0,11
,431.4323239,1197.210404,1044.001673,5.63463,0,0,0.64,0,0,0,0,12
,,,,,,,,,,,,
,,,,,,,,,,,,
,431.5323235,1197.426844,1041.423123,5.649552,0,0,0.64,0,0,0,0,15
,431.5489901,1197.373511,1041.29358,5.634762,0,0,0.64,0,0,0,0,16
,431.5656567,1197.425887,1041.100051,5.574393,0,0,0.64,0,0,0,0,17
,431.5823233,1197.43634,1041.101795,5.549612,0,0,0.64,0,0,0,0,18
,431.5989899,1197.447476,1041.230889,5.564998,0,0,0.64,0,0,0,0,19
,431.6323231,1197.398854,1041.10775,5.574179,0,0,0.64,0,0,0,0,0
,431.6489897,1197.412451,1041.056247,5.571726,0,0,0.64,0,0,0,0,1
,431.6656563,1197.370428,1041.091479,5.612614,0,0,0.64,0,0,0,0,2
,431.6823229,1197.316524,1041.241927,5.555498,0,0,0.64,0,0,0,0,3
,431.6989895,1197.30704,1041.232359,5.615482,0,0,0.64,0,0,0,0,4
,431.7156561,1197.263737,1041.164137,5.639429,0,0,0.64,0,0,0,0,5
,431.7323227,1197.255112,1042.686684,5.605463,0,0,0.64,0,0,0,0,6
,431.7489893,1197.28821,1043.998907,5.613803,0,0,0.64,0,0,0,0,7
,431.7989891,1197.306667,1041.59201,5.629446,0,0,0.64,0,0,0,0,8
,431.8156557,1197.345583,1041.754568,5.641109,0,0,0.64,0,0,0,0,9
,431.8489889,1197.38681,1045.817566,5.588512,0,0,0.64,0,0,0,0,10
,,,,,,,,,,,,
,,,,,,,,,,,,
,431.9323219,1197.436725,1044.121149,5.565872,0,0,0.64,0,0,0,0,13
,431.9656551,1197.496571,1042.210547,5.651222,0,0,0.64,0,0,0,0,14
,431.9823217,1197.519353,1041.669103,5.687483,0,0,0.64,0,0,0,0,15
,431.9989883,1197.445525,1043.145055,5.653595,0,0,0.64,0,0,0,0,16
,432.0156549,1197.390563,1042.673901,5.651627,0,0,0.64,0,0,0,0,17
,432.0323215,1197.302876,1043.103543,5.676682,0,0,0.64,0,0,0,0,18
,432.0489881,1197.204115,1041.751827,5.610768,0,0,0.64,0,0,0,0,19
,432.0656547,1197.160787,1041.099851,5.633706,0,0,0.64,0,0,0,0,0
,432.0823213,1197.105851,1041.168124,5.632489,0,0,0.64,0,0,0,0,1
,432.0989879,1197.116652,1041.113381,5.595823,0,0,0.64,0,0,0,0,2
,432.1156545,1197.132561,1041.042891,5.614028,0,0,0.64,0,0,0,0,3
,432.1656543,1197.08799,1040.912377,5.557956,0,0,0.64,0,0,0,0,4
,432.1989875,1197.159221,1051.614107,5.579191,0,0,0.64,0,0,0,0,5
,432.2156541,1197.188417,1063.852512,5.588788,0,0,0.64,0,0,0,0,6
,432.2323207,1197.211038,1066.879765,5.653335,0,0,0.64,0,0,0,0,7
,432.2489873,1197.310036,1051.22189,5.676058,0,0,0.64,0,0,0,0,8
,,,,,,,,,,,,
,,,,,,,,,,,,
,432.3489869,1197.2133,1042.640338,5.650165,0,0,0.64,0,0,0,0,11
,432.3656535,1197.282567,1043.17782,5.621341,0,0,0.64,0,0,0,0,12
,432.3823201,1197.339604,1042.72822,5.589536,0,0,0.64,0,0,0,0,13
,432.3989867,1197.365295,1040.866554,5.627896,0,0,0.64,0,0,0,0,14
,432.4156533,1197.423948,1040.846023,5.593508,0,0,0.64,0,0,0,0,15
,432.4323199,1197.468519,1041.016704,5.628165,0,0,0.64,0,0,0,0,16
,432.4489865,1197.499467,1041.135806,5.619425,0,0,0.64,0,0,0,0,17
,432.4656531,1197.513835,1043.187862,5.620197,0,0,0.64,0,0,0,0,18
,432.4823197,1197.47221,1042.7191,5.598038,0,0,0.64,0,0,0,0,19
,432.5489861,1197.33943,1041.720108,5.647,0,0,0.64,0,0,0,0,0
,432.5656527,1197.320277,1045.032883,5.626035,0,0,0.64,0,0,0,0,1
,432.5823193,1197.26718,1041.631827,5.638539,0,0,0.64,0,0,0,0,2
,432.5989859,1197.215562,1042.01156,5.580838,0,0,0.64,0,0,0,0,3
,432.6323191,1197.196434,1041.399402,5.574797,0,0,0.64,0,0,0,0,4
,432.6489857,1197.174559,1042.445264,5.553786,0,0,0.64,0,0,0,0,5
,432.6656523,1197.25582,1042.356161,5.824822,0,0,0.64,0,0,0,0,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,432.7489853,1197.262992,1053.765058,5.503576,0,0,0.64,0,0,0,0,9
,432.7656519,1196.571078,1053.51392,5.368253,0,0,0.64,0,0,0,0,10
,432.7823185,1195.983544,1052.979154,5.448491,0,0,0.64,0,0,0,0,11
,432.7989851,1195.516447,1052.711297,5.521271,0,0,0.64,0,0,0,0,12
,432.8156517,1195.224936,1052.349978,5.552664,0,0,0.64,0,0,0,0,13
,432.8323183,1195.019086,1051.990601,5.494158,0,0,0.64,0,0,0,0,14
,432.8489849,1194.827306,1051.810427,5.474373,0,0,0.64,0,0,0,0,15
,432.9156513,1194.682594,1051.167721,5.545189,0,0,0.64,0,0,0,0,16
,432.9323179,1194.768355,1051.077646,5.506457,0,0,0.64,0,0,0,0,17
,432.9656511,1194.988101,1050.959839,5.597824,0,0,0.64,0,0,0,0,18
,432.9823177,1195.130252,1050.914665,5.580406,0,0,0.64,0,0,0,0,19
,432.9989843,1195.224302,1050.870961,5.557759,0,0,0.64,0,0,0,0,0
,433.0156509,1195.332883,1050.910404,5.637154,0,0,0.64,0,0,0,0,1
,433.0323175,1195.547433,1050.855911,5.620472,0,0,0.64,0,0,0,0,2
,433.0489841,1195.635617,1050.882522,5.59887,0,0,0.64,0,0,0,0,3
,433.0656507,1195.734528,1050.877564,5.599113,0,0,0.64,0,0,0,0,4
,,,,,,,,,,,,
,,,,,,,,,,,,
,433.1489837,1195.980325,1050.971176,5.686001,0,0,0.64,0,0,0,0,7
,433.1656503,1195.974695,1051.031924,5.593295,0,0,0.64,0,0,0,0,8
,433.1823169,1195.91859,1051.000828,5.562611,0,0,0.64,0,0,0,0,9
,433.1989835,1195.90754,1050.943544,5.558493,0,0,0.64,0,0,0,0,10
,433.2156501,1195.953043,1050.885014,5.595718,0,0,0.64,0,0,0,0,11
,433.2989831,1196.298186,1049.854551,5.585527,0,0,0.64,0,0,0,0,12
,433.3156497,1196.342371,1048.882892,5.604726,0,0,0.64,0,0,0,0,13
,433.3323163,1196.364743,1048.335891,5.633494,0,0,0.64,0,0,0,0,14
,433.3489829,1196.41083,1047.999713,5.664491,0,0,0.64,0,0,0,0,15
,433.3656495,1196.410967,1047.828234,5.640667,0,0,0.64,0,0,0,0,16
,433.3823161,1196.363177,1046.989731,5.60899,0,0,0.64,0,0,0,0,17
,433.3989827,1196.25057,1044.091149,5.641454,0,0,0.64,0,0,0,0,18
,433.4156493,1196.161889,1041.186537,5.638473,0,0,0.64,0,0,0,0,19
,433.4323159,1196.190724,1041.148514,5.596019,0,0,0.64,0,0,0,0,0
,433.4489825,1196.162025,1041.744103,5.634065,0,0,0.64,0,0,0,0,1
,433.4656491,1196.087314,1042.034135,5.609173,0,0,0.64,0,0,0,0,2
,,,,,,,,,,,,
,,,,,,,,,,,,
,433.5489821,1195.833948,1040.880084,5.660158,0,0,0.64,0,0,0,0,5
,433.5656487,1195.813241,1040.896156,5.666044,0,0,0.64,0,0,0,0,6
,433.5989819,1195.861665,1041.097609,5.60996,0,0,0.64,0,0,0,0,7
,433.6656483,1196.135427,1043.209016,5.601344,0,0,0.64,0,0,0,0,8
,433.6823149,1196.220255,1047.34689,5.658483,0,0,0.64,0,0,0,0,9
,433.6989815,1196.225401,1044.498341,5.641208,0,0,0.64,0,0,0,0,10
,433.7156481,1196.159962,1043.498825,5.661872,0,0,0.64,0,0,0,0,11
,433.7323147,1196.159291,1041.451155,5.641813,0,0,0.64,0,0,0,0,12
,433.7489813,1196.151448,1044.471829,5.617478,0,0,0.64,0,0,0,0,13
,433.7656479,1196.190811,1045.374668,5.627851,0,0,0.64,0,0,0,0,14
,433.7823145,1196.175971,1053.441936,5.683088,0,0,0.64,0,0,0,0,15
,433.7989811,1196.176406,1055.138028,5.645531,0,0,0.64,0,0,0,0,16
,433.8156477,1196.213171,1047.911656,5.703892,0,0,0.64,0,0,0,0,17
,433.8323143,1196.253851,1042.954092,5.642268,0,0,0.64,0,0,0,0,18
,433.8489809,1196.25799,1042.863419,5.598799,0,0,0.64,0,0,0,0,19
,433.8656475,1196.223214,1042.97121,5.633173,0,0,0.64,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,433.9823137,1195.964627,1042.786077,5.605068,0,0,0.64,0,0,0,0,3
,434.0323135,1196.124278,1040.992136,5.591181,0,0,0.64,0,0,0,0,4
,434.0489801,1196.146874,1043.400677,5.569969,0,0,0.64,0,0,0,0,5
,434.0656467,1196.128343,1042.732257,5.628188,0,0,0.64,0,0,0,0,6
,434.0823133,1196.103547,1042.237905,5.606701,0,0,0.64,0,0,0,0,7
,434.0989799,1196.022894,1051.71076,5.623779,0,0,0.64,0,0,0,0,8
,434.1156465,1196.082504,1049.700041,5.646641,0,0,0.64,0,0,0,0,9
,434.1323131,1196.090335,1045.487641,5.653313,0,0,0.64,0,0,0,0,10
,434.1489797,1196.065191,1047.505386,5.649619,0,0,0.64,0,0,0,0,11
,434.1656463,1196.002362,1047.526292,5.604548,0,0,0.64,0,0,0,0,12
,434.1823129,1195.920056,1054.809698,5.596399,0,0,0.64,0,0,0,0,13
,434.1989795,1195.893222,1041.656694,5.558288,0,0,0.64,0,0,0,0,14
,434.2156461,1195.860285,1048.106182,5.58377,0,0,0.64,0,0,0,0,15
,434.2323127,1195.84941,1045.873729,5.612601,0,0,0.64,0,0,0,0,16
,434.2489793,1195.849472,1042.139509,5.610867,0,0,0.64,0,0,0,0,17
,434.2656459,1195.866835,1048.743905,5.627848,0,0,0.64,0,0,0,0,18
,,,,,,,,,,,,
,,,,,,,,,,,,
,434.4156453,1196.239421,1042.228437,5.668971,0,0,0.64,0,0,0,0,1
,434.4323119,1196.213295,1043.163618,5.68665,0,0,0.64,0,0,0,0,2
,434.4489785,1196.150876,1043.171417,5.662314,0,0,0.64,0,0,0,0,3
,434.4656451,1196.082082,1042.388603,5.648015,0,0,0.64,0,0,0,0,4
,434.4823117,1196.058218,1042.551808,5.633968,0,0,0.64,0,0,0,0,5
,434.4989783,1196.010565,1049.355889,5.627359,0,0,0.64,0,0,0,0,6
,434.5156449,1196.008154,1048.831264,5.611197,0,0,0.64,0,0,0,0,7
,434.5323115,1195.981966,1043.74453,5.535042,0,0,0.64,0,0,0,0,8
,434.5489781,1195.882558,1045.280158,5.592486,0,0,0.64,0,0,0,0,9
,434.5656447,1195.881104,1050.947879,5.640062,0,0,0.64,0,0,0,0,10
,434.5823113,1195.854965,1071.272538,5.593522,0,0,0.64,0,0,0,0,11
,434.5989779,1195.896454,1090.144318,5.608457,0,0,0.64,0,0,0,0,12
,434.6323111,1195.942777,1098.964275,5.560001,0,0,0.64,0,0,0,0,13
,434.6656443,1195.951775,1057.430407,5.595188,0,0,0.64,0,0,0,0,14
,434.6823109,1196.042868,1046.757855,5.618043,0,0,0.64,0,0,0,0,15
,434.6989775,1196.058752,1051.88306,5.597242,0,0,0.64,0,0,0,0,16
,,,,,,,,,,,,
,,,,,,,,,,,,
,434.8156437,1195.97677,1041.16907,5.677743,0,0,0.64,0,0,0,0,19
,434.8323103,1195.957269,1041.518156,5.605468,0,0,0.64,0,0,0,0,0
,434.8489769,1195.882608,1041.39245,5.60227,0,0,0.64,0,0,0,0,1
,434.8656435,1195.84849,1041.414352,5.63566,0,0,0.64,0,0,0,0,2
,434.8823101,1195.849894,1041.216313,5.661491,0,0,0.64,0,0,0,0,3
,434.8989767,1195.850429,1041.778313,5.616099,0,0,0.64,0,0,0,0,4
,434.9156433,1195.828491,1041.434759,5.618263,0,0,0.64,0,0,0,0,5
,434.9323099,1195.832519,1042.601343,5.635676,0,0,0.64,0,0,0,0,6
,434.9656431,1195.898007,1042.567083,5.63712,0,0,0.64,0,0,0,0,7
,434.9823097,1195.897622,1041.591835,5.637163,0,0,0.64,0,0,0,0,8
,435.0156429,1195.87208,1041.688613,5.651562,0,0,0.64,0,0,0,0,9
,435.0323095,1195.866164,1041.227949,5.626896,0,0,0.64,0,0,0,0,10
,435.0489761,1195.846725,1045.092061,5.625232,0,0,0.64,0,0,0,0,11
,435.0656427,1195.824775,1042.157225,5.671412,0,0,0.64,0,0,0,0,12
,435.0823093,1195.790844,1041.65054,5.640167,0,0,0.64,0,0,0,0,13
,435.1323091,1195.876107,1040.559279,5.660241,0,0,0.64,0,0,0,0,14
,,,,,,,,,,,,
,,,,,,,,,,,,
,435.2156421,1195.85018,1043.155246,5.604626,0,0,0.64,0,0,0,0,17
,435.2323087,1195.85151,1042.336252,5.59729,0,0,0.64,0,0,0,0,18
,435.2489753,1195.822588,1040.802867,5.54974,0,0,0.64,0,0,0,0,19
,435.2656419,1195.716866,1041.498248,5.586418,0,0,0.64,0,0,0,0,0
,435.2989751,1195.613804,1040.859902,5.630268,0,0,0.64,0,0,0,0,1
,435.3156417,1195.619733,1041.06721,5.651758,0,0,0.64,0,0,0,0,2
,435.3323083,1195.627899,1040.816422,5.659232,0,0,0.64,0,0,0,0,3
,435.3656415,1195.689709,1041.492816,5.684594,0,0,0.64,0,0,0,0,4
,435.3823081,1195.643932,1042.35357,5.635081,0,0,0.64,0,0,0,0,5
,435.3989747,1195.60406,1064.8529,5.614,0,0,0.64,0,0,0,0,6
,435.4156413,1195.634002,1074.775629,5.625949,0,0,0.64,0,0,0,0,7
,435.4323079,1195.693052,1044.768839,5.617141,0,0,0.64,0,0,0,0,8
,435.4489745,1195.708501,1041.149685,5.59728,0,0,0.64,0,0,0,0,9
,435.4989743,1195.744421,1049.80524,5.577302,0,0,0.64,0,0,0,0,10
,435.5156409,1195.734975,1043.216467,5.558707,0,0,0.64,0,0,0,0,11
,435.5323075,1195.692741,1040.563166,5.521174,0,0,0.64,0,0,0,0,12
,,,,,,,,,,,,
,,,,,,,,,,,,
,435.6323071,1195.931031,1047.16846,5.579441,0,0,0.64,0,0,0,0,15
,435.6489737,1195.971364,1066.74038,5.669821,0,0,0.64,0,0,0,0,16
,435.6656403,1196.107064,1093.2378,5.995789,0,0,0.64,0,0,0,0,17
,435.6823069,1196.405672,1085.567907,6.319535,0,0,0.64,0,0,0,0,18
,435.7156401,1196.808038,1079.481658,6.794115,0,0,0.64,0,0,0,0,19
,435.7323067,1196.645603,1075.10665,6.128424,0,0,0.64,0,0,0,0,0
,435.7489733,1195.910324,1074.652041,5.256671,0,0,0.64,0,0,0,0,1
,435.7656399,1195.217802,1073.374328,5.272468,0,0,0.64,0,0,0,0,2
,435.7823065,1194.797501,1072.645883,5.418945,0,0,0.64,0,0,0,0,3
,435.7989731,1194.464079,1072.294006,5.455723,0,0,0.64,0,0,0,0,4
,435.8156397,1194.205119,1071.843883,5.443603,0,0,0.64,0,0,0,0,5
,435.8656395,1193.957669,1070.701144,5.571364,0,0,0.64,0,0,0,0,6
,435.8823061,1193.961634,1070.560812,5.595617,0,0,0.64,0,0,0,0,7
,435.8989727,1194.014793,1070.468395,5.573404,0,0,0.64,0,0,0,0,8
,435.9156393,1194.051185,1070.336635,5.609173,0,0,0.64,0,0,0,0,9
,435.9323059,1194.142017,1070.163462,5.571182,0,0,0.64,0,0,0,0,10
,,,,,,,,,,,,
,,,,,,,,,,,,
,436.0323055,1194.948613,1069.752708,5.645947,0,0,0.64,0,0,0,0,13
,436.0656387,1195.004109,1069.703671,5.619778,0,0,0.64,0,0,0,0,14
,436.0823053,1194.998342,1069.6949,5.59822,0,0,0.64,0,0,0,0,15
,436.0989719,1195.065819,1069.876569,5.581857,0,0,0.64,0,0,0,0,16
,436.1156385,1195.144123,1069.900166,5.58727,0,0,0.64,0,0,0,0,17
,436.1323051,1195.207623,1069.885041,5.583662,0,0,0.64,0,0,0,0,18
,436.1489717,1195.183485,1069.820207,5.63331,0,0,0.64,0,0,0,0,19
,436.1656383,1195.192223,1069.779618,5.603356,0,0,0.64,0,0,0,0,0
,436.1823049,1195.244524,1069.854443,5.598848,0,0,0.64,0,0,0,0,1
,436.2323047,1195.368529,1069.865257,5.673916,0,0,0.64,0,0,0,0,2
,436.2489713,1195.420557,1069.798555,5.661187,0,0,0.64,0,0,0,0,3
,436.2656379,1195.392157,1070.313861,5.639131,0,0,0.64,0,0,0,0,4
,436.2989711,1195.382176,1070.663246,5.768438,0,0,0.64,0,0,0,0,5
,436.3156377,1195.368293,1070.73548,5.733158,0,0,0.64,0,0,0,0,6
,436.3323043,1195.379802,1071.16253,5.674109,0,0,0.64,0,0,0,0,7
,436.3489709,1195.402535,1071.732828,5.662559,0,0,0.64,0,0,0,0,8
,,,,,,,,,,,,
,,,,,,,,,,,,
,436.4489705,1195.283452,1064.415634,5.696294,0,0,0.64,0,0,0,0,11
,436.4656371,1195.298989,1060.657444,5.640095,0,0,0.64,0,0,0,0,12
,436.4823037,1195.25622,1060.735708,5.614571,0,0,0.64,0,0,0,0,13
,436.4989703,1195.23217,1065.691553,5.573631,0,0,0.64,0,0,0,0,14
,436.5156369,1195.194423,1072.750359,5.615707,0,0,0.64,0,0,0,0,15
,436.5323035,1195.18274,1071.627853,5.627803,0,0,0.64,0,0,0,0,16
,436.5489701,1195.175158,1070.223587,5.633006,0,0,0.64,0,0,0,0,17
,436.5989699,1195.342478,1045.492475,5.632591,0,0,0.64,0,0,0,0,18
,436.6323031,1195.377938,1077.022286,5.641696,0,0,0.64,0,0,0,0,19
,436.6489697,1195.372507,1089.863156,5.675578,0,0,0.64,0,0,0,0,0
,436.6656363,1195.179607,1097.269079,5.995056,0,0,0.64,0,0,0,0,1
,436.6823029,1195.098197,1098.458288,6.45445,0,0,0.64,0,0,0,0,2
,436.6989695,1195.186456,1109.108042,6.659718,0,0,0.64,0,0,0,0,3
,436.7156361,1195.022293,1111.618095,6.558065,0,0,0.64,0,0,0,0,4
,436.7323027,1194.752992,1114.706543,6.592738,0,0,0.64,0,0,0,0,5
,436.7656359,1194.130905,1115.226983,6.568886,0,0,0.64,0,0,0,0,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,436.8489689,1192.17431,1127.290247,6.587621,0,0,0.64,0,0,0,0,9
,436.8656355,1191.740412,1130.333073,6.551396,0,0,0.64,0,0,0,0,10
,436.8823021,1191.33735,1131.204067,6.570477,0,0,0.64,0,0,0,0,11
,436.8989687,1190.97068,1131.679233,6.575549,0,0,0.64,0,0,0,0,12
,436.9156353,1190.648941,1131.801001,6.544936,0,0,0.64,0,0,0,0,13
,436.9823017,1189.529568,1129.945864,6.597493,0,0,0.64,0,0,0,0,14
,436.9989683,1189.359327,1129.059471,6.550297,0,0,0.64,0,0,0,0,15
,437.0156349,1189.145398,1127.586334,6.599234,0,0,0.64,0,0,0,0,16
,437.0323015,1188.961299,1128.572943,6.590692,0,0,0.64,0,0,0,0,17
,437.0489681,1188.763826,1128.351557,6.605039,0,0,0.64,0,0,0,0,18
,437.0656347,1188.528195,1128.690053,6.637417,0,0,0.64,0,0,0,0,19
,437.0823013,1188.345538,1128.774222,6.597574,0,0,0.64,0,0,0,0,0
,437.1156345,1188.094285,1128.930725,6.638623,0,0,0.64,0,0,0,0,1
,437.1323011,1188.038727,1128.822087,6.602142,0,0,0.64,0,0,0,0,2
,437.1489677,1187.949536,1128.74619,6.629708,0,0,0.64,0,0,0,0,3
,437.1656343,1187.847605,1128.702885,6.668051,0,0,0.64,0,0,0,0,4
,,,,,,,,,,,,
,,,,,,,,,,,,
,437.2489673,1187.4192,1128.873591,6.666067,0,0,0.64,0,0,0,0,7
,437.2656339,1187.355476,1128.912112,6.630506,0,0,0.64,0,0,0,0,8
,437.2989671,1187.219813,1128.847577,6.643127,0,0,0.64,0,0,0,0,9
,437.3489669,1187.020898,1129.003457,6.65863,0,0,0.64,0,0,0,0,10
,437.3656335,1186.947666,1128.945451,6.691143,0,0,0.64,0,0,0,0,11
,437.3823001,1186.827825,1128.931996,6.67274,0,0,0.64,0,0,0,0,12
,437.3989667,1186.771634,1128.901099,6.687171,0,0,0.64,0,0,0,0,13
,437.4156333,1186.648984,1128.91124,6.681695,0,0,0.64,0,0,0,0,14
,437.4322999,1186.594209,1128.81222,6.675946,0,0,0.64,0,0,0,0,15
