Time Stamp,time,P up,P down,T,,,Water in,,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,Pump Volume,P Pump,Q pump
09:14.4,0,1689.260987,997.101711,6.806463,0,0,0,0,0,0,0,0,0.03795071,0,220.075527,1640.6,0.01
12:14.4,0.05,1657.814749,992.115019,6.856161,0.03,0,0,0,0,0,0,0,0.03795071,0,220.045592,1616.2,0.01
15:14.4,0.100000556,1633.81809,989.011927,6.802078,0.06,0,0,0,0,0,0,0,0.03795071,0,220.015593,1593.4,0.01
18:14.4,0.150000278,1611.260565,989.725854,6.812134,0.09,0,0,0,0,0,0,0,0.03795071,0,219.985532,1572.6,0.01
21:14.4,0.200000833,1593.139631,990.119317,6.802431,0.12,0,0,0,0,0,0,0,0.03795071,0,219.955596,1559.2,0.01
24:14.4,0.250001111,1579.961295,990.733726,6.802967,0.15,0,0,0,0,0,0,0,0.03795071,0,219.925598,1546.4,0.01
27:14.4,0.300001389,1567.103476,990.641708,6.817804,0.18,0,0,0,0,0,0,0,0.03795071,0,219.895599,1533,0.01
30:14.4,0.350001389,1552.927174,990.864398,6.79886,0.21,0,0,0,0,0,0,0,0.03795071,0,219.865411,1518.2,0.01
33:14.4,0.400001667,1537.837251,991.10728,6.778899,0.24,0,0,0,0,0,0,0,0.03795071,0,219.835602,1502.2,0.01
36:14.4,0.450001944,1521.797565,991.798101,6.803896,0.27,0,0,0,0,0,0,0,0.03795071,0,219.805541,1486,0.01
39:14.4,0.5000025,1505.339691,992.190633,6.830532,0.3,0,0,0,0,0,0,0,0.03795071,0,219.775574,1469.6,0.01
42:14.4,0.550002778,1488.592067,992.544935,6.829455,0.33,0,0,0,0,0,0,0,0.03795071,0,219.745544,1452.6,0.01
45:14.4,0.600002778,1471.637759,993.014211,6.808884,0.36,0,0,0,0,0,0,0,0.03795071,0,219.715513,1436.2,0.01
48:14.4,0.650003056,1455.060131,993.43382,6.798757,0.39,0,0,0,0,0,0,0,0.03795071,0,219.685515,1419.4,0.01
51:14.4,0.700003333,1437.947824,993.415207,6.768706,0.42,0,0,0,0,0,0,0,0.03795071,0,219.655612,1402.4,0.01
54:14.4,0.750003611,1421.371209,993.679559,6.789288,0.45,0,0,0,0,0,0,0,0.03795071,0,219.625613,1387,0.01
57:14.4,0.800003611,1406.077794,993.363654,5.616276,0.48,0,0,0,0,0,0,0,0.03795071,0,219.595615,1372,0.01
00:14.4,0.850004167,1391.520736,991.839214,5.659624,0.51,0,0,0,0,0,0,0,0.03795071,0,219.565584,1358.6,0.01
03:14.4,0.900004444,1378.229892,990.942048,5.647783,0.54,0,0,0,0,0,0,0,0.03795071,0,219.535522,1345.8,0.01
06:14.4,0.950004167,1366.187104,990.810071,5.617695,0.57,0,0,0,0,0,0,0,0.03795071,0,219.505619,1335.4,0.01
09:14.4,1.000005,1355.677379,990.422846,5.606209,0.6,0,0,0,0,0,0,0,0.03795071,0,219.475589,1325,0.01
12:14.4,1.050004722,1345.636842,990.484972,5.589435,0.63,0,0,0,0,0,0,0,0.03795071,0,219.44559,1316,0.01
15:14.4,1.100005278,1336.93638,990.763718,5.627154,0.66,0,0,0,0,0,0,0,0.03795071,0,219.415592,1307.8,0.01
18:14.4,1.150005556,1329.176859,991.032181,5.694035,0.69,0,0,0,0,0,0,0,0.03795071,0,219.38553,1301,0.01
21:14.4,1.200005556,1322.904152,991.388583,5.742438,0.72,0,0,0,0,0,0,0,0.03795071,0,219.355595,1295.4,0.01
24:14.5,1.250005833,1317.140041,991.552744,5.720456,0.75,0,0,0,0,0,0,0,0.03795071,0,219.325533,1290,0.01
27:14.5,1.300006389,1311.681035,991.281084,5.66095,0.78,0,0,0,0,0,0,0,0.03795071,0,219.295439,1284.8,0.01
30:14.5,1.350006389,1306.298065,990.983202,5.674064,0.81,0,0,0,0,0,0,0,0.03795071,0,219.265441,1279.2,0.01
33:14.5,1.400006944,1300.904903,990.683145,5.739944,0.84,0,0,0,0,0,0,0,0.03795071,0,219.235633,1273.8,0.01
36:14.5,1.450007222,1295.829048,990.729291,5.726501,0.87,0,0,0,0,0,0,0,0.03795071,0,219.205444,1268.4,0.01
39:14.5,1.5000075,1289.931094,990.600047,5.644601,0.9,0,0,0,0,0,0,0,0.03795071,0,219.175604,1262.8,0.01
42:14.5,1.550008056,1284.719973,990.254857,5.647561,0.93,0,0,0,0,0,0,0,0.03795071,0,219.145383,1257.8,0.01
45:14.5,1.600007778,1279.803637,990.05685,5.651976,0.96,0,0,0,0,0,0,0,0.03795071,0,219.115639,1253.4,0.01
48:14.5,1.650008055,1275.419753,990.042897,5.656675,0.99,0,0,0,0,0,0,0,0.03795071,0,219.085577,1249,0.01
51:14.5,1.700008333,1271.251565,989.937665,5.657842,1.02,0,0,0,0,0,0,0,0.03795071,0,219.055483,1245.4,0.01
54:14.5,1.750008611,1270.388683,997.408355,5.735331,1.05,0,0,0,0,0,0,0,0.03795071,0,218.955308,1261.4,0.05
57:14.5,1.800008889,1292.421732,1006.153761,5.675138,1.2,0,0,0,0,0,0,0,0.03795071,0,218.805411,1285.4,0.05
00:14.5,1.850009167,1315.257524,1006.209691,5.622499,1.35,0,0,0,0,0,0,0,0.03795071,0,218.65545,1305.8,0.05
03:14.5,1.900009167,1334.643427,1006.230687,5.657729,1.5,0,0,0,0,0,0,0,0.03795071,0,218.505426,1323.4,0.05
06:14.5,1.950009722,1352.010869,1006.244491,5.63502,1.65,0,0,0,0,0,0,0,0.03795071,0,218.355529,1340.2,0.05
09:14.5,2.000009444,1369.096963,1006.29984,5.602291,1.8,0,0,0,0,0,0,0,0.03795071,0,218.205505,1356.4,0.05
12:14.5,2.05001,1384.62995,1006.323594,5.665424,1.95,0,0,0,0,0,0,0,0.03795071,0,218.055385,1370.8,0.05
15:14.5,2.100010555,1398.3872,1006.405189,5.596338,2.1,0,0,0,0,0,0,0,0.03795071,0,217.905361,1383.4,0.05
18:14.5,2.150010556,1411.369949,1006.707107,5.671866,2.25,0,0,0,0,0,0,0,0.03795071,0,217.755559,1396.4,0.05
21:14.5,2.200010833,1423.753946,1006.780254,5.611394,2.4,0,0,0,0,0,0,0,0.03795071,0,217.605503,1408,0.05
24:14.5,2.250010833,1435.043531,1006.556908,5.625598,2.55,0,0,0,0,0,0,0,0.03795071,0,217.455574,1418.4,0.05
27:14.5,2.300011111,1445.036738,1006.228461,5.633524,2.7,0,0,0,0,0,0,0,0.03795071,0,217.305391,1428,0.05
30:14.5,2.350011667,1454.693178,1005.996527,5.701941,2.85,0,0,0,0,0,0,0,0.03795071,0,217.155462,1438.2,0.05
33:14.5,2.400011667,1464.638242,1005.891369,5.648096,3,0,0,0,0,0,0,0,0.03795071,0,217.005438,1446.8,0.05
36:14.5,2.450011945,1472.849841,1005.665614,5.6689,3.15,0,0,0.316667,0,0,0,0,0.03795071,0,216.855382,1454.6,0.05
39:14.5,2.500012222,1480.666368,1005.88068,5.685939,3.3,0,0,0.538889,0,0,0,0,0.03795071,0,216.70539,1462.2,0.05
42:14.5,2.5500125,1488.692451,1006.196443,5.640918,3.45,0,0,0.155556,0,0,0,0,0.03795071,0,216.555365,1471,0.051181
45:14.5,2.600012778,1497.44938,1006.532323,5.679262,3.603543,0,0,0.227778,0,0,0,0,0.03795071,0,216.405373,1479,0.05
48:14.5,2.650013056,1505.002378,1007.07478,5.646688,3.753543,0,0,0.216667,0,0,0,0,0.03795071,0,216.255254,1485.6,0.05
51:14.5,2.700013056,1511.432233,1007.614721,5.641183,3.903543,0,0,0.488889,0,0,0,0,0.03795071,0,216.105546,1492,0.05
54:14.5,2.750013611,1517.255785,1007.987661,5.670321,4.053543,0,0,0.261111,0,0,0,0,0.03795071,0,215.955364,1495.6,0.05
57:14.5,2.800013333,1520.134651,1009.076354,6.143456,4.203543,0,0,0.166667,0,0,0,0,0.03795071,0,215.805466,1497.6,0.05
00:14.5,2.850013889,1521.878529,1012.492859,6.239456,4.353543,0,0,0.088889,0,0,0,0,0.03795071,0,215.655474,1499,0.05
03:14.5,2.900014444,1523.200005,1014.868718,5.455672,4.503543,0,0,0.427778,0,0,0,0,0.03795071,0,215.505418,1500.6,0.05
06:14.5,2.950014722,1525.325492,1015.711266,5.574166,4.653543,0,0,0.694444,0,0,0,0,0.03795071,0,215.355362,1504,0.05
09:14.5,3.000014722,1529.96891,1018.845952,5.537603,4.803543,0,0,0.283333,0,0,0,0,0.03795071,0,215.205433,1510.6,0.05
12:14.5,3.050015278,1536.281736,1023.141167,5.572212,4.953543,0,0,0.194444,0,0,0,0,0.03795071,0,215.055441,1516.2,0.05
15:14.5,3.100015278,1542.103828,1027.530444,5.59622,5.103543,0,0,0.094444,0,0,0,0,0.03795071,0,214.905416,1522.2,0.05
18:14.5,3.150015833,1548.128222,1029.978687,5.615048,5.253543,0,0,0.977778,0,0,0,0,0.03795071,0,214.755519,1528.2,0.05
21:14.5,3.200015556,1553.973427,1032.362361,5.558461,5.403543,0,0,0.9,0,0,0,0,0.03795071,0,214.6054,1533.6,0.05
24:14.5,3.250015833,1559.195207,1033.005665,5.662795,5.553543,0,0,0.983333,0,0,0,0,0.03795071,0,214.455502,1538.2,0.05
27:14.5,3.300016389,1563.621131,1031.004399,5.630265,5.703543,0,0,1,0,0,0,0,0.0402398,0,214.305383,1542.4,0.05
30:14.5,3.350016667,1567.320099,1028.678432,5.628952,5.853543,0,0,0.644444,0,0,0,0,0.04193951,0,214.155486,1545.2,0.05
33:14.5,3.400016667,1568.770887,1024.148657,5.597185,6.003543,0,0,1,0,0,0,0,0.04193951,0,214.00543,1543.6,0.05
36:14.5,3.450016944,1566.944921,1021.543347,5.64385,6.153543,0,0,1,0,0,0,0,0.04211072,0,213.855406,1541.8,0.05
39:14.5,3.500016944,1565.824431,1018.912455,5.655848,6.303543,0,0,1,0,0,0,0,0.04211072,0,213.705413,1541.2,0.05
42:14.5,3.550017778,1564.968359,1019.664023,5.699547,6.453543,0,0,1,0,0,0,0,0.04211072,0,213.555452,1540.6,0.05
45:14.5,3.600017778,1564.233592,1018.629649,5.583231,6.603543,0,0,1,0,0,0,0,0.04211072,0,213.405333,1539.6,0.05
48:14.5,3.650017778,1562.924361,1009.350199,5.660637,6.753543,0,0,1,0,0,0,0,0.04211072,0,213.255467,1538.4,0.05
51:14.5,3.700018611,1562.090632,1006.743809,5.635384,6.903543,0,0,1,0,0,0,0,0.04211072,0,213.105538,1538,0.05
54:14.5,3.750018611,1562.181085,1009.414568,5.622696,7.053543,0,0,1,0,0,0,0,0.04211072,0,212.955482,1538.6,0.05
57:14.5,3.800018611,1562.918225,1012.976845,5.708529,7.203543,0,0,1,0,0,0,0,0.04211072,0,212.805522,1539.4,0.05
00:14.5,3.850018889,1563.352175,1017.286877,5.686366,7.353543,0,0,1.044444,0,0,0,0,0.04211072,0,212.655529,1539,0.05
03:14.5,3.900019167,1562.244769,1020.938539,5.628132,7.503543,0,0,1.155556,0,0,0,0,0.04211072,0,212.505473,1537.2,0.05
06:14.5,3.950019722,1560.668276,1021.784285,5.684847,7.653543,0,0,1.544444,0,0,0,0,0.0428328,0,212.355386,1536.2,0.05
09:14.5,4.000019444,1559.666143,1012.290368,5.678687,7.803543,0,0,1.661111,0,0,0,0,0.0428328,0,212.205457,1534.6,0.05
12:14.5,4.05002,1557.69698,1009.120831,5.660438,7.953543,0,0,1.533333,0,0,0,0,0.0428328,0,212.055496,1532.2,0.05
15:14.5,4.100020278,1554.89798,1007.944372,5.679247,8.103543,0,0,1.505556,0,0,0,0,0.0428328,0,211.905472,1528.6,0.05
18:14.5,4.150020833,1551.304547,1008.920283,5.675234,8.253543,0,0,1.211111,0,0,0,0,0.0428328,0,211.755511,1525.4,0.05
21:14.5,4.200020555,1548.102759,1009.361943,5.601614,8.403543,0,0,1.027778,0,0,0,0,0.0428328,0,211.605328,1521.6,0.05
24:14.5,4.250020833,1544.660042,1010.536659,5.655164,8.553543,0,0,1.672222,0,0,0,0,0.0428328,0,211.455304,1518.8,0.05
27:14.5,4.300021111,1541.788418,1012.692294,5.635112,8.703543,0,0,1.944444,0,0,0,0,0.0428328,0,211.305502,1516.2,0.05
30:14.5,4.350021667,1539.35278,1014.849748,5.696078,8.853543,0,0,1.805556,0,0,0,0,0.0428328,0,211.155478,1514.2,0.05
33:14.5,4.400021667,1537.172963,1017.086496,5.666313,9.003543,0,0,1.955556,0,0,0,0,0.0428328,0,211.005453,1511.4,0.05
36:14.5,4.450021944,1534.50384,1018.649017,5.718625,9.153543,0,0,1.972222,0,0,0,0,0.0428328,0,210.855461,1509,0.05
39:14.5,4.500022222,1532.395252,1019.147837,5.667245,9.303543,0,0,1.916667,0,0,0,0,0.0428328,0,210.705373,1507.6,0.05
42:14.5,4.550022222,1531.069992,1018.78449,5.697371,9.453543,0,0,2,0,0,0,0,0.0428328,0,210.555539,1507.6,0.05
45:14.5,4.600023056,1532.082692,1019.039091,5.629289,9.603543,0,0,1.983333,0,0,0,0,0.0428328,0,210.405483,1509.6,0.05
48:14.5,4.650022778,1533.907391,1018.482273,5.689015,9.753543,0,0,2,0,0,0,0,0.0428328,0,210.255364,1511.6,0.05
51:14.5,4.700023333,1535.964477,1017.730921,5.668091,9.903543,0,0,2,0,0,0,0,0.0428328,0,210.105435,1513,0.05
54:14.5,4.750023611,1537.851006,1016.641081,5.665526,10.053543,0,0,2,0,0,0,0,0.0428328,0,209.955474,1515.6,0.05
57:14.5,4.800023611,1539.448878,1015.251524,5.744206,10.203543,0,0,2,0,0,0,0,0.0428328,0,209.805514,1515,0.05
00:14.5,4.850023889,1537.935206,1015.049432,5.689022,10.353543,0,0,2,0,0,0,0,0.0428328,0,209.655489,1513.2,0.05
03:14.5,4.900024445,1537.559634,1014.823502,5.635279,10.503543,0,0,2,0,0,0,0,0.0428328,0,209.505497,1514.8,0.05
06:14.5,4.950024167,1539.229054,1015.160021,5.668264,10.653543,0,0,2,0,0,0,0,0.0428328,0,209.355504,1516.6,0.05
09:14.5,5.000025,1540.824891,1014.828643,5.704917,10.803543,0,0,2,0,0,0,0,0.0428328,0,209.205417,1517.6,0.05
12:14.5,5.050025,1541.37032,1014.490438,5.670702,10.953543,0,0,2,0,0,0,0,0.0428328,0,209.055488,1516.2,0.05
15:14.5,5.100025,1538.88281,1014.870719,5.653671,11.103543,0,0,2,0,0,0,0,0.0428328,0,208.905527,1512.8,0.05
18:14.5,5.150025556,1535.669371,1015.268758,5.642426,11.253543,0,0,2,0,0,0,0,0.0428328,0,208.755503,1510.2,0.05
21:14.5,5.200025833,1533.899418,1015.758135,5.659285,11.403543,0,0,2,0,0,0,0,0.0428328,0,208.605383,1510.2,0.05
24:14.5,5.250025833,1534.021147,1016.360193,5.665337,11.553543,0,0,2,0,0,0,0,0.0428328,0,208.455454,1510.4,0.05
27:14.5,5.300026111,1534.11584,1017.461312,5.695187,11.703543,0,0,2,0,0,0,0,0.0428328,0,208.305462,1509.4,0.05
30:14.5,5.350026111,1533.036916,1018.956915,5.625041,11.853543,0,0,2,0,0,0,0,0.0428328,0,208.155343,1509.4,0.05
33:14.5,5.400026944,1532.523191,1019.622122,5.677234,12.003543,0,0,2,0,0,0,0,0.0428328,0,208.005477,1508.6,0.05
36:14.5,5.450026944,1532.718974,1019.451416,5.666743,12.153543,0,0,2,0,0,0,0,0.0428328,0,207.855358,1509.6,0.05
39:14.5,5.500027222,1533.758739,1019.380403,5.623507,12.303543,0,0,2,0,0,0,0,0.0428328,0,207.705302,1510.8,0.05
42:14.5,5.5500275,1535.265632,1019.029041,5.672972,12.453543,0,0,2,0,0,0,0,0.0428328,0,207.555468,1513,0.05
45:14.5,5.600028056,1537.112675,1018.895952,5.658337,12.603543,0,0,2,0,0,0,0,0.0428328,0,207.405317,1513.8,0.05
48:14.5,5.650027778,1538.442199,1019.670602,5.673141,12.753543,0,0,2,0,0,0,0,0.0428328,0,207.255388,1515.6,0.05
51:14.5,5.700028056,1539.582126,1019.913724,5.683127,12.903543,0,0,2,0,0,0,0,0.0428328,0,207.105427,1516,0.05
54:14.5,5.750028333,1539.900411,1020.184878,5.656158,13.053543,0,0,2,0,0,0,0,0.0428328,0,206.955498,1516.2,0.05
57:14.5,5.800028611,1539.796915,1020.550832,6.22619,13.203543,0,0,2,0,0,0,0,0.0428328,0,206.80541,1515.6,0.05
00:14.5,5.850028889,1538.80434,1019.081359,6.20335,13.353543,0,0,2,0,0,0,0,0.0428328,0,206.65545,1514.6,0.05
03:14.5,5.900029444,1538.449943,1014.99135,5.405977,13.503543,0,0,2,0,0,0,0,0.0428328,0,206.505425,1515.4,0.05
06:14.5,5.950029444,1539.406765,1014.146178,5.514304,13.653543,0,0,2,0,0,0,0,0.0428328,0,206.355274,1516.2,0.05
09:14.5,6.00003,1540.448784,1014.509366,5.552555,13.803543,0,0,2,0,0,0,0,0.0428328,0,206.20544,1517.6,0.05
12:14.5,6.050029722,1541.74522,1015.496108,5.547953,13.953543,0,0,2,0,0,0,0,0.0428328,0,206.05548,1518.6,0.05
15:14.5,6.10003,1542.721178,1017.35294,5.577801,14.103543,0,0,2,0,0,0,0,0.0428328,0,205.905487,1519.4,0.05
18:14.5,6.150030555,1543.122111,1019.315669,5.593872,14.253543,0,0,2,0,0,0,0,0.0428328,0,205.755526,1519.8,0.05
21:14.5,6.200030833,1543.793327,1019.879629,5.638896,14.403543,0,0,2,0,0,0,0,0.0428328,0,205.605375,1520.6,0.05
24:14.5,6.250030555,1544.990751,1019.914579,5.64704,14.553543,0,0,2,0,0,0,0,0.0428328,0,205.45551,1522.8,0.05
27:14.5,6.300031111,1547.889811,1019.941049,5.670609,14.703543,0,0,2,0,0,0,0,0.0428328,0,205.305327,1527.2,0.05
30:14.5,6.350031389,1552.419592,1019.360071,5.629125,14.853543,0,0,2,0,0,0,0,0.0428328,0,205.155461,1530.8,0.05
33:14.5,6.400031667,1555.294398,1018.848153,5.639583,15.003543,0,0,2,0,0,0,0,0.0428328,0,205.005469,1532.4,0.05
36:14.5,6.450031944,1556.979114,1019.339747,5.673825,15.153543,0,0,2,0,0,0,0,0.0428328,0,204.855508,1534.4,0.05
39:14.5,6.500031944,1558.895044,1019.783932,5.703256,15.303543,0,0,2,0,0,0,0,0.0428328,0,204.705325,1536.2,0.05
42:14.5,6.550032222,1560.87498,1019.972561,5.689801,15.453543,0,0,2,0,0,0,0,0.0428328,0,204.555365,1538.6,0.05
45:14.5,6.600032778,1563.495588,1019.793583,5.72829,15.603543,0,0,2,0,0,0,0,0.0428328,0,204.405277,1541.2,0.05
48:14.5,6.650032778,1565.959495,1020.913224,5.716652,15.753543,0,0,2,0,0,0,0,0.0428328,0,204.255284,1543.6,0.05
51:14.5,6.700033056,1568.486008,1018.396094,5.64079,15.903543,0,0,2,0,0,0,0,0.0428328,0,204.105292,1546,0.05
54:14.6,6.750033611,1570.252105,1017.230017,5.686429,16.053543,0,0,2,0,0,0,0,0.0428328,0,203.955426,1546.6,0.05
57:14.6,6.800033611,1570.797829,1017.728006,6.305488,16.203543,0,0,2,0,0,0,0,0.0428328,0,203.805275,1547.6,0.05
00:14.6,6.850033889,1571.709866,1020.024546,6.557538,16.353543,0,0,2,0,0,0,0,0.0428328,0,203.655378,1548,0.05
03:14.6,6.900034167,1571.676035,1023.162347,6.526116,16.503543,0,0,2,0,0,0,0,0.0428328,0,203.505512,1547.2,0.05
06:14.6,6.950034167,1570.751031,1024.101871,6.561199,16.653543,0,0,2,0,0,0,0,0.0428328,0,203.355456,1545.8,0.05
09:14.6,7.000034722,1569.088809,1022.244433,6.561882,16.803543,0,0,2,0,0,0,0,0.0428328,0,203.205242,1544.2,0.05
12:14.6,7.050035,1567.374776,1021.988977,6.588022,16.953543,0,0,2,0,0,0,0,0.0428328,0,203.055472,1542,0.05
15:14.6,7.100035278,1565.002701,1021.958545,6.587886,17.103543,0,0,2,0,0,0,0,0.0428328,0,202.905384,1539.2,0.05
18:14.6,7.150035556,1561.735247,1022.918917,6.631411,17.253543,0,0,2,0,0,0,0,0.0428328,0,202.755391,1535,0.05
21:14.6,7.200035556,1557.732859,1025.93818,6.648427,17.403543,0,0,2,0,0,0,0,0.0428328,0,202.605462,1531.2,0.05
24:14.6,7.250036111,1554.492337,1029.299452,6.643772,17.553543,0,0,2,0,0,0,0,0.0428328,0,202.455502,1528.6,0.05
27:14.6,7.300036111,1551.730119,1032.95873,6.658454,17.703543,0,0,2,0,0,0,0,0.0428328,0,202.305351,1526.2,0.05
30:14.6,7.350036111,1549.27505,1035.363742,6.675912,17.853543,0,0,2,0,0,0,0,0.0428328,0,202.155326,1523.8,0.05
33:14.6,7.400036389,1546.898257,1039.374979,6.658801,18.003543,0,0,2,0,0,0,0,0.0428328,0,202.005461,1521.8,0.05
36:14.6,7.450036667,1545.240101,1042.701434,6.694183,18.153543,0,0,2,0,0,0,0,0.0428328,0,201.855437,1521.6,0.05
39:14.6,7.500037222,1545.35482,1045.172127,6.686906,18.303543,0,0,2,0,0,0,0,0.0428328,0,201.705444,1521.4,0.05
42:14.6,7.550037222,1544.609936,1046.061668,6.705788,18.453543,0,0,1.972222,0,0,0,0,0.0428328,0,201.555388,1519.8,0.05
45:14.6,7.600037778,1543.091377,1046.347199,6.758441,18.603543,0,0,2,0,0,0,0,0.0428328,0,201.405491,1518,0.05
48:14.6,7.650038333,1541.661842,1046.573445,6.700971,18.753543,0,0,2,0,0,0,0,0.0428328,0,201.255467,1517,0.05
51:14.6,7.700038056,1540.389995,1047.07797,6.728865,18.903543,0,0,2,0,0,0,0,0.0428328,0,201.105474,1515.6,0.05
54:14.6,7.750038333,1539.013238,1047.225952,6.750387,19.053543,0,0,1.633333,0,0,0,0,0.0428328,0,200.955418,1513.6,0.05
57:14.6,7.800038889,1537.04851,1046.251884,7.083347,19.203543,0,0,1.95,0,0,0,0,0.0428328,0,200.805331,1511.2,0.05
00:14.6,7.850038889,1534.700252,1045.29652,7.270925,19.353543,0,0,1.672222,0,0,0,0,0.0428328,0,200.655402,1509.4,0.05
03:14.6,7.900039167,1532.992973,1047.409024,6.72267,19.503543,0,0,1.644444,0,0,0,0,0.0428328,0,200.505377,1508.8,0.05
06:14.6,7.950039444,1532.157099,1048.342444,6.736875,19.653543,0,0,1.922222,0,0,0,0,0.0428328,0,200.355417,1506.6,0.05
09:14.6,8.000039444,1529.777761,1047.307372,6.722954,19.803543,0,0,1.833333,0,0,0,0,0.0428328,0,200.205329,1504.2,0.05
12:14.6,8.050040278,1527.817043,1047.768168,6.74735,19.953543,0,0,1.511111,0,0,0,0,0.0428328,0,200.055368,1502.6,0.05
15:14.6,8.100040278,1525.999769,1048.846422,6.759686,20.103543,0,0,1.144444,0,0,0,0,0.0428328,0,199.905439,1500.4,0.05
18:14.6,8.150040278,1524.17425,1049.269801,6.714561,20.253543,0,0,1,1,0,0,0,0.0428328,0,199.755447,1498.8,0.05
21:14.6,8.200040556,1522.095431,1048.755159,6.754759,20.403543,0,0,1,1,0,0,0,0.0428328,0,199.605296,1496.8,0.05
24:14.6,8.250041389,1519.978121,1048.329521,6.774475,20.553543,0.15,0.123,1.511111,1.511111,0,0,0,0.0428328,0,199.455272,1494.6,0.05
27:14.6,8.300040833,1518.375022,1049.728206,6.794925,20.703543,0.3,0.246,2,2,0,0,0,0.0428328,0,199.305406,1493.6,0.05
30:14.6,8.350041389,1516.832045,1051.187472,6.801742,20.853543,0.45,0.369,2,2,0,0,0,0.0428328,0,199.155477,1491.6,0.05
33:14.6,8.400041667,1515.047242,1051.61571,6.746966,21.003543,0.6,0.492,2,2,0,0,0,0.0428328,0,199.005358,1490,0.05
36:14.6,8.450041944,1513.615935,1052.008292,6.781299,21.153543,0.75,0.615,2,2,0,0,0,0.0428328,0,198.85546,1488.6,0.05
39:14.6,8.500042222,1512.314375,1052.079148,6.79812,21.303543,0.9,0.738,2,2,0,0,0,0.0428328,0,198.705404,1487.6,0.05
42:14.6,8.550042222,1511.692546,1051.966581,6.800461,21.453543,1.05,0.861,2,2,0,0,0,0.0428328,0,198.555348,1488.2,0.05
45:14.6,8.6000425,1511.7195,1052.212453,6.774215,21.603543,1.2,0.984,2,2,0,0,0,0.0428328,0,198.405451,1486.6,0.05
48:14.6,8.650043055,1508.987167,1052.931546,6.774565,21.753543,1.35,1.107,2,2,0,0,0,0.0428328,0,198.255332,1481.8,0.05
51:14.6,8.700043333,1504.013676,1053.742998,6.736507,21.903543,1.5,1.23,2.022222,2.022222,0,0,0,0.0428328,0,198.105339,1476,0.05
54:14.6,8.750043333,1499.608781,1054.321768,6.805747,22.053543,1.65,1.353,2.977778,2.977778,0,0,0,0.0428328,0,197.95541,1474,0.05
57:14.6,8.800043611,1497.690111,1051.663692,7.392448,22.203543,1.8,1.476,3,3,0,0,0,0.0428328,0,197.805354,1472.2,0.05
00:14.6,8.850044167,1495.806663,1046.834125,7.05066,22.353543,1.95,1.599,3,3,0,0,0,0.0428328,0,197.655362,1470.2,0.05
03:14.6,8.900044444,1493.288939,1046.850305,6.819754,22.503543,2.1,1.722,3,3,0,0,0,0.0428328,0,197.505464,1467.6,0.05
06:14.6,8.950044167,1490.878353,1047.957196,6.803043,22.653543,2.25,1.845,3,3,0,0,0,0.0428328,0,197.355409,1465.8,0.05
09:14.6,9.000044722,1488.869489,1049.55157,6.785224,22.803543,2.4,1.968,3,3,0,0,0,0.0428328,0,197.205289,1463.8,0.05
12:14.6,9.050045,1487.165284,1051.083236,6.784548,22.953543,2.55,2.091,3,3,0,0,0,0.0428328,0,197.055392,1462.2,0.05
15:14.6,9.100045,1485.020326,1052.916945,6.787916,23.103543,2.7,2.214,3,3,0,0,0,0.0428328,0,196.905336,1459.8,0.05
18:14.6,9.150045278,1483.164372,1053.511778,6.781599,23.253543,2.85,2.337,3,3,0,0,0,0.0428328,0,196.755375,1459.2,0.05
21:14.6,9.200045833,1483.249513,1052.560725,6.792786,23.403543,3,2.46,3,3,0,0,0,0.0428328,0,196.605446,1460.2,0.05
24:14.6,9.250045556,1483.482359,1052.801646,6.762942,23.553543,3.15,2.583,3.016667,3.016667,0,0,0,0.0428328,0,196.455359,1458.2,0.05
27:14.6,9.300046389,1480.847945,1052.609828,6.766498,23.703543,3.3,2.706,3.955556,3.955556,0,0,0,0.0428328,0,196.305461,1454.4,0.05
30:14.6,9.350046389,1476.66801,1051.946814,6.77249,23.853543,3.45,2.829,4,4,0,0,0,0.0428328,0,196.155342,1450.6,0.05
33:14.6,9.400046389,1473.313382,1051.496375,6.770109,24.003543,3.6,2.952,4,4,0,0,0,0.0428328,0,196.005445,1448,0.05
36:14.6,9.450046667,1470.965191,1051.327297,6.764559,24.153543,3.75,3.075,4,4,0,0,0,0.0428328,0,195.855357,1446,0.05
39:14.6,9.500046944,1469.169584,1051.101434,6.762985,24.303543,3.9,3.198,4,4,0,0,0,0.0428328,0,195.705396,1443.6,0.05
42:14.6,9.5500475,1466.870911,1050.713021,6.783082,24.453543,4.05,3.321,4,4,0,0,0,0.0428328,0,195.55534,1441.8,0.05
45:14.6,9.6000475,1464.747767,1050.56773,6.792284,24.603543,4.2,3.444,4,4,0,0,0,0.0428328,0,195.405284,1439.6,0.05
48:14.6,9.650047778,1462.871037,1050.630862,6.77264,24.753543,4.35,3.567,4,4,0,0,0,0.0428328,0,195.25545,1438,0.05
51:14.6,9.700048333,1461.24709,1050.884275,6.792758,24.903543,4.5,3.69,4,4,0,0,0,0.0428328,0,195.105458,1436.8,0.05
54:14.6,9.750048333,1460.559768,1050.356909,6.752414,25.053543,4.65,3.813,4,4,0,0,0,0.0428328,0,194.955307,1437,0.05
57:14.6,9.800048889,1460.606351,1049.502392,6.760914,25.203543,4.8,3.936,4.372222,4.372222,0,0,0,0.0428328,0,194.805441,1436.8,0.05
