Time Stamp,time,P up,P down,T,,,Water in,,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,Pump Volume,P Pump,Q pump
45:15.5,59.60029583,1682.322839,1296.33219,6.739488,121.926504,101.522961,83.24882802,71,71,0,0,0,0.04368316,0,98.158914,1658.6,0.025
48:15.5,59.65029611,1681.628298,1294.971902,6.734711,122.001504,101.597961,83.31032802,71.838889,71.838889,0,0,0,0.04368316,0,98.083886,1657.8,0.025
51:15.5,59.70029639,1680.813472,1292.688826,6.75722,122.076504,101.672961,83.37182802,72,72,0,0,0,0.04368316,0,98.00889,1656.8,0.025
54:15.5,59.75029667,1679.979462,1291.386113,6.767183,122.151504,101.747961,83.43332802,72,72,0,0,0,0.04368316,0,97.933798,1656.4,0.025
57:15.5,59.80029667,1679.248305,1286.779876,7.02081,122.226504,101.822961,83.49482802,72,72,0,0,0,0.04368316,0,97.858929,1654.6,0.025
00:15.5,59.85029722,1675.896353,1250.176231,7.194039,122.301504,101.897961,83.55632802,72,72,0,0,0,0.04368316,0,97.783838,1646.2,0.025
03:15.5,59.9002975,1665.580526,1220.916706,6.78465,122.376504,101.972961,83.61782802,72,72,0,0,0,0.04368316,0,97.708873,1634.6,0.025
06:15.5,59.95029833,1654.710092,1234.361396,6.804332,122.451504,102.047961,83.67932802,72,72,0,0,0,0.04368316,0,97.633909,1626.2,0.025
09:15.5,60.00029806,1648.057967,1258.80917,6.791671,122.526504,102.122961,83.74082802,72,72,0,0,0,0.04368316,0,97.558722,1622.8,0.025
12:15.5,60.05029833,1646.208563,1281.654895,6.822203,122.601504,102.197961,83.80232802,72,72,0,0,0,0.04368316,0,97.483758,1624.6,0.025
15:15.5,60.10029861,1648.884974,1299.594069,6.770682,122.676504,102.272961,83.86382802,72,72,0,0,0,0.04368316,0,97.408856,1629,0.025
18:15.5,60.15029861,1653.822906,1314.482518,6.790906,122.751504,102.347961,83.92532802,72,72,0,0,0,0.04368316,0,97.333892,1634.8,0.025
21:15.5,60.20029917,1659.886372,1328.028097,6.776792,122.826504,102.422961,83.98682802,72,72,0,0,0,0.04368316,0,97.258769,1641.2,0.025685
24:15.5,60.25029917,1666.573385,1339.364286,6.780966,122.903559,102.500016,84.05001312,72,72,0,0,0,0.04368316,0,97.183931,1648.6,0.025
27:15.5,60.30029944,1673.678733,1332.261593,6.761491,122.978559,102.575016,84.11151312,72,72,0,0,0,0.04368316,0,97.108681,1653.6,0.025
30:15.5,60.3503,1676.570999,1296.79704,6.784891,123.053559,102.650016,84.17301312,72,72,0,0,0,0.04368316,0,97.033875,1652.2,0.025
33:15.5,60.4003,1673.542837,1268.897604,6.802921,123.128559,102.725016,84.23451312,72.105556,72.105556,0,0,0,0.04368316,0,96.958911,1646.8,0.025
36:15.5,60.45030056,1667.430175,1254.725756,6.79781,123.203559,102.800016,84.29601312,73,73,0,0,0,0.04368316,0,96.883851,1639.6,0.025
39:15.5,60.50030056,1660.506199,1250.489154,6.777157,123.278559,102.875016,84.35751312,73,73,0,0,0,0.04368316,0,96.808823,1633.4,0.025
42:15.5,60.55030111,1654.552576,1251.701676,6.771002,123.353559,102.950016,84.41901312,73,73,0,0,0,0.04368316,0,96.73389,1627.6,0.025
45:15.5,60.60030111,1648.833206,1253.299995,6.766277,123.428559,103.025016,84.48051312,73,73,0,0,0,0.04368316,0,96.658862,1623.4,0.025
48:15.5,60.65030139,1645.27609,1255.915837,6.774205,123.503559,103.100016,84.54201312,73,73,0,0,0,0.04368316,0,96.583834,1620.6,0.025
51:15.5,60.70030167,1643.095666,1258.430383,6.789646,123.578559,103.175016,84.60351312,73,73,0,0,0,0.04368316,0,96.508711,1618.8,0.025
54:15.5,60.75030222,1641.382735,1260.442729,6.77048,123.653559,103.250016,84.66501312,73,73,0,0,0,0.04368316,0,96.433874,1617.4,0.025
57:15.5,60.80030194,1640.151495,1264.015529,5.636527,123.728559,103.325016,84.72651312,73,73,0,0,0,0.04368316,0,96.358846,1617.6,0.025
00:15.5,60.85030222,1641.886874,1283.960995,5.611955,123.803559,103.400016,84.78801312,73,73,0,0,0,0.04368316,0,96.283881,1622.2,0.025
03:15.5,60.9003025,1647.361005,1303.942615,5.63427,123.878559,103.475016,84.84951312,73,73,0,0,0,0.04368316,0,96.208948,1629,0.025
06:15.5,60.95030278,1654.745825,1319.089004,5.630076,123.953559,103.550016,84.91101312,73,73,0,0,0,0.04368316,0,96.133794,1637.6,0.025495
09:15.5,61.00030333,1663.383528,1328.096876,5.64323,124.030044,103.626501,84.97373082,73,73,0,0,0,0.04368316,0,96.058829,1646,0.025
12:15.5,61.05030306,1671.666702,1330.142528,5.641779,124.105044,103.701501,85.03523082,73,73,0,0,0,0.04368316,0,95.983706,1654.4,0.025
15:15.5,61.10030333,1680.363057,1338.434346,5.681369,124.180044,103.776501,85.09673082,73,73,0,0,0,0.04368316,0,95.908805,1663,0.025
18:15.5,61.15030417,1689.212012,1343.397583,5.647298,124.255044,103.851501,85.15823082,73,73,0,0,0,0.04368316,0,95.833713,1671.8,0.025
21:15.5,61.20030389,1697.575305,1337.86551,5.663985,124.330044,103.926501,85.21973082,73,73,0,0,0,0.04368316,0,95.758907,1679.2,0.025
24:15.5,61.25030417,1704.558739,1326.758805,5.64256,124.405044,104.001501,85.28123082,73,73,0,0,0,0.04368316,0,95.683816,1684.8,0.025
27:15.5,61.30030444,1709.221019,1309.361457,5.690678,124.480044,104.076501,85.34273082,73.55,73.55,0,0,0,0.04368316,0,95.608915,1687.8,0.025
30:15.5,61.35030472,1711.327375,1294.939702,5.647964,124.555044,104.151501,85.40423082,74,74,0,0,0,0.04368316,0,95.53395,1688.2,0.025
33:15.5,61.400305,1711.455525,1293.79428,5.602792,124.630044,104.226501,85.46573082,74,74,0,0,0,0.04368316,0,95.458923,1688.8,0.025
36:15.5,61.45030528,1712.406382,1296.902264,5.645341,124.705044,104.301501,85.52723082,74,74,0,0,0,0.04368316,0,95.383831,1690.2,0.025
39:15.5,61.50030528,1714.22331,1301.742478,5.65197,124.780044,104.376501,85.58873082,74,74,0,0,0,0.04368316,0,95.308676,1692.8,0.025
42:15.5,61.55030611,1716.996817,1308.582788,5.670968,124.855044,104.451501,85.65023082,74,74,0,0,0,0.04368316,0,95.233934,1696,0.025
45:15.5,61.60030583,1720.525725,1315.95705,5.710693,124.930044,104.526501,85.71173082,74,74,0,0,0,0.04368316,0,95.158811,1700.4,0.025
48:15.5,61.65030639,1725.055507,1324.072009,5.649883,125.005044,104.601501,85.77323082,74,74,0,0,0,0.04368316,0,95.083878,1705.4,0.025
51:15.5,61.70030639,1730.523124,1335.907582,5.658955,125.080044,104.676501,85.83473082,74,74,0,0,0,0.04368316,0,95.008945,1711.6,0.025
54:15.5,61.75030667,1737.238761,1349.875552,5.616154,125.155044,104.751501,85.89623082,74,74,0,0,0,0.04368316,0,94.933727,1719.2,0.025
57:15.5,61.80030722,1745.267122,1362.142553,5.65399,125.230044,104.826501,85.95773082,74,74,0,0,0,0.04368316,0,94.858667,1728.2,0.025
00:15.5,61.85030778,1754.467996,1373.149333,5.730642,125.305044,104.901501,86.01923082,74,74,0,0,0,0.04368316,0,94.783734,1737.6,0.025
03:15.5,61.90030722,1763.766999,1381.424257,5.729291,125.380044,104.976501,86.08073082,74,74,0,0,0,0.04368316,0,94.708706,1746.6,0.025
06:15.5,61.95030806,1772.661744,1385.155271,5.714447,125.455044,105.051501,86.14223082,74,74,0,0,0,0.04368316,0,94.6339,1755.2,0.025
09:15.5,62.00030806,1781.808785,1389.615702,5.666822,125.530044,105.126501,86.20373082,74,74,0,0,0,0.04368316,0,94.558904,1765,0.025
12:15.5,62.05030861,1791.431369,1398.355402,5.626482,125.605044,105.201501,86.26523082,74,74,0,0,0,0.04368316,0,94.48394,1774.4,0.025
15:15.5,62.10030861,1800.407201,1385.84674,5.664314,125.680044,105.276501,86.32673082,74,74,0,0,0,0.04368316,0,94.408753,1781,0.025
18:15.5,62.15030861,1805.218178,1356.843286,5.6418,125.755044,105.351501,86.38823082,74,74,0,0,0,0.04368316,0,94.333757,1782.4,0.025
21:15.5,62.20030889,1804.831226,1337.255702,5.661258,125.830044,105.426501,86.44973082,74,74,0,0,0,0.04368316,0,94.258824,1779.8,0.025
24:15.5,62.25030917,1801.872425,1330.170227,5.654028,125.905044,105.501501,86.51123082,74.955556,74.955556,0,0,0,0.04368316,0,94.183923,1776.4,0.025
27:15.5,62.30030944,1798.779604,1325.727105,5.694622,125.980044,105.576501,86.57273082,75,75,0,0,0,0.04368316,0,94.1088,1774,0.025
30:15.5,62.35031,1797.067905,1329.443443,5.634264,126.055044,105.651501,86.63423082,75,75,0,0,0,0.04368316,0,94.033867,1773.6,0.025
33:15.5,62.40031,1797.157182,1334.332693,5.629953,126.130044,105.726501,86.69573082,75,75,0,0,0,0.04368316,0,93.958871,1774.8,0.025
36:15.5,62.45031028,1798.746839,1343.077094,5.656693,126.205044,105.801501,86.75723082,75,75,0,0,0,0.04368316,0,93.883843,1777.2,0.025
39:15.5,62.50031056,1801.509288,1349.986108,5.702535,126.280044,105.876501,86.81873082,75,75,0,0,0,0.04368316,0,93.808878,1780.2,0.025
42:15.5,62.55031111,1804.140245,1351.280939,5.673841,126.355044,105.951501,86.88023082,75,75,0,0,0,0.04368316,0,93.733724,1782.4,0.025
45:15.5,62.60031083,1806.268193,1351.833538,5.654188,126.430044,106.026501,86.94173082,75,75,0,0,0,0.04368316,0,93.658886,1784.4,0.025
48:15.6,62.65031111,1808.282882,1354.158167,5.694285,126.505044,106.101501,87.00323082,75,75,0,0,0,0.04368316,0,93.583858,1786.6,0.025
51:15.6,62.70031167,1810.883221,1360.741742,5.661221,126.580044,106.176501,87.06473082,75,75,0,0,0,0.04368316,0,93.508767,1790.4,0.025495
54:15.6,62.75031167,1814.472487,1366.271141,5.680544,126.656529,106.252986,87.12744852,75,75,0,0,0,0.04368316,0,93.433897,1793.4,0.025
57:15.6,62.80031167,1817.276823,1357.086043,6.220234,126.731529,106.327986,87.18894852,75,75,0,0,0,0.04368316,0,93.358901,1794.2,0.025
00:15.6,62.85031194,1815.411652,1310.64731,6.181994,126.806529,106.402986,87.25044852,75,75,0,0,0,0.04368316,0,93.283873,1786.6,0.025
03:15.6,62.90031222,1806.562632,1294.028233,5.383588,126.881529,106.477986,87.31194852,75.3,75.3,0,0,0,0.04368316,0,93.208782,1778.8,0.025
06:15.6,62.9503125,1800.188364,1320.543993,5.52251,126.956529,106.552986,87.37344852,76,76,0,0,0,0.04368316,0,93.133881,1775,0.025
09:15.6,63.00031278,1798.157839,1346.733623,5.529369,127.031529,106.627986,87.43494852,76,76,0,0,0,0.04368316,0,93.058853,1776.6,0.025
12:15.6,63.05031333,1800.86584,1359.637035,5.524005,127.106529,106.702986,87.49644852,76,76,0,0,0,0.04368316,0,92.98392,1780,0.025
15:15.6,63.10031333,1805.038912,1372.343205,5.550532,127.181529,106.777986,87.55794852,76,76,0,0,0,0.04368316,0,92.908892,1785.8,0.025
18:15.6,63.15031361,1811.165564,1384.201137,5.620123,127.256529,106.852986,87.61944852,76,76,0,0,0,0.04368316,0,92.833864,1792.8,0.025
21:15.6,63.20031389,1818.062508,1395.500956,5.579958,127.331529,106.927986,87.68094852,76,76,0,0,0,0.04368316,0,92.758804,1799.2,0.025
24:15.6,63.25031417,1824.753145,1408.216403,5.549772,127.406529,107.002986,87.74244852,76,76,0,0,0,0.04368316,0,92.683586,1806.4,0.025
27:15.6,63.30031444,1832.294456,1420.352101,5.679043,127.481529,107.077986,87.80394852,76,76,0,0,0,0.04368316,0,92.608812,1814.6,0.025
30:15.6,63.35031472,1840.501181,1424.38671,5.645224,127.556529,107.152986,87.86544852,76,76,0,0,0,0.04368316,0,92.53372,1822.8,0.026256
33:15.6,63.400315,1848.383707,1430.01277,5.651292,127.635297,107.231754,87.93003828,76,76,0,0,0,0.04368316,0,92.458788,1830.4,0.025
36:15.6,63.45031528,1856.392201,1436.697283,5.596978,127.710297,107.306754,87.99153828,76,76,0,0,0,0.04368316,0,92.383823,1838.8,0.025495
39:15.6,63.50031583,1864.518169,1439.941155,5.604149,127.786782,107.383239,88.05425598,76,76,0,0,0,0.04368316,0,92.30889,1846,0.025
42:15.6,63.55031583,1871.863941,1446.422695,5.599835,127.861782,107.458239,88.11575598,76,76,0,0,0,0.04368316,0,92.233926,1853.6,0.025
45:15.6,63.60031583,1879.660524,1451.606845,5.609492,127.936782,107.533239,88.17725598,76,76,0,0,0,0.04368316,0,92.158898,1861.2,0.025
48:15.6,63.65031639,1886.787392,1444.133347,5.6405,128.011782,107.608239,88.23875598,76,76,0,0,0,0.04368316,0,92.083743,1867.4,0.025
51:15.6,63.70031639,1892.018791,1428.307574,5.617018,128.086782,107.683239,88.30025598,76,76,0,0,0,0.04368316,0,92.008842,1870.6,0.025
54:15.6,63.75031667,1893.985214,1409.465229,5.677541,128.161782,107.758239,88.36175598,76,76,0,0,0,0.04368316,0,91.933846,1870,0.025
57:15.6,63.80031694,1892.457876,1397.033428,5.627892,128.236782,107.833239,88.42325598,76,76,0,0,0,0.04368316,0,91.858849,1867,0.025
00:15.6,63.85031722,1889.5876,1393.338012,5.656816,128.311782,107.908239,88.48475598,76,76,0,0,0,0.04368316,0,91.783885,1864.4,0.025
03:15.6,63.90031778,1887.483352,1398.457046,5.656633,128.386782,107.983239,88.54625598,76,76,0,0,0,0.04368316,0,91.708825,1863.4,0.025
06:15.6,63.9503175,1887.339206,1408.21725,5.665123,128.461782,108.058239,88.60775598,76.861111,76.861111,0,0,0,0.04368316,0,91.633734,1865.2,0.025
09:15.6,64.00031806,1889.698116,1422.438533,5.663213,128.536782,108.133239,88.66925598,77,77,0,0,0,0.04368316,0,91.558864,1868.2,0.025
12:15.6,64.05031806,1893.221408,1438.475153,5.654431,128.611782,108.208239,88.73075598,77,77,0,0,0,0.04368316,0,91.48371,1873.2,0.025
15:15.6,64.10031833,1898.516578,1448.470564,5.696063,128.686782,108.283239,88.79225598,77,77,0,0,0,0.04368316,0,91.40884,1879,0.025
18:15.6,64.15031861,1903.893531,1442.534671,5.677993,128.761782,108.358239,88.85375598,77,77,0,0,0,0.04368316,0,91.333876,1883.4,0.025
21:15.6,64.20031917,1907.229945,1429.978136,5.667394,128.836782,108.433239,88.91525598,77,77,0,0,0,0.04368316,0,91.258721,1884.4,0.025
24:15.6,64.25031917,1907.858653,1421.517696,5.653427,128.911782,108.508239,88.97675598,77,77,0,0,0,0.04368316,0,91.183852,1884,0.025
27:15.6,64.30031917,1907.266678,1418.364679,5.670685,128.986782,108.583239,89.03825598,77,77,0,0,0,0.04368316,0,91.108887,1883.4,0.025
30:15.6,64.35031972,1906.76559,1415.785565,5.659668,129.061782,108.658239,89.09975598,77,77,0,0,0,0.04368316,0,91.0337,1883.4,0.025
33:15.6,64.40032,1906.389231,1413.365703,5.681746,129.136782,108.733239,89.16125598,77,77,0,0,0,0.04368316,0,90.958768,1882.8,0.025
36:15.6,64.45032,1906.290047,1412.579741,5.734999,129.211782,108.808239,89.22275598,77,77,0,0,0,0.04368316,0,90.883867,1883,0.025
39:15.6,64.50032056,1906.374253,1417.231576,5.660021,129.286782,108.883239,89.28425598,77,77,0,0,0,0.04368316,0,90.808839,1883.8,0.025
42:15.6,64.55032083,1907.5672,1420.844666,5.653204,129.361782,108.958239,89.34575598,77,77,0,0,0,0.04368316,0,90.733842,1885.2,0.025
45:15.6,64.60032111,1909.102762,1426.06968,5.62307,129.436782,109.033239,89.40725598,77,77,0,0,0,0.04368316,0,90.658783,1887,0.025
48:15.6,64.65032111,1911.36674,1434.217354,5.660411,129.511782,109.108239,89.46875598,77,77,0,0,0,0.04368316,0,90.583818,1890,0.025
51:15.6,64.70032139,1914.2171,1439.455525,5.625651,129.586782,109.183239,89.53025598,77,77,0,0,0,0.04368316,0,90.508917,1893,0.025
54:15.6,64.75032194,1917.702139,1438.205411,5.6938,129.661782,109.258239,89.59175598,77.022222,77.022222,0,0,0,0.04368316,0,90.433635,1896.6,0.025
57:15.6,64.80032194,1920.696562,1427.916686,5.680277,129.736782,109.333239,89.65325598,77.905556,77.905556,0,0,0,0.04368316,0,90.358861,1898.2,0.025
00:15.6,64.85032222,1921.800304,1417.987687,5.649246,129.811782,109.408239,89.71475598,78,78,0,0,0,0.04368316,0,90.28377,1898.6,0.025
03:15.6,64.90032278,1922.386071,1422.760185,5.680994,129.886782,109.483239,89.77625598,78,78,0,0,0,0.04368316,0,90.208678,1899.4,0.025
06:15.6,64.95032278,1922.994981,1417.53719,5.63219,129.961782,109.558239,89.83775598,78,78,0,0,0,0.04368316,0,90.133777,1899.4,0.025
09:15.6,65.00032306,1922.373771,1405.627945,5.636119,130.036782,109.633239,89.89925598,78,78,0,0,0,0.04368316,0,90.058813,1898.2,0.025
12:15.6,65.05032306,1920.945781,1398.189655,5.670993,130.111782,109.708239,89.96075598,78,78,0,0,0,0.04368316,0,89.983785,1895.8,0.025
15:15.6,65.10032361,1918.653019,1394.464961,5.629573,130.186782,109.783239,90.02225598,78,78,0,0,0,0.04368316,0,89.90882,1893.4,0.025
18:15.6,65.15032389,1916.565729,1397.19322,5.608337,130.261782,109.858239,90.08375598,78,78,0,0,0,0.04368316,0,89.833761,1892.2,0.025
21:15.6,65.20032417,1915.929631,1404.573296,5.648043,130.336782,109.933239,90.14525598,78,78,0,0,0,0.04368316,0,89.758828,1892.8,0.025
24:15.6,65.25032417,1916.824694,1411.160052,5.663898,130.411782,110.008239,90.20675598,78,78,0,0,0,0.04368316,0,89.683768,1894.2,0.025
27:15.6,65.30032417,1918.470632,1414.900135,5.6903,130.486782,110.083239,90.26825598,78,78,0,0,0,0.04368316,0,89.608899,1896.4,0.025
30:15.6,65.35032472,1920.411484,1414.651024,5.655675,130.561782,110.158239,90.32975598,78,78,0,0,0,0.04368316,0,89.533839,1898,0.025
33:15.6,65.40032472,1921.881062,1411.900889,5.661737,130.636782,110.233239,90.39125598,78,78,0,0,0,0.04368316,0,89.458684,1898.6,0.025
36:15.6,65.450325,1922.368183,1408.159617,5.679683,130.711782,110.308239,90.45275598,78,78,0,0,0,0.04368316,0,89.383783,1899.6,0.025
39:15.6,65.50032528,1923.255519,1409.690619,5.669436,130.786782,110.383239,90.51425598,78.588889,78.588889,0,0,0,0.04368316,0,89.30885,1899.6,0.025
42:15.6,65.55032556,1923.061211,1405.24474,5.686754,130.861782,110.458239,90.57575598,79,79,0,0,0,0.04368316,0,89.233791,1899.4,0.025
45:15.6,65.60032583,1922.496497,1399.04957,5.692187,130.936782,110.533239,90.63725598,79,79,0,0,0,0.04368316,0,89.158795,1898.6,0.025
48:15.6,65.65032611,1921.590843,1395.616761,5.701565,131.011782,110.608239,90.69875598,79,79,0,0,0,0.04368316,0,89.083735,1897.6,0.025
51:15.6,65.70032611,1920.960025,1397.305437,5.651094,131.086782,110.683239,90.76025598,79,79,0,0,0,0.04368316,0,89.008929,1897.2,0.025
54:15.6,65.75032639,1920.805096,1402.516166,5.63829,131.161782,110.758239,90.82175598,79,79,0,0,0,0.04368316,0,88.933838,1898,0.025
57:15.6,65.80032694,1921.58633,1397.601716,6.226972,131.236782,110.833239,90.88325598,79,79,0,0,0,0.04368316,0,88.858873,1896.8,0.025
00:15.6,65.85032667,1916.994719,1345.375536,6.194222,131.311782,110.908239,90.94475598,79,79,0,0,0,0.04368316,0,88.783813,1885.6,0.026066
03:15.6,65.90032778,1904.614073,1327.537541,5.440724,131.38998,110.986437,91.00887834,79,79,0,0,0,0.04368316,0,88.708912,1874,0.025
06:15.6,65.95032778,1895.635937,1359.694908,5.509968,131.46498,111.061437,91.07037834,79,79,0,0,0,0.04368316,0,88.633789,1870,0.025
09:15.6,66.0003275,1893.656484,1387.938289,5.520666,131.53998,111.136437,91.13187834,79,79,0,0,0,0.04368316,0,88.558793,1871.8,0.025
12:15.6,66.05032806,1896.892771,1405.919589,5.491261,131.61498,111.211437,91.19337834,79,79,0,0,0,0.04368316,0,88.483892,1877.2,0.025
15:15.6,66.10032806,1902.306326,1415.601471,5.530606,131.68998,111.286437,91.25487834,79,79,0,0,0,0.04368316,0,88.408769,1882.4,0.025
18:15.6,66.15032889,1907.942668,1430.84242,5.544477,131.76498,111.361437,91.31637834,79,79,0,0,0,0.04368316,0,88.333899,1889.4,0.025
21:15.6,66.20032917,1915.608834,1449.685437,5.644263,131.83998,111.436437,91.37787834,79,79,0,0,0,0.04368316,0,88.258903,1898.2,0.025
24:15.6,66.25032917,1924.607462,1465.240754,5.669371,131.91498,111.511437,91.43937834,79,79,0,0,0,0.04368316,0,88.183907,1907.4,0.025
27:15.6,66.30032972,1934.230553,1475.641629,5.660867,131.98998,111.586437,91.50087834,79,79,0,0,0,0.04368316,0,88.108879,1917.2,0.025
30:15.6,66.35032972,1943.727992,1476.640938,5.632392,132.06498,111.661437,91.56237834,79.25,79.25,0,0,0,0.04368316,0,88.033883,1926.4,0.025
33:15.6,66.40033,1952.488491,1474.85193,5.687752,132.13998,111.736437,91.62387834,79.916667,79.916667,0,0,0,0.04368316,0,87.958728,1934.2,0.026637
36:15.6,66.45033028,1959.957077,1473.472365,5.651612,132.219891,111.816348,91.68940536,80,80,0,0,0,0.04368316,0,87.883732,1941.4,0.025
39:15.6,66.50033028,1967.586012,1476.721885,5.623049,132.294891,111.891348,91.75090536,80,80,0,0,0,0.04368316,0,87.80883,1949,0.025
42:15.6,66.55033028,1975.092089,1482.600087,5.618679,132.369891,111.966348,91.81240536,80,80,0,0,0,0.04368316,0,87.733803,1956.6,0.025
45:15.6,66.60033083,1982.714965,1490.869488,5.607605,132.444891,112.041348,91.87390536,80,80,0,0,0,0.04368316,0,87.658838,1964.2,0.025
48:15.6,66.65033111,1990.50173,1501.75714,5.656949,132.519891,112.116348,91.93540536,80,80,0,0,0,0.04368316,0,87.58381,1972,0.025
51:15.6,66.70033167,1998.38673,1510.887445,5.703666,132.594891,112.191348,91.99690536,80,80,0,0,0,0.04368316,0,87.508877,1979.6,0.025
54:15.6,66.75033167,2006.126427,1515.876754,5.668478,132.669891,112.266348,92.05840536,80,80,0,0,0,0.04368316,0,87.433913,1987.8,0.025
57:15.6,66.80033167,2013.710813,1499.749445,6.29073,132.744891,112.341348,92.11990536,80,80,0,0,0,0.04368316,0,87.358821,1992.8,0.025
00:15.6,66.85033222,2012.257681,1401.488369,6.563784,132.819891,112.416348,92.18140536,80,80,0,0,0,0.04368316,0,87.283857,1976,0.025
03:15.6,66.9003325,1989.706943,1304.716251,6.551645,132.894891,112.491348,92.24290536,80,80,0,0,0,0.04368316,0,87.208861,1942.6,0.025
06:15.6,66.95033278,1950.788631,1272.151916,6.535652,132.969891,112.566348,92.30440536,80,80,0,0,0,0.04368316,0,87.133896,1897.4,0.025
09:15.6,67.00033306,1908.094571,1277.956639,6.550678,133.044891,112.641348,92.36590536,80.855556,80.855556,0,0,0,0.04368316,0,87.058868,1861.2,0.025
12:15.6,67.05033278,1875.215227,1299.170058,6.568168,133.119891,112.716348,92.42740536,81,81,0,0,0,0.04368316,0,86.983872,1835.4,0.025
15:15.6,67.10033333,1853.043168,1328.937123,6.577281,133.194891,112.791348,92.48890536,81,81,0,0,0,0.04368316,0,86.908717,1819.6,0.025
18:15.6,67.15033361,1839.840164,1367.660664,6.571886,133.269891,112.866348,92.55040536,81,81,0,0,0,0.04368316,0,86.833784,1811.8,0.025
21:15.6,67.20033417,1834.936992,1401.679315,6.604097,133.344891,112.941348,92.61190536,81,81,0,0,0,0.04368316,0,86.758851,1812,0.025
24:15.6,67.25033417,1837.504808,1428.224211,6.611758,133.419891,113.016348,92.67340536,81,81,0,0,0,0.04368316,0,86.683855,1818,0.025
27:15.6,67.30033417,1843.659374,1449.983535,6.607665,133.494891,113.091348,92.73490536,81,81,0,0,0,0.04368316,0,86.608891,1825,0.025
30:15.6,67.35033444,1851.63935,1470.972835,6.650733,133.569891,113.166348,92.79640536,81,81,0,0,0,0.04368316,0,86.533768,1834.4,0.025
33:15.6,67.400335,1861.492636,1489.348678,6.641464,133.644891,113.241348,92.85790536,81,81,0,0,0,0.04368316,0,86.458708,1845,0.025
36:15.6,67.45033528,1872.48672,1505.496178,6.65204,133.719891,113.316348,92.91940536,81,81,0,0,0,0.04368316,0,86.383712,1856.6,0.025
39:15.6,67.50033528,1883.554373,1505.283911,6.687068,133.794891,113.391348,92.98090536,81,81,0,0,0,0.04368316,0,86.308684,1866,0.025
42:15.6,67.55033556,1891.302885,1486.941075,6.687401,133.869891,113.466348,93.04240536,81,81,0,0,0,0.04368316,0,86.233751,1870,0.025
45:15.6,67.60033611,1893.669872,1462.81203,6.692629,133.944891,113.541348,93.10390536,81,81,0,0,0,0.04368316,0,86.158723,1869,0.025
48:15.6,67.65033611,1890.662581,1436.357043,6.697375,134.019891,113.616348,93.16540536,81,81,0,0,0,0.04368316,0,86.083854,1862.6,0.025
51:15.6,67.70033611,1882.880072,1411.127078,6.71338,134.094891,113.691348,93.22690536,81,81,0,0,0,0.04368316,0,86.008857,1851.6,0.025
54:15.6,67.75033639,1870.958078,1394.034406,6.683348,134.169891,113.766348,93.28840536,81,81,0,0,0,0.04368316,0,85.933861,1838.4,0.025
57:15.6,67.80033694,1857.606148,1384.957747,6.726421,134.244891,113.841348,93.34990536,81,81,0,0,0,0.04368316,0,85.85877,1825.2,0.025
00:15.6,67.85033722,1844.888721,1378.288807,6.721974,134.319891,113.916348,93.41140536,81.444444,81.444444,0,0,0,0.04368316,0,85.7839,1813.6,0.025
03:15.6,67.9003375,1833.328842,1370.739005,6.711009,134.394891,113.991348,93.47290536,82,82,0,0,0,0.04368316,0,85.708904,1802.6,0.025
06:15.6,67.9503375,1822.472616,1362.649537,6.705712,134.469891,114.066348,93.53440536,82,82,0,0,0,0.04368316,0,85.633749,1792.4,0.025
09:15.6,68.0003375,1812.573495,1355.604659,6.693217,134.544891,114.141348,93.59590536,82,82,0,0,0,0.04368316,0,85.558848,1782.6,0.025
12:15.6,68.05033806,1802.397997,1350.11541,6.703844,134.619891,114.216348,93.65740536,82,82,0,0,0,0.04368316,0,85.483852,1772.8,0.025
15:15.6,68.10033806,1793.101227,1344.027092,6.701582,134.694891,114.291348,93.71890536,82,82,0,0,0,0.04368316,0,85.408887,1763.4,0.025
18:15.6,68.15033833,1784.596068,1344.273379,6.703808,134.769891,114.366348,93.78040536,82,82,0,0,0,0.04368316,0,85.333701,1756.8,0.025
21:15.6,68.20033889,1778.451911,1346.613665,6.707915,134.844891,114.441348,93.84190536,82,82,0,0,0,0.04368316,0,85.258927,1751.4,0.025
24:15.7,68.25033944,1773.363379,1346.971895,6.706264,134.919891,114.516348,93.90340536,82,82,0,0,0,0.04368316,0,85.183899,1746.8,0.025
27:15.7,68.30033944,1768.881185,1346.869802,6.733999,134.994891,114.591348,93.96490536,82,82,0,0,0,0.04368316,0,85.108871,1743.2,0.025
30:15.7,68.35033944,1765.710399,1350.019372,6.733977,135.069891,114.666348,94.02640536,82,82,0,0,0,0.04368316,0,85.033779,1740.8,0.025
33:15.7,68.40034028,1763.863926,1351.104876,6.750448,135.144891,114.741348,94.08790536,82,82,0,0,0,0.04368316,0,84.958815,1739.2,0.025
36:15.7,68.45034,1761.331557,1350.223425,6.738851,135.219891,114.816348,94.14940536,82,82,0,0,0,0.04368316,0,84.883692,1734.4,0.025
39:15.7,68.50034028,1757.260017,1348.664599,6.716434,135.294891,114.891348,94.21090536,82.483333,82.483333,0,0,0,0.04368316,0,84.808854,1732.8,0.025
42:15.7,68.55034056,1755.193978,1344.01455,6.722616,135.369891,114.966348,94.27240536,83,83,0,0,0,0.04368316,0,84.733858,1731.2,0.025
