Time Stamp,time,P up,P down,T,Water in,Water out,Gas in,Gas out,Meter measure
39:40.7,55.66693334,908.489618,762.675334,6.840689,0,1,0,0.1712455,0
39:50.7,55.8336,908.420189,762.557677,6.830701,0,1,0,0.1712455,0
40:00.7,56.00026666,908.440921,762.219056,6.827966,0,1,0,0.1712455,0
40:10.7,56.16693333,908.457551,762.316083,6.847894,0,1,0,0.1712455,0
40:20.7,56.3336,908.445992,762.236099,6.811985,0,1,0,0.1712455,0
40:30.7,56.50026667,908.414447,762.571879,6.77674,0,1,0,0.1712455,0
40:40.7,56.66693333,908.439951,762.544969,6.82642,0,1,0,0.1712455,0
40:50.7,56.83361666,908.432196,762.333425,6.820713,0,1,0,0.1712455,0
41:00.7,57.00028334,908.431524,762.512677,6.791438,0,1,0,0.1712455,0
41:10.7,57.16693333,908.46471,762.722278,6.812223,0,1,0,0.1712455,0
41:20.7,57.33359999,908.433687,762.670401,6.793911,0,1,0,0.1712455,0
41:30.7,57.5003,908.408854,762.578009,6.798121,0,1,0,0.1712455,0
41:40.7,57.66695,908.426304,762.531364,6.816789,0,1,0,0.1712455,0
41:50.7,57.8336,908.411986,762.64977,6.805113,0,1,0,0.1712455,0
42:00.7,58.00026667,908.398488,762.839786,6.801545,0,1,0,0.1712455,0
42:10.7,58.16695,908.424887,762.856679,6.839571,0,1,0,0.1712455,0
42:20.7,58.33361667,908.508485,762.844121,6.812889,0,1,0,0.1712455,0
42:30.7,58.50028333,908.451436,762.405484,6.776526,0,1,0,0.1712455,0
42:40.7,58.66693334,908.438311,761.747828,6.816861,0,1,0,0.1712455,0
42:50.7,58.83361667,908.455388,753.936382,6.802377,0,1,0,0.1725059,0
43:00.7,59.0003,904.97463,734.803349,6.794553,0,1,0,0.1751741,0
43:10.7,59.16695,895.763428,733.962852,6.876506,0,1,0,0.1851622,0.07350771
43:20.7,59.33361667,889.661902,732.714815,6.941838,0,1,0,0.1926296,0.05245715
43:30.7,59.5003,886.190838,731.35794,6.862827,0,1,0,0.1938428,0
43:40.7,59.66695,884.053239,730.528058,6.902631,0,1,0,0.1938428,0
43:50.7,59.83363333,882.58651,729.65213,6.954581,0,1,0,0.1938428,0
44:00.7,60.0003,881.428892,728.86067,6.876452,0,1,0,0.1938428,0
44:10.7,60.16696667,880.72752,727.983396,6.965303,0,1,0,0.1938428,0
44:20.7,60.33361666,880.07932,727.190142,6.919252,0,1,0,0.1938428,0
44:30.7,60.50028334,879.398978,726.785292,6.848115,0,1,0,0.1938428,0
44:40.7,60.66695,878.882625,726.386422,6.854053,0,1,0,0.1938428,0
44:50.7,60.83363333,878.447185,725.649979,6.825636,0,1,0,0.1938428,0
45:00.7,61.0003,877.976248,725.273086,6.807039,0,1,0,0.1938428,0
45:10.7,61.16695,877.630596,724.81606,6.826373,0,1,0,0.1938428,0
45:20.7,61.33363334,877.413286,724.263354,6.77869,0,1,0,0.1938428,0
45:30.7,61.5003,877.064651,723.780315,6.769581,0,1,0,0.1938428,0
45:40.7,61.66696666,876.814752,723.810066,6.823519,0,1,0,0.1938428,0
45:50.7,61.83361667,876.479391,723.362608,6.80673,0,1,0,0.1938428,0
46:00.7,62.0003,876.192802,722.773423,6.7829,0,1,0,0.1938428,0
46:10.7,62.16696667,875.981906,721.463791,6.828085,0,1,0,0.1938428,0
46:20.7,62.33363333,875.771308,726.366838,6.855004,0,1,0,0.1960235,0
46:30.7,62.5003,875.85759,724.181427,6.863017,0,1.3,0,0.1960235,0
46:40.7,62.66696667,876.027545,724.744898,6.883348,0,1.6,0,0.1986862,0
46:50.7,62.83363333,875.47838,715.589435,6.86599,0,1,0,0.1986862,0
47:00.7,63.00029999,871.014582,718.540442,6.860069,0,1,0,0.1986862,0
47:10.7,63.16696667,869.542633,720.656933,6.944116,0,1,0,0.218728,0.01789714
47:20.7,63.33365,869.28028,729.736,6.976548,0,1,0,0.2299677,0.26214
47:30.7,63.50031667,866.633263,646.33084,6.939889,0,1.3,0,0.245254,0
47:40.7,63.66698333,814.064077,630.132518,6.972625,0,1.7,0,0.2483818,0
47:50.7,63.83363333,797.148225,646.237551,6.956245,0,2,0,0.2483818,0
48:00.7,64.00031667,796.985503,646.485125,6.923864,0,2,0,0.2483818,0
48:10.7,64.16696666,797.086179,646.622816,6.964257,0,2,0,0.2483818,0
48:20.7,64.33363334,797.24987,647.051736,6.92365,0,2,0,0.2483818,0
48:30.7,64.50033333,797.356884,647.132765,6.894334,0,2,0,0.2483818,0
48:40.7,64.66698333,797.388578,647.20019,6.926503,0,2,0,0.2483818,0
48:50.7,64.83365,797.412143,647.395589,6.924197,0,2,0,0.2483818,0
49:00.7,65.00031667,797.460617,646.982217,6.89607,0,2,0,0.2483818,0
49:10.7,65.16698333,797.511253,646.905075,6.906793,0,2,0,0.2483818,0
49:20.7,65.33365,797.515131,647.120506,6.888651,0,2,0,0.2525722,0
49:30.7,65.5003,791.809595,569.082744,6.840167,0,2,0,0.2589028,0.26214
49:40.7,65.66698334,748.404928,584.494838,6.865825,0,2,0,0.2781099,0.02298441
49:50.7,65.83365,739.947374,590.094262,6.853127,0,2,0,0.2785588,0
50:00.7,66.0003,739.543778,591.253047,6.828562,0,2,0,0.2785588,0
50:10.7,66.16696667,739.554889,600.311334,6.875788,0,2,0,0.2785588,0
50:20.7,66.33366667,739.563092,602.614701,6.873648,0,2,0,0.2785588,0
50:30.7,66.50031667,739.571668,602.948388,6.857811,0,2,0,0.2785588,0
50:40.7,66.667,739.560109,603.019252,6.865516,0,2,0,0.2785588,0
50:50.7,66.83365,739.615145,603.080398,6.838835,0,2,0,0.2785588,0
51:00.7,67.00031667,739.493291,603.120464,6.833723,0,2,0,0.2785588,0
51:10.7,67.167,739.492918,602.921179,6.846921,0,2,0,0.2785588,0
51:20.7,67.33363334,739.582556,603.13975,6.83534,0,2,0,0.2785588,0
51:30.7,67.50033334,739.497318,603.19656,6.836933,0,2,0,0.2785588,0
51:40.7,67.66698333,739.530802,603.452507,6.875241,0,2,0,0.2785588,0
51:50.7,67.83366667,739.54415,603.402872,6.857597,0,2,0,0.2785588,0
52:00.7,68.00035,739.557425,603.618603,6.852651,0,2,0,0.2785588,0
52:10.7,68.167,739.575845,603.158736,6.876359,0,2,0,0.2785588,0
52:20.7,68.33365,739.548476,602.946893,6.868179,0,2,0,0.2785588,0
52:30.7,68.50033333,739.573906,603.441593,6.862353,0,2,0,0.2785588,0
52:40.7,68.66696667,739.615294,602.975298,6.890031,0,2,0,0.2785588,0
52:50.7,68.83368334,739.641992,602.978737,6.87876,0,2,0,0.2785588,0
53:00.7,69.00033333,739.674208,602.967674,6.848847,0,2,0,0.2785588,0
53:10.7,69.167,739.784205,602.644003,6.86806,0,2,0,0.2785588,0
53:20.7,69.33366667,739.731258,602.634884,6.837242,0,2,0,0.2785588,0
53:30.7,69.50033333,739.758925,602.554003,6.816125,0,2,0,0.2785588,0
53:40.7,69.66703334,739.755643,602.670614,6.853008,0,2,0,0.2785588,0
53:50.7,69.83366666,739.783758,602.516479,6.809483,0,2,0,0.2785588,0
54:00.7,70.00033334,739.866685,602.362941,6.762991,0,2,0,0.2785588,0
54:10.7,70.167,739.779582,602.128523,6.579668,0,2,0,0.2785588,0
54:20.7,70.33366666,739.791364,602.097576,6.232914,0,2,0,0.2785588,0
54:30.7,70.50033334,739.822984,601.877061,6.093737,0,2,0,0.2785588,0
54:40.7,70.66701667,739.838346,601.517212,5.945391,0,2,0,0.2785588,0
54:50.7,70.83368333,739.809486,601.535451,5.797756,0,2,0,0.2785588,0
55:00.7,71.00033333,739.777717,601.296398,5.823284,0,2,0,0.2785588,0
55:10.7,71.167,739.764816,601.363823,5.776329,0,2,0,0.2785588,0
55:20.7,71.33368334,739.840285,601.206847,5.664141,0,2,0,0.2785588,0
55:30.7,71.50035,739.76407,601.053159,5.665239,0,2,0,0.2785588,0
55:40.7,71.667,739.798225,600.842063,5.607081,0,2,0,0.2785588,0
55:50.7,71.83368334,739.756911,600.782861,5.47656,0,2,0,0.2785588,0
56:00.7,72.00035,739.77548,600.530802,5.542052,0,2,0,0.2785588,0
56:10.7,72.16703333,739.796808,600.390569,5.523308,0,2,0,0.2785588,0
56:20.7,72.3337,739.812544,600.413294,5.464252,0,2,0,0.2785588,0
56:30.7,72.50035,739.825594,600.39326,5.574581,0,2,0,0.2785588,0
56:40.7,72.66701667,739.803446,600.236732,5.565733,0,2,0,0.2785588,0
56:50.7,72.83368333,739.773914,600.243909,5.404795,0,2,0,0.2785588,0
57:00.7,73.00035,739.808367,600.307746,5.474323,0,2,0,0.2785588,0
57:10.7,73.16701667,739.714255,600.408509,5.437804,0,2,0,0.2785588,0
57:20.7,73.33368333,739.700906,600.479971,5.424637,0,2,0,0.2785588,0
57:30.7,73.50035,739.681889,600.39341,5.501753,0,2,0,0.2785588,0
57:40.7,73.66703333,739.611044,600.444539,5.485487,0,2,0,0.2785588,0
57:50.7,73.83368333,739.657429,600.196517,5.429336,0,2,0,0.2785588,0
58:00.7,74.00036667,739.597397,600.193228,5.541415,0,2,0,0.2785588,0
58:10.7,74.16701667,739.604407,600.230902,5.504806,0,2,0,0.2785588,0
58:20.7,74.33368333,739.625287,600.063311,5.485404,0,2,0,0.2785588,0
58:30.7,74.50036667,739.618277,600.032364,5.601881,0,2,0,0.2785588,0
58:40.7,74.66703333,739.6757,599.70391,5.608724,0,2,0,0.2785588,0
58:50.7,74.8337,739.700309,599.718112,5.529576,0,2,0,0.2785588,0
59:00.7,75.00035,739.756464,599.58685,5.650927,0,2,0,0.2785588,0
59:10.7,75.16701666,739.739983,599.432714,5.636423,0,2,0,0.2785588,0
59:20.7,75.3337,739.767501,599.632597,5.549105,0,2,0,0.2785588,0
59:30.7,75.50036667,739.7939,599.50896,5.640721,0,2,0,0.2785588,0
59:40.7,75.66703334,739.809784,599.570554,5.648303,0,2,0,0.2785588,0
59:50.7,75.8337,739.860793,599.397581,5.587857,0,2,0,0.2785588,0
00:00.7,76.00036666,739.845804,599.265273,5.694197,0,2,0,0.2785588,0
00:10.7,76.16703334,739.903002,599.35587,5.682974,0,2,0,0.2785588,0
00:20.7,76.3337,739.861539,599.26901,5.609538,0,1.8,0,0.2785588,0
00:30.7,76.50038333,739.844834,599.141635,5.686455,0,2,0,0.2785588,0
00:40.7,76.66703333,739.924554,598.765789,5.647783,0,2,0,0.2785588,0
00:50.7,76.8337,739.900168,599.085273,5.516491,0,2,0,0.2785588,0
01:00.7,77.00036667,739.87362,599.061054,5.555441,0,2,0,0.2785588,0
01:10.7,77.16705,739.950133,598.967765,5.528445,0,2,0,0.2785588,0
01:20.7,77.33371666,739.882718,599.054924,5.487947,0,2,0,0.2785588,0
01:30.7,77.50036667,739.962587,598.914692,5.591562,0,2,0,0.2785588,0
01:40.7,77.66703333,739.936039,598.972101,5.563928,0,2,0,0.2785588,0
01:50.7,77.83371666,739.940513,599.03833,5.525746,0,2,0,0.2785588,0
02:00.7,78.00038333,739.993163,598.939659,5.664313,0,2,0,0.2785588,0
02:10.7,78.16703333,740.007257,599.035639,5.644047,0,2,0,0.2785588,0
02:20.7,78.3337,740.018294,598.938164,5.537194,0,2,0,0.2808257,0
02:30.7,78.50036667,740.003827,600.205636,5.688057,0,2,0,0.2808257,0
02:40.7,78.66705,740.073778,598.816021,5.74961,0,2,0,0.2893068,0.07714329
02:50.7,78.83373334,734.772883,414.899606,5.612697,0,2,0,0.3017528,0.26214
03:00.7,79.0004,623.511135,254.095652,5.764109,0,2.6,0,0.32664,0
03:10.7,79.16706666,529.81963,386.342905,5.791307,0,2,0,0.32664,0
03:20.7,79.33371667,527.44205,378.179383,5.73982,0,2,0,0.32664,0
03:30.7,79.5004,527.49813,379.346391,5.884874,0,2,0,0.32664,0
03:40.7,79.66705,527.612378,392.945183,5.827118,0,2,0,0.32664,0
03:50.7,79.8337,527.525499,424.478009,5.740784,0,2,0,0.32664,0
04:00.7,80.00036667,527.641163,428.170692,5.817488,0,2,0,0.32664,0
04:10.7,80.16705,527.649516,429.111654,5.845612,0,2,0,0.32664,0
04:20.7,80.33373333,527.658316,429.195225,5.726075,0,2,0,0.32664,0
04:30.7,80.50038334,527.693589,428.929411,5.77592,0,2,0,0.32664,0
04:40.7,80.66706667,527.71969,429.446686,5.783952,0,2,0,0.32664,0
04:50.7,80.83371666,527.803661,429.602466,5.622961,0,2,0,0.32664,0
05:00.7,81.00038334,527.838189,429.312434,5.726861,0,2,0,0.32664,0
05:10.7,81.16706667,527.827376,429.743895,5.700726,0,2,0,0.32664,0
05:20.7,81.33373333,527.884425,429.812366,5.559549,0,2,0,0.32664,0
05:30.7,81.5004,527.854297,429.463729,5.69801,0,2,0,0.32664,0
05:40.7,81.66706666,527.853178,429.949459,5.678341,0,2,0,0.32664,0
05:50.7,81.83371667,527.896133,430.001934,5.593888,0,2,0,0.32664,0
06:00.7,82.0004,527.88092,429.739858,5.72228,0,2,0,0.32664,0
06:10.7,82.16706666,527.916865,430.05725,5.731719,0,2,0,0.32664,0
06:20.7,82.33373334,527.958626,430.34788,5.654525,0,2,0,0.32664,0
06:30.7,82.50038333,527.896431,430.037665,5.70216,0,2,0,0.32664,0
06:40.7,82.66705,527.983161,430.304973,5.667067,0,2,0,0.32664,0
06:50.7,82.83375,527.97287,430.610255,5.607006,0,2,0,0.32664,0
07:00.7,83.0004,528.027086,428.944661,5.729027,0,2,0,0.32664,0
07:10.7,83.16706667,528.012544,428.582568,5.748361,0,2,0,0.32664,0
07:20.7,83.33373333,528.086,430.195987,5.61156,0,2,0,0.32664,0
07:30.7,83.50039999,528.053783,430.210488,5.720876,0,2,0,0.32664,0
07:40.7,83.66708334,527.991215,430.290173,5.697261,0,2,0,0.32664,0
07:50.7,83.83373333,528.128134,430.354907,5.622061,0,2,0,0.32664,0
08:00.7,84.0004,528.078766,430.755869,5.718858,0,2,0,0.32664,0
08:10.7,84.16708333,528.077498,430.374641,5.747298,0,2,0,0.32664,0
08:20.7,84.33375,528.08421,430.650471,5.650102,0,2,0,0.32664,0
08:30.7,84.50041667,528.177428,430.066668,5.745557,0,2,0,0.32664,0
08:40.7,84.66706666,528.170865,430.139027,5.74079,0,2,0,0.32664,0
08:50.7,84.83374999,528.117619,430.738527,5.615576,0,2,0,0.32664,0
09:00.7,85.0004,528.133131,430.314242,5.683827,0,2,0,0.32664,0
09:10.7,85.16706666,528.154459,430.475255,5.70841,0,2,0,0.32664,0
09:20.7,85.33375,528.154235,430.947082,5.575603,0,2,0,0.32664,0
09:30.7,85.50041667,528.143571,430.506651,5.685212,0,2,0,0.32664,0
09:40.7,85.66708333,528.167435,430.363279,5.717113,0,2,0,0.32664,0
09:50.7,85.83373333,528.167957,430.719391,5.63741,0,2,0,0.32664,0
10:00.7,86.00043333,528.180411,430.542232,5.746955,0,2,0,0.32664,0
10:10.7,86.16708334,528.163408,430.520106,5.764955,0,2,0,0.32664,0
10:20.7,86.33375,528.197563,431.059507,5.612028,0,2,0,0.32664,0
10:30.7,86.50041666,528.097037,430.864108,5.676703,0,2,0,0.32664,0
10:40.7,86.66708334,528.12627,430.328296,5.65999,0,2,0,0.32664,0
10:50.7,86.83376667,528.149835,430.65974,5.57539,0,2,0,0.32664,0
11:00.7,87.00041667,528.143571,430.223794,5.684976,0,2,0,0.32664,0
11:10.7,87.16708333,528.205915,430.704291,5.726458,0,2,0,0.32664,0
11:20.7,87.33376666,528.144018,430.716999,5.628016,0,2,0,0.32664,0
11:30.7,87.50041667,528.156621,431.037679,5.730748,0,2,0,0.32664,0
11:40.7,87.6671,528.15595,430.570189,5.753872,0,2,0,0.32664,0
11:50.7,87.83375,528.098081,424.791214,5.614187,0,2,0,0.32664,0
12:00.7,88.00041667,528.201664,405.186205,5.705644,0,2,0,0.32664,0
12:10.7,88.16708333,528.168031,386.717256,5.743145,0,2,0,0.32664,0
12:20.7,88.33375,527.715962,363.0636,5.66045,0,2,0,0.3301307,0
12:30.7,88.50041667,498.519948,333.30715,5.743485,0,2,0,0.3321953,0
12:40.7,88.66708333,485.6637,358.009109,5.785582,0,2,0,0.3477329,0.26214
12:50.7,88.83376667,485.530734,350.408909,5.682649,0,2,0,0.3544645,0.00215233
13:00.7,89.00043333,485.416784,348.933779,5.822905,0,2,0,0.3544645,0
13:10.7,89.16711666,485.367267,364.287119,5.854438,0,2,0,0.3544645,0
13:20.7,89.33378334,485.389714,366.16665,5.713641,0,2,0,0.3544645,0
13:30.7,89.50045,485.411639,366.709938,5.818139,0,2,0,0.3544645,0
13:40.7,89.6671,485.375918,366.316002,5.837613,0,2,0,0.3544645,0
13:50.7,89.83376667,485.404107,366.14288,5.67969,0,2,0,0.3544645,0
14:00.7,90.00041666,485.361226,365.809492,5.733236,0,2,0,0.3544645,0
14:10.7,90.1671,485.385389,365.448296,5.76158,0,2,0,0.3544645,0
14:20.7,90.33378333,485.519772,366.28057,5.643762,0,2,0,0.3544645,0
14:30.7,90.50043334,485.522233,366.113278,5.704796,0,2,0,0.3544645,0
14:40.7,90.6671,485.66027,365.986501,5.660331,0,2,0,0.3544645,0
14:50.7,90.83376666,485.697035,365.886036,5.539078,0,2,0,0.3544645,0
15:00.7,91.00043334,485.748939,365.787515,5.64934,0,2,0,0.3544645,0
15:10.7,91.16711667,485.752071,365.873179,5.700982,0,2,0,0.3544645,0
15:20.7,91.33378333,485.789805,365.85808,5.561137,0,2,0,0.3544645,0
15:30.7,91.50043333,485.795771,369.914799,5.58097,0,2,0,0.3544645,0
15:40.7,91.66708333,485.764003,370.325778,5.55364,0,2,0,0.3544645,0
15:50.7,91.83378334,485.746179,370.384084,5.430854,0,2,0,0.3544645,0
16:00.7,92.00045,485.799351,370.279134,5.556952,0,2,0,0.3544645,0
16:10.7,92.16711666,485.837458,370.294084,5.584737,0,2,0,0.3544645,0
16:20.7,92.33376667,485.843126,371.178833,5.476701,0,2,0,0.3544645,0
16:30.7,92.50045,485.818144,370.68488,5.576105,0,2,0,0.3544645,0
16:40.7,92.66711666,485.893389,370.102872,5.619314,0,2,0,0.3544645,0
16:50.7,92.83378333,485.949096,370.778618,5.495591,0,2,0,0.3544645,0
17:00.7,93.00043333,485.959015,370.420113,5.575174,0,2,0,0.3544645,0
17:10.7,93.16711667,485.964757,371.035312,5.659586,0,2,0,0.3544645,0
17:20.7,93.33378333,486.041568,370.985528,5.564468,0,2,0,0.3544645,0
17:30.7,93.50045,486.04925,362.227738,5.655064,0,2,0,0.3544645,0
17:40.7,93.66711667,486.087805,344.711113,5.666522,0,2,0,0.3544645,0
17:50.7,93.83378333,486.108835,297.438038,5.529935,0,2,0,0.3651786,0
18:00.7,94.00045,450.031919,129.365179,5.68538,0,3,0,0.3822302,0.26214
18:10.7,94.16711667,380.613848,229.974506,5.729129,0,2.4,0,0.3854547,0
18:20.7,94.3338,375.840268,236.0175,5.673891,0,2,0,0.3854547,0
18:30.7,94.50045,375.768677,240.64666,5.81558,0,2,0,0.3854547,0
18:40.7,94.66711667,375.729227,241.555778,5.853573,0,2,0,0.3854547,0
18:50.7,94.83378334,375.713194,243.759129,5.748747,0,2,0,0.3854547,0
19:00.7,95.00045,375.698279,247.531646,5.850973,0,2,0,0.3854547,0
19:10.7,95.16713333,375.720054,248.90661,5.892155,0,2,0,0.3854547,0
19:20.7,95.3338,375.758087,249.067324,5.763073,0,2,0,0.3854547,0
19:30.7,95.50046667,375.733254,249.531227,5.842776,0,2,0,0.3854547,0
19:40.7,95.66713333,375.775985,249.417905,5.799731,0,2,0,0.3854547,0
19:50.7,95.83378334,375.78471,248.945331,5.653577,0,2,0,0.3879245,0
20:00.7,96.00046667,375.785829,233.492871,5.728411,0,2,0,0.3879245,0
20:10.7,96.16713334,375.872186,233.638485,5.765313,0,2,0,0.3879245,0
20:20.7,96.33381667,375.784934,235.088648,5.61855,0,2,0,0.4002999,0
20:30.7,96.50045,359.516461,47.697374,5.699994,0,2.6,0,0.402405,0
20:40.7,96.66711667,297.894097,142.867543,5.738235,0,3,0,0.40744,0.26214
20:50.7,96.8338,283.635552,149.977229,5.662352,0,2.7,0,0.4288567,0.07380144
21:00.7,97.00044999,283.567391,143.426229,5.785454,0,2,0,0.4315692,0.005141347
21:10.7,97.16713333,283.510118,141.884721,5.816608,0,2,0,0.4316434,0
21:20.7,97.3338,283.474323,139.630091,5.674367,0,2,0,0.4316434,0
21:30.7,97.50046667,283.346278,139.111321,5.768101,0,2,0,0.4316434,0
21:40.7,97.66715,283.38625,138.839079,5.763883,0,2,0,0.4316434,0
21:50.7,97.8338,283.34516,138.882734,5.667454,0,2,0,0.4316434,0
22:00.7,98.00046667,283.343743,138.881089,5.757399,0,2,0,0.4316434,0
22:10.7,98.16713333,283.372156,138.768664,5.761142,0,2,0,0.4316434,0
22:20.7,98.3338,283.361715,139.304178,5.623796,0,2,0,0.4316434,0
22:30.7,98.50048333,283.328828,139.265308,5.688743,0,2,0,0.4316434,0
22:40.7,98.66716666,283.289751,139.052866,5.684408,0,2,0,0.4316434,0
22:50.7,98.83381667,283.355153,138.74295,5.515466,0,2,0,0.4316434,0
23:00.7,99.00048333,283.369695,138.658033,5.646716,0,2,0,0.4316434,0
23:10.7,99.16715,283.36358,138.077819,5.708777,0,2,0,0.4316434,0
23:20.7,99.33383334,283.354854,138.567585,5.587487,0,2,0,0.4316434,0
23:30.7,99.5005,283.32234,138.903515,5.678211,0,2,0,0.4316434,0
23:40.7,99.66715,283.323533,138.477436,5.66939,0,2,0,0.4451873,0.26214
23:50.7,99.8338,276.172746,-35.08317,5.517708,0,2,0,0.4632819,0
24:00.7,100.0004667,225.322127,53.302927,5.62454,0,2,0,0.4669768,0.1750019
24:10.7,100.16715,190.718428,-5.866569,5.687559,0,2.3,0,0.4769491,0.03408742
24:20.7,100.3338333,161.845992,-78.758196,5.640471,0,3,0,0.4833626,0.04640656
24:30.7,100.5004833,124.662542,-81.574054,5.766058,0,3,0,0.5186304,0.26214
24:40.7,100.66715,96.843321,-129.295932,5.835444,0,2.3,0,0.5609778,0.2287793
24:50.7,100.8338,74.478095,-132.918799,5.762079,0,2,0,0.5942165,0.1724768
25:00.7,101.0005,57.176917,-131.600346,5.885176,0,2,0,0.6192694,0.1321906
25:10.7,101.1671667,44.561992,-133.429346,5.950852,0,2,0,0.6384397,0.09994497
25:20.7,101.3338167,35.284568,-133.2033,5.839065,0,2,0,0.6533654,0.07855292
25:30.7,101.5004833,28.35549,-121.552958,5.888421,0,2,0,0.664838,0.06077338
25:40.7,101.66715,23.159447,-116.2337,5.903482,0,2,0,0.6737872,0.04603661
25:50.7,101.8338333,19.167332,-115.47229,5.791755,0,2,0,0.6803572,0.034072
26:00.7,102.0005,16.155944,-100.728466,5.862325,0,2,0,0.6851496,0.02344666
26:10.7,102.16715,13.770832,-96.852494,5.862445,0,2,0,0.6883789,0.01561218
26:20.7,102.3338333,11.947042,-96.377379,5.746918,0,2,0,0.690432,0.008793435
26:30.7,102.5004833,10.519465,-96.144456,5.752576,0,2,0,0.6915408,0.004277199
26:40.7,102.6671667,9.283618,-95.797015,5.716275,0,2,0,0.6915749,0.000470402
26:50.7,102.8338333,8.336897,-96.495485,5.565038,0,2,0,0.6915749,0
27:00.7,103.0005,7.573106,-95.944722,5.638408,0,2,0,0.6915749,0
27:10.7,103.1671667,6.91715,-95.643178,5.689123,0,2,0,0.6915749,0
27:20.7,103.3338167,6.410641,-96.117695,5.599066,0,2,0,0.6915749,0
27:30.7,103.5005167,6.006075,-95.444939,5.631686,0,2,0,0.6915749,0
27:40.7,103.6671667,5.600316,-95.294541,5.650307,0,2,0,0.6915749,0
27:50.7,103.8338333,5.214095,-95.714191,5.498069,0,2,0,0.6915749,0
28:00.7,104.0005,5.055252,-95.368843,5.547413,0,2,0,0.6915749,0
28:10.7,104.1671667,4.837569,-95.038744,5.617571,0,2,0,0.6915749,0
28:20.7,104.33385,4.704827,-95.017066,5.561199,0,2,0,0.6915749,0
28:30.7,104.5005167,4.517496,-94.950239,5.667376,0,2,0,0.6915749,0
28:40.7,104.6671833,4.438074,-94.72494,5.732821,0,2,0,0.6915749,0
28:50.7,104.83385,4.355595,-94.946352,5.569066,0,2,0,0.6915749,0
29:00.7,105.0005,4.270953,-94.682781,5.61497,0,2,0,0.6915749,0
29:10.7,105.1671833,4.188548,-94.769342,5.651906,0,2,0,0.6915749,0
29:20.7,105.3338333,4.051854,-94.749608,5.564466,0,2,0,0.6915749,0
29:30.7,105.5005167,4.014119,-94.625971,5.636144,0,2,0,0.6915749,0
29:40.7,105.6671833,4.007855,-94.685622,5.702021,0,2,0,0.6915749,0
29:50.7,105.8338333,3.925152,-94.774126,5.563821,0,2,0,0.6915749,0
30:00.7,106.0005167,3.858855,-94.835721,5.635929,0,2,0,0.6915749,0
30:10.7,106.1671833,3.898305,-94.591735,5.635834,0,2,0,0.6915749,0
30:20.7,106.33385,3.831785,-94.580522,5.510732,0,2,0,0.6915749,0
30:30.7,106.5005,3.816497,-94.553462,5.599231,0,2,0,0.6915749,0
30:40.7,106.6671667,3.797779,-94.734658,5.620357,0,2,0,0.6915749,0
30:50.7,106.8338667,3.701503,-94.5122,5.45976,0,2,0,0.6915749,0
31:00.7,107.0005167,3.727604,-94.645555,5.59358,0,2,0,0.6915749,0
31:10.7,107.1671833,3.724323,-94.585605,5.637909,0,2,0,0.6915749,0
31:20.7,107.3338333,3.711496,-94.652582,5.50563,0,2,0,0.6915749,0
31:30.7,107.5005167,3.634908,-94.618645,5.619451,0,2,0,0.6915749,0
31:40.7,107.6672,3.652508,-94.528047,5.654753,0,2,0,0.6915749,0
31:50.7,107.83385,3.6452,-94.515041,5.494107,0,2,0,0.6915749,0
32:00.7,108.0005167,3.636773,-94.449559,5.522537,0,2,0,0.6915749,0
32:10.7,108.1671833,3.633939,-94.412034,5.557929,0,2,0,0.6915749,0
32:20.7,108.33385,3.566449,-94.478413,5.432042,0,2,0,0.6915749,0
32:30.7,108.5005333,3.59777,-94.462117,5.541065,0,2,0,0.6915749,0
32:40.7,108.6672,3.613878,-94.394393,5.618499,0,2,0,0.6915749,0
32:50.7,108.8338667,3.529013,-94.509509,5.565156,0,2,0,0.6915749,0
33:00.7,109.0005167,3.566225,-94.583961,5.659365,0,2,0,0.6915749,0
33:10.7,109.1672,3.642962,-94.251769,5.689789,0,2,0,0.6915749,0
33:20.7,109.3338667,3.597696,-94.190025,5.578963,0,2,0,0.6915749,0
33:30.7,109.5005333,3.601275,-94.190922,5.674934,0,2,0,0.6915749,0
33:40.7,109.6672,3.55392,-94.197649,5.737158,0,2,0,0.6915749,0
33:50.7,109.83385,3.549222,-94.303945,5.612775,0,2,0,0.6915749,0
34:00.7,110.00055,3.611268,-94.284659,5.643129,0,2,0,0.6915749,0
34:10.7,110.1672,3.594787,-94.207815,5.69861,0,2,0,0.6915749,0
34:20.7,110.3338667,3.57152,-94.572748,5.550321,0,2,0,0.6915749,0
34:30.7,110.5005333,3.590313,-94.481403,5.587783,0,2,0,0.6915749,0
34:40.7,110.6672,3.579649,-94.0924,5.659868,0,2,0,0.6915749,0
34:50.7,110.8338833,3.518871,-94.152051,5.547268,0,2,0,0.6915749,0
35:00.7,111.0005333,3.519393,-94.470489,5.607504,0,2,0,0.6915749,0
35:10.7,111.1672,3.585987,-94.186287,5.655766,0,2,0,0.6915749,0
35:20.7,111.3338833,3.541467,-94.135606,5.521582,0,2,0,0.6915749,0
35:30.7,111.5005333,3.482105,-94.159078,5.578055,0,2,0,0.6915749,0
35:40.7,111.6672167,3.509772,-94.085822,5.596179,0,2,0,0.6915749,0
35:50.7,111.8338667,3.478973,-94.123347,5.466821,0,2,0,0.6915749,0
36:00.7,112.00055,3.489637,-94.165357,5.576766,0,2,0,0.6915749,0
