Time	MFC IN Counter value ls	MFC IN Measure sccm	MFC IN Setpoint sccm	Meter Out Counter value ls	Meter Out Measure ls/min
"?""2022-01-25 00:33:54.389"""	52.14393	75.11916	75	12.09656	0
"?""2022-01-25 00:34:54.382"""	52.2244	76.97384	75	12.12596	0.02721045
"?""2022-01-25 00:35:54.381"""	52.30487	75.18072	75	12.14714	0.01760879
"?""2022-01-25 00:36:54.388"""	52.38541	74.08093	75	12.16237	0.01356004
"?""2022-01-25 00:37:54.377"""	52.46592	74.4153	75	12.16314	0
"?""2022-01-25 00:38:54.378"""	52.54641	75.13654	75	12.17708	0.05194614
"?""2022-01-25 00:39:54.382"""	52.62688	74.17356	75	12.20953	0.02231379
"?""2022-01-25 00:40:54.369"""	52.70734	75.27866	75	12.22871	0.01669117
"?""2022-01-25 00:41:54.376"""	52.78784	75.10483	75	12.24377	0.01391427
"?""2022-01-25 00:42:54.361"""	52.86832	74.71448	75	12.2571	0.0124649
"?""2022-01-25 00:43:54.365"""	52.94888	74.17394	75	12.26949	0.0121335
"?""2022-01-25 00:44:54.353"""	53.02935	76.78819	75	12.28066	0.01059171
"?""2022-01-25 00:45:54.358"""	53.10982	74.31466	75	12.29029	0.008721824
"?""2022-01-25 00:46:54.350"""	53.1903	76.4942	75	12.29969	0.009465746
"?""2022-01-25 00:47:54.349"""	53.27079	76.64893	75	12.30869	0.00771596
"?""2022-01-25 00:48:54.353"""	53.35133	76.52228	75	12.3166	0.00793723
"?""2022-01-25 00:49:54.357"""	53.43178	74.65585	75	12.32427	0.007475156
"?""2022-01-25 00:50:54.347"""	53.51233	74.492	75	12.33133	0.006581246
"?""2022-01-25 00:51:54.349"""	53.59279	76.59279	75	12.33738	0.005841109
"?""2022-01-25 00:52:54.341"""	53.67327	74.19237	75	12.34315	0.006291182
"?""2022-01-25 00:53:54.341"""	53.75375	76.14948	75	12.35104	0.009112153
"?""2022-01-25 00:54:54.345"""	53.83426	75.73479	75	12.36104	0.01027012
"?""2022-01-25 00:55:54.334"""	53.91473	76.57509	75	12.37144	0.01089196
"?""2022-01-25 00:56:54.337"""	53.99526	76.5227	75	12.38223	0.01067442
"?""2022-01-25 00:57:54.324"""	54.07573	74.3353	75	12.39298	0.01093827
"?""2022-01-25 00:58:54.312"""	54.15622	76.59256	75	12.40364	0.01068883
"?""2022-01-25 00:59:54.303"""	54.2367	75.15823	75	12.4145	0.01083505
"?""2022-01-25 01:00:54.304"""	54.3172	75.18919	75	12.42162	0
"?""2022-01-25 01:01:54.296"""	54.39766	74.41629	75	12.44077	0
"?""2022-01-25 01:02:54.295"""	54.47816	76.42832	75	12.4663	0.03526805
"?""2022-01-25 01:03:54.300"""	54.5587	74.35311	75	12.47129	0
"?""2022-01-25 01:04:54.290"""	54.63918	76.21778	75	12.50553	0
"?""2022-01-25 01:05:54.291"""	54.7197	76.85378	75	12.50553	0
"?""2022-01-25 01:06:54.296"""	54.8002	74.97451	75	12.54456	0.02887754
"?""2022-01-25 01:07:54.272"""	54.88068	73.65993	75	12.56721	0.01909774
"?""2022-01-25 01:08:54.271"""	54.96112	75.04712	75	12.58215	0
"?""2022-01-25 01:09:54.275"""	55.0417	76.60754	75	12.58215	0
"?""2022-01-25 01:10:54.266"""	55.1222	75.42567	75	12.59419	0.05094637
"?""2022-01-25 01:11:54.255"""	55.20266	76.35508	75	12.62823	0.02302428
"?""2022-01-25 01:12:54.254"""	55.28313	76.17522	75	12.64726	0.01605627
"?""2022-01-25 01:13:54.259"""	55.36366	75.24589	75	12.66132	0.01241409
"?""2022-01-25 01:14:54.247"""	55.44412	76.57137	75	12.6729	0.01093221
"?""2022-01-25 01:15:54.251"""	55.52464	74.70679	75	12.67752	0
"?""2022-01-25 01:16:54.239"""	55.60513	75.30798	75	12.67752	0
"?""2022-01-25 01:17:54.226"""	55.6856	73.95099	75	12.71235	0.032172
"?""2022-01-25 01:18:54.218"""	55.76609	76.81405	75	12.73612	0.0190523
"?""2022-01-25 01:19:54.217"""	55.84656	75.85707	75	12.7527	0.01418988
"?""2022-01-25 01:20:54.208"""	55.92706	74.32724	75	12.76579	0.01255553
"?""2022-01-25 01:21:54.210"""	56.00756	74.04105	75	12.77784	0.01171998
"?""2022-01-25 01:22:54.214"""	56.08809	75.81451	75	12.78905	0.01126871
"?""2022-01-25 01:23:54.218"""	56.16861	74.54726	75	12.80074	0.01269477
"?""2022-01-25 01:24:54.207"""	56.24908	74.75191	75	12.81303	0.0113927
"?""2022-01-25 01:25:54.209"""	56.32958	73.59729	75	12.82341	0.01015208
"?""2022-01-25 01:26:54.214"""	56.4101	77.20867	75	12.83366	0.01004073
"?""2022-01-25 01:27:54.202"""	56.4906	74.24986	75	12.84377	0.01114493
"?""2022-01-25 01:28:54.209"""	56.5711	74.92209	75	12.85489	0.01084678
"?""2022-01-25 01:29:54.193"""	56.65158	74.34825	75	12.86523	0.0103353
"?""2022-01-25 01:30:54.198"""	56.73214	75.07436	75	12.87565	0.009892738
"?""2022-01-25 01:31:54.202"""	56.81263	75.16726	75	12.88538	0.009566275
"?""2022-01-25 01:32:54.193"""	56.89317	73.89066	75	12.89465	0.01001399
"?""2022-01-25 01:33:54.177"""	56.97363	75.14114	75	12.90481	0.01021118
"?""2022-01-25 01:34:54.181"""	57.05413	73.53509	75	12.91456	0.009412507
"?""2022-01-25 01:35:54.171"""	57.13466	74.70963	75	12.92356	0.008850305
"?""2022-01-25 01:36:54.175"""	57.21516	74.63253	75	12.93185	0.008571981
"?""2022-01-25 01:37:54.162"""	57.29566	74.60934	75	12.94026	0.00784973
"?""2022-01-25 01:38:54.152"""	57.37615	73.93162	75	12.94819	0.008045189
"?""2022-01-25 01:39:54.152"""	57.45668	76.25294	75	12.95561	0.007399396
"?""2022-01-25 01:40:54.157"""	57.53719	74.07504	75	12.96345	0.008246705
"?""2022-01-25 01:41:54.147"""	57.61765	76.25237	75	12.97245	0.009747955
"?""2022-01-25 01:42:54.148"""	57.69815	76.03601	75	12.97645	0
"?""2022-01-25 01:43:54.142"""	57.77869	75.77821	75	12.99979	0
"?""2022-01-25 01:44:54.140"""	57.85921	74.72585	75	13.02304	0.04013656
"?""2022-01-25 01:45:54.144"""	57.93972	75.0504	75	13.04238	0
"?""2022-01-25 01:46:54.132"""	58.02025	73.70374	75	13.05145	0.05425076
"?""2022-01-25 01:47:54.123"""	58.1007	73.90582	75	13.08126	0
"?""2022-01-25 01:48:54.123"""	58.18122	75.60984	75	13.08126	0
"?""2022-01-25 01:49:54.129"""	58.26174	73.66968	75	13.11937	0.02890323
"?""2022-01-25 01:50:54.118"""	58.34219	73.85146	75	13.14287	0.01961893
"?""2022-01-25 01:51:54.120"""	58.42271	75.47449	75	13.15686	0
"?""2022-01-25 01:52:54.124"""	58.50322	75.12988	75	13.15686	0
"?""2022-01-25 01:53:54.128"""	58.58374	75.28861	75	13.17459	0.04653908
"?""2022-01-25 01:54:54.115"""	58.66424	76.54547	75	13.20615	0.02254859
"?""2022-01-25 01:55:54.120"""	58.74475	73.67355	75	13.22558	0.0169909
"?""2022-01-25 01:56:54.107"""	58.82523	75.89465	75	13.24068	0.01416569
"?""2022-01-25 01:57:54.099"""	58.90577	75.75865	75	13.25258	0.01129438
"?""2022-01-25 01:58:54.084"""	58.98619	74.95954	75	13.26036	0
"?""2022-01-25 01:59:54.087"""	59.06676	75.43071	75	13.26036	0
"?""2022-01-25 02:00:54.079"""	59.14722	76.41764	75	13.28288	0.03746329
"?""2022-01-25 02:01:54.079"""	59.22773	76.13892	75	13.31016	0.02033272
"?""2022-01-25 02:02:54.085"""	59.30824	73.66501	75	13.32722	0.01560006
"?""2022-01-25 02:03:54.071"""	59.38868	73.87299	75	13.34158	0.01329364
"?""2022-01-25 02:04:54.075"""	59.4692	75.11528	75	13.35513	0.0129538
"?""2022-01-25 02:05:54.063"""	59.54967	75.08485	75	13.36866	0.01365514
"?""2022-01-25 02:06:54.066"""	59.63018	75.09057	75	13.38207	0.01313939
"?""2022-01-25 02:07:54.054"""	59.71067	75.38271	75	13.39454	0.01061013
"?""2022-01-25 02:08:54.042"""	59.79116	75.0979	75	13.40455	0.009470234
"?""2022-01-25 02:09:54.029"""	59.87164	74.91025	75	13.41376	0.008916175
"?""2022-01-25 02:10:54.033"""	59.95214	75.29022	75	13.42217	0.007927992
"?""2022-01-25 02:11:54.020"""	60.03265	75.15328	75	13.42968	0.007319389
"?""2022-01-25 02:12:54.015"""	60.11314	74.97181	75	13.43678	0.006713703
"?""2022-01-25 02:13:54.013"""	60.19361	75.22969	75	13.44284	0.005606065
"?""2022-01-25 02:14:54.017"""	60.27415	75.00076	75	13.44803	0.004759122
"?""2022-01-25 02:15:54.004"""	60.35462	75.09972	75	13.45304	0.006367595
"?""2022-01-25 02:16:54.008"""	60.43514	75.16721	75	13.46128	0.009830482
"?""2022-01-25 02:17:53.999"""	60.51563	74.95579	75	13.47141	0.01026114
"?""2022-01-25 02:18:53.988"""	60.59616	74.62971	75	13.48182	0.01322713
"?""2022-01-25 02:19:53.976"""	60.6766	74.91594	75	13.49434	0.01237052
"?""2022-01-25 02:20:53.976"""	60.75708	75.2861	75	13.50493	0.009644712
"?""2022-01-25 02:21:53.980"""	60.8376	75.04958	75	13.51482	0.01045164
"?""2022-01-25 02:22:53.969"""	60.91811	74.9855	75	13.52577	0.0110486
"?""2022-01-25 02:23:53.972"""	60.99857	74.91201	75	13.537	0.01101701
"?""2022-01-25 02:24:53.976"""	61.07911	75.2866	75	13.54788	0.01099124
"?""2022-01-25 02:25:53.967"""	61.15959	74.82262	75	13.55896	0.01141092
"?""2022-01-25 02:26:53.968"""	61.24008	74.96497	75	13.57067	0.01227128
"?""2022-01-25 02:27:53.957"""	61.32061	75.005	75	13.58309	0.01219049
"?""2022-01-25 02:28:53.959"""	61.4011	75.03828	75	13.5951	0.01206142
"?""2022-01-25 02:29:53.964"""	61.48159	75.22671	75	13.6069	0.01169363
"?""2022-01-25 02:30:53.952"""	61.56207	75.2385	75	13.61887	0.01251921
"?""2022-01-25 02:31:53.956"""	61.64257	74.94841	75	13.6314	0.0126009
"?""2022-01-25 02:32:53.948"""	61.72309	75.1895	75	13.64387	0.01258389
"?""2022-01-25 02:33:53.947"""	61.80359	75.03942	75	13.64591	0
"?""2022-01-25 02:34:53.951"""	61.88411	74.79884	75	13.67729	0.03342497
"?""2022-01-25 02:35:53.957"""	61.96459	75.11632	75	13.69202	0
"?""2022-01-25 02:36:53.943"""	62.04507	75.10966	75	13.70211	0.06174855
"?""2022-01-25 02:37:53.931"""	62.12554	75.09438	75	13.73719	0.02441253
"?""2022-01-25 02:38:53.922"""	62.20605	75.16248	75	13.73934	0
"?""2022-01-25 02:39:53.923"""	62.28654	75.05083	75	13.7592	0.04783604
"?""2022-01-25 02:40:53.911"""	62.36703	74.94661	75	13.79169	0.02390277
"?""2022-01-25 02:41:53.914"""	62.44751	75.40851	75	13.81138	0.01669795
"?""2022-01-25 02:42:53.904"""	62.52798	75.02807	75	13.82538	0.01327391
"?""2022-01-25 02:43:53.907"""	62.60849	74.95784	75	13.83535	0
"?""2022-01-25 02:44:53.895"""	62.68898	75.05401	75	13.83535	0
"?""2022-01-25 02:45:53.899"""	62.76953	74.92027	75	13.85584	0.03717216
"?""2022-01-25 02:46:53.902"""	62.85006	74.95959	75	13.88281	0.02051792
"?""2022-01-25 02:47:53.892"""	62.93056	75.05476	75	13.89292	0
"?""2022-01-25 02:48:53.895"""	63.01107	75.50883	75	13.90146	0.04949954
"?""2022-01-25 02:49:53.899"""	63.09157	74.99504	75	13.9322	0.02174395
"?""2022-01-25 02:50:53.890"""	63.17204	75.11004	75	13.95053	0.01627519
"?""2022-01-25 02:51:53.891"""	63.25256	74.90921	75	13.95826	0
"?""2022-01-25 02:52:53.895"""	63.33308	75.1315	75	13.95826	0
"?""2022-01-25 02:53:53.898"""	63.41357	74.91079	75	13.99445	0.02922253
"?""2022-01-25 02:54:53.887"""	63.49406	74.95831	75	14.01736	0.01843464
"?""2022-01-25 02:55:53.891"""	63.57454	75.23856	75	14.03239	0.01310649
"?""2022-01-25 02:56:53.896"""	63.65505	75.06677	75	14.0447	0.01182672
"?""2022-01-25 02:57:53.871"""	63.73553	74.9669	75	14.05593	0.01061093
"?""2022-01-25 02:58:53.871"""	63.81602	75.38582	75	14.06637	0.0104511
"?""2022-01-25 02:59:53.858"""	63.89648	74.86089	75	14.07623	0.009394827
"?""2022-01-25 03:00:53.862"""	63.97701	74.91569	75	14.08536	0.009066503
"?""2022-01-25 03:01:53.851"""	64.0575	75.42078	75	14.09443	0.008896383
"?""2022-01-25 03:02:53.838"""	64.13796	75.15541	75	14.10314	0.008697665
"?""2022-01-25 03:03:53.842"""	64.21848	75.01054	75	14.11166	0.008886031
"?""2022-01-25 03:04:53.845"""	64.299	75.19861	75	14.12036	0.008011622
"?""2022-01-25 03:05:53.834"""	64.37946	75.12062	75	14.12776	0.00713938
"?""2022-01-25 03:06:53.837"""	64.45999	75.41969	75	14.13411	0.006086178
"?""2022-01-25 03:07:53.824"""	64.54047	75.16344	75	14.14096	0.008588503
"?""2022-01-25 03:08:53.829"""	64.62097	75.19008	75	14.15116	0.01371517
"?""2022-01-25 03:09:53.816"""	64.70148	75.05653	75	14.16482	0.01323652
"?""2022-01-25 03:10:53.821"""	64.78195	75.4285	75	14.17754	0.01127338
"?""2022-01-25 03:11:53.825"""	64.86246	75.0299	75	14.18816	0.01018505
"?""2022-01-25 03:12:53.813"""	64.94293	75.54937	75	14.19836	0.01116648
"?""2022-01-25 03:13:53.817"""	65.02347	75.00373	75	14.20895	0.01002276
"?""2022-01-25 03:14:53.807"""	65.10401	74.938	75	14.21848	0.009690768
"?""2022-01-25 03:15:53.808"""	65.18449	75.16135	75	14.22872	0.01273285
"?""2022-01-25 03:16:53.813"""	65.26501	75.33722	75	14.2414	0.0128693
"?""2022-01-25 03:17:53.784"""	65.34546	75.28555	75	14.254	0.0123466
"?""2022-01-25 03:18:53.788"""	65.42596	75.07437	75	14.26602	0.01170364
"?""2022-01-25 03:19:53.775"""	65.50647	75.14494	75	14.277	0.009996352
"?""2022-01-25 03:20:53.768"""	65.58698	75.15695	75	14.28659	0.01017303
"?""2022-01-25 03:21:53.767"""	65.66746	75.23506	75	14.2971	0.01058204
"?""2022-01-25 03:22:53.754"""	65.74793	74.96423	75	14.30762	0.01066962
"?""2022-01-25 03:23:53.759"""	65.82843	75.23229	75	14.31867	0.01122643
"?""2022-01-25 03:24:53.748"""	65.90893	75.05573	75	14.32977	0.01099479
"?""2022-01-25 03:25:53.751"""	65.98943	74.99567	75	14.34072	0.01104337
"?""2022-01-25 03:26:53.742"""	66.06991	75.4165	75	14.35216	0.01159131
"?""2022-01-25 03:27:53.726"""	66.1504	75.42959	75	14.36269	0
"?""2022-01-25 03:28:53.730"""	66.23093	74.39532	75	14.37612	0.05870999
"?""2022-01-25 03:29:53.735"""	66.31143	75.11685	75	14.38917	0.08295104
"?""2022-01-25 03:30:53.722"""	66.39189	75.05089	75	14.42931	0.02571398
"?""2022-01-25 03:31:53.726"""	66.4724	75.43008	75	14.44622	0
"?""2022-01-25 03:32:53.717"""	66.55289	75.00646	75	14.44622	0
"?""2022-01-25 03:33:53.718"""	66.6334	74.80769	75	14.47276	0.0370239
"?""2022-01-25 03:34:53.710"""	66.71387	75.52046	75	14.5003	0.02169619
"?""2022-01-25 03:35:53.710"""	66.79436	74.90468	75	14.514	0
"?""2022-01-25 03:36:53.698"""	66.87486	75.02039	75	14.514	0
"?""2022-01-25 03:37:53.702"""	66.95537	74.9438	75	14.54535	0.02922955
"?""2022-01-25 03:38:53.690"""	67.03585	75.18357	75	14.56854	0.01893778
"?""2022-01-25 03:39:53.676"""	67.1163	74.84943	75	14.56868	0
"?""2022-01-25 03:40:53.681"""	67.19685	75.13834	75	14.59342	0.03399511
"?""2022-01-25 03:41:53.673"""	67.27734	75.0536	75	14.61877	0.02004587
"?""2022-01-25 03:42:53.672"""	67.35784	74.99519	75	14.62877	0
"?""2022-01-25 03:43:53.664"""	67.43836	74.84028	75	14.63594	0.05004022
"?""2022-01-25 03:44:53.664"""	67.51882	75.06924	75	14.66819	0.0233343
"?""2022-01-25 03:45:53.669"""	67.59934	75.09848	75	14.68365	0
"?""2022-01-25 03:46:53.660"""	67.67987	76.52483	75	14.68365	0
"?""2022-01-25 03:47:53.645"""	67.76029	73.859	75	14.71151	0.03726204
"?""2022-01-25 03:48:53.648"""	67.84081	75.67853	75	14.7392	0.02161803
"?""2022-01-25 03:49:53.638"""	67.9213	74.26368	75	14.7579	0.0170099
"?""2022-01-25 03:50:53.640"""	68.00182	75.95671	75	14.7741	0.01543629
"?""2022-01-25 03:51:53.644"""	68.08231	76.69814	75	14.78841	0.01413738
"?""2022-01-25 03:52:53.632"""	68.16276	73.81714	75	14.80179	0.01264616
"?""2022-01-25 03:53:53.636"""	68.24328	77.36147	75	14.8137	0.01150326
"?""2022-01-25 03:54:53.626"""	68.32384	73.68543	75	14.82463	0.01017104
"?""2022-01-25 03:55:53.628"""	68.4043	73.32153	75	14.83362	0.008110603
"?""2022-01-25 03:56:53.617"""	68.4848	73.16711	75	14.84126	0.007955
"?""2022-01-25 03:57:53.606"""	68.56532	75.15173	75	14.84898	0.00730942
"?""2022-01-25 03:58:53.607"""	68.64577	73.26685	75	14.85593	0.006490318
"?""2022-01-25 03:59:53.596"""	68.72626	75.084	75	14.86214	0.005809171
"?""2022-01-25 04:00:53.599"""	68.80676	74.031	75	14.86751	0.004878331
"?""2022-01-25 04:01:53.591"""	68.88735	76.12395	75	14.87252	0.005853807
"?""2022-01-25 04:02:53.591"""	68.96778	74.84517	75	14.88027	0.008845135
"?""2022-01-25 04:03:53.578"""	69.04826	76.39586	75	14.88971	0.009958952
"?""2022-01-25 04:04:53.583"""	69.12876	76.20804	75	14.90015	0.010652
"?""2022-01-25 04:05:53.574"""	69.20926	76.69717	75	14.91167	0.01186637
"?""2022-01-25 04:06:53.575"""	69.28976	75.09045	75	14.92345	0.01154806
"?""2022-01-25 04:07:53.561"""	69.37025	75.50227	75	14.93488	0.01103436
"?""2022-01-25 04:08:53.549"""	69.45074	75.00566	75	14.94595	0.01073212
"?""2022-01-25 04:09:53.554"""	69.53123	76.97291	75	14.95658	0.01053485
"?""2022-01-25 04:10:53.546"""	69.61177	75.00199	75	14.96731	0.0106707
"?""2022-01-25 04:11:53.546"""	69.69228	74.84802	75	14.97837	0.0111117
"?""2022-01-25 04:12:53.534"""	69.77274	75.14993	75	14.98936	0.01052402
"?""2022-01-25 04:13:53.537"""	69.85326	75.09521	75	15.00036	0.01154798
"?""2022-01-25 04:14:53.530"""	69.93373	75.30088	75	15.01187	0.01128559
"?""2022-01-25 04:15:53.530"""	70.01425	74.92954	75	15.023	0.01099342
"?""2022-01-25 04:16:53.536"""	70.0948	75.33311	75	15.034	0.01075869
"?""2022-01-25 04:17:53.521"""	70.17526	75.2399	75	15.03775	0
"?""2022-01-25 04:18:53.508"""	70.25574	75.05972	75	15.06387	0
"?""2022-01-25 04:19:53.496"""	70.33622	75.13416	75	15.09053	0.03602915
"?""2022-01-25 04:20:53.500"""	70.41672	74.85406	75	15.1172	0.02062467
"?""2022-01-25 04:21:53.488"""	70.49718	74.93843	75	15.1265	0
"?""2022-01-25 04:22:53.492"""	70.57771	74.99857	75	15.12739	0.05714391
"?""2022-01-25 04:23:53.482"""	70.65821	74.93845	75	15.15822	0
"?""2022-01-25 04:24:53.484"""	70.73874	75.0366	75	15.17269	0.04456865
"?""2022-01-25 04:25:53.472"""	70.8192	75.16832	75	15.20297	0.02277412
"?""2022-01-25 04:26:53.475"""	70.8997	74.61146	75	15.22206	0.01652011
"?""2022-01-25 04:27:53.463"""	70.98018	75.06178	75	15.23735	0.01406345
"?""2022-01-25 04:28:53.451"""	71.06068	75.00489	75	15.23878	0
"?""2022-01-25 04:29:53.441"""	71.14115	74.75092	75	15.25035	0.0475645
"?""2022-01-25 04:30:53.443"""	71.22166	75.0061	75	15.27269	0
"?""2022-01-25 04:31:53.447"""	71.30219	75.09287	75	15.29204	0.03744152
"?""2022-01-25 04:32:53.434"""	71.38266	75.11158	75	15.31909	0.02037263
"?""2022-01-25 04:33:53.423"""	71.46314	75.02158	75	15.33562	0
"?""2022-01-25 04:34:53.426"""	71.54366	75.13259	75	15.33562	0
"?""2022-01-25 04:35:53.419"""	71.62415	74.90878	75	15.36328	0.02614654
"?""2022-01-25 04:36:53.418"""	71.70465	75.35355	75	15.38411	0.01702052
"?""2022-01-25 04:37:53.406"""	71.7851	74.58144	75	15.39967	0.01478173
"?""2022-01-25 04:38:53.409"""	71.86559	75.15235	75	15.4135	0.01265006
"?""2022-01-25 04:39:53.400"""	71.94608	74.64652	75	15.42613	0.01226754
"?""2022-01-25 04:40:53.402"""	72.02657	74.5944	75	15.43837	0.01145291
"?""2022-01-25 04:41:53.389"""	72.10708	74.63185	75	15.45007	0.01138469
"?""2022-01-25 04:42:53.382"""	72.18757	74.89407	75	15.46105	0.0105306
"?""2022-01-25 04:43:53.380"""	72.26805	75.0097	75	15.47118	0.009391605
"?""2022-01-25 04:44:53.386"""	72.34856	75.07726	75	15.4805	0.009080011
"?""2022-01-25 04:45:53.374"""	72.42905	74.91752	75	15.48951	0.008645083
"?""2022-01-25 04:46:53.378"""	72.50954	74.9418	75	15.49804	0.008207001
"?""2022-01-25 04:47:53.365"""	72.59005	75.15817	75	15.50609	0.007656006
"?""2022-01-25 04:48:53.355"""	72.67053	75.11105	75	15.51361	0.007536371
"?""2022-01-25 04:49:53.356"""	72.75105	75.09895	75	15.52096	0.006985694
"?""2022-01-25 04:50:53.344"""	72.83155	74.7414	75	15.5278	0.006995984
"?""2022-01-25 04:51:53.331"""	72.91206	74.89536	75	15.53627	0.009667485
"?""2022-01-25 04:52:53.335"""	72.99256	74.82388	75	15.54662	0.01080064
"?""2022-01-25 04:53:53.323"""	73.07307	74.89963	75	15.55758	0.01091031
"?""2022-01-25 04:54:53.327"""	73.15356	75.08598	75	15.56895	0.01137229
"?""2022-01-25 04:55:53.315"""	73.23405	74.96382	75	15.58107	0.0126634
"?""2022-01-25 04:56:53.319"""	73.31457	74.93293	75	15.59357	0.0123433
"?""2022-01-25 04:57:53.323"""	73.39507	75.23267	75	15.6058	0.01206966
"?""2022-01-25 04:58:53.315"""	73.47558	75.12676	75	15.61781	0.01193797
"?""2022-01-25 04:59:53.315"""	73.55605	75.07697	75	15.6295	0.0107284
"?""2022-01-25 05:00:53.303"""	73.63654	75.06365	75	15.64057	0.01070422
"?""2022-01-25 05:01:53.306"""	73.71703	74.90004	75	15.6514	0.01112676
"?""2022-01-25 05:02:53.294"""	73.79754	75.17954	75	15.66262	0.01116554
"?""2022-01-25 05:03:53.287"""	73.87802	74.74023	75	15.67362	0.01081066
"?""2022-01-25 05:04:53.288"""	73.95856	75.05273	75	15.68399	0.009690464
"?""2022-01-25 05:05:53.292"""	74.039	75.14108	75	15.69337	0.009157704
"?""2022-01-25 05:06:53.279"""	74.11951	75.03621	75	15.70276	0.01061896
"?""2022-01-25 05:07:53.282"""	74.19999	75.01549	75	15.71374	0.01172555
"?""2022-01-25 05:08:53.270"""	74.28049	74.89957	75	15.72563	0.0118965
"?""2022-01-25 05:09:53.274"""	74.36098	74.91182	75	15.73747	0.01168839
"?""2022-01-25 05:10:53.278"""	74.4415	75.15397	75	15.74899	0.009700282
"?""2022-01-25 05:11:53.267"""	74.52199	75.07475	75	15.75978	0.01090422
"?""2022-01-25 05:12:53.270"""	74.60251	75.16134	75	15.77058	0.01110242
"?""2022-01-25 05:13:53.274"""	74.68302	74.94918	75	15.78179	0.01131657
"?""2022-01-25 05:14:53.261"""	74.76353	74.86316	75	15.79303	0.01147887
"?""2022-01-25 05:15:53.266"""	74.84399	74.94216	75	15.80419	0.01089945
"?""2022-01-25 05:16:53.270"""	74.92451	74.77704	75	15.81524	0.0111859
"?""2022-01-25 05:17:53.258"""	75.00501	74.94859	75	15.82652	0.0114483
"?""2022-01-25 05:18:53.245"""	75.08551	74.73923	75	15.83828	0.01173403
"?""2022-01-25 05:19:53.250"""	75.16599	75.02581	75	15.84998	0.01157347
"?""2022-01-25 05:20:53.239"""	75.24649	74.82417	75	15.86148	0.01173296
"?""2022-01-25 05:21:53.242"""	75.327	74.66249	75	15.87331	0.01201146
"?""2022-01-25 05:22:53.246"""	75.40751	75.02581	75	15.88536	0.01199497
"?""2022-01-25 05:23:53.235"""	75.48801	74.82922	75	15.89708	0.0116283
"?""2022-01-25 05:24:53.237"""	75.56849	74.83594	75	15.90856	0.01167818
"?""2022-01-25 05:25:53.242"""	75.64902	74.88384	75	15.91989	0.01153404
"?""2022-01-25 05:26:53.229"""	75.72948	74.77624	75	15.93113	0.01090633
"?""2022-01-25 05:27:53.217"""	75.80999	74.88551	75	15.94254	0.01170388
"?""2022-01-25 05:28:53.222"""	75.89046	75.01936	75	15.95423	0.0117392
"?""2022-01-25 05:29:53.213"""	75.97099	74.78249	75	15.96586	0.01159568
"?""2022-01-25 05:30:53.214"""	76.05146	75.08913	75	15.97713	0.01107353
"?""2022-01-25 05:31:53.217"""	76.13198	74.99084	75	15.9883	0.01151573
"?""2022-01-25 05:32:53.208"""	76.21246	74.92307	75	15.99989	0.01157739
"?""2022-01-25 05:33:53.210"""	76.29294	75.19224	75	16.01145	0.01145833
"?""2022-01-25 05:34:53.213"""	76.37347	75.01499	75	16.02269	0.01114374
"?""2022-01-25 05:35:53.200"""	76.45396	74.8728	75	16.02868	0
"?""2022-01-25 05:36:53.205"""	76.53448	75.12172	75	16.06134	0.03165251
"?""2022-01-25 05:37:53.193"""	76.61496	74.89614	75	16.06551	0.01483539
"?""2022-01-25 05:38:53.184"""	76.69547	74.72332	75	16.10051	0.02462762
"?""2022-01-25 05:39:53.184"""	76.77596	74.95836	75	16.12069	0.0172315
"?""2022-01-25 05:40:53.174"""	76.85641	75.07374	75	16.13309	0
"?""2022-01-25 05:41:53.163"""	76.93696	75.01888	75	16.13309	0
"?""2022-01-25 05:42:53.164"""	77.01746	74.93164	75	16.15603	0.04329273
"?""2022-01-25 05:43:53.168"""	77.09796	74.84075	75	16.17204	0
"?""2022-01-25 05:44:53.158"""	77.1785	75.02837	75	16.19681	0.03432427
"?""2022-01-25 05:45:53.160"""	77.25895	74.8296	75	16.22216	0.019765
"?""2022-01-25 05:46:53.165"""	77.33944	75.07633	75	16.233	0
"?""2022-01-25 05:47:53.154"""	77.41995	75.03967	75	16.23313	0.005623402
"?""2022-01-25 05:48:53.156"""	77.50045	75.05152	75	16.26944	0.02466005
"?""2022-01-25 05:49:53.144"""	77.58094	74.85726	75	16.28978	0.01702804
"?""2022-01-25 05:50:53.148"""	77.66147	75.15912	75	16.29017	0
"?""2022-01-25 05:51:53.136"""	77.74193	74.84702	75	16.31232	0.04091284
"?""2022-01-25 05:52:53.140"""	77.82248	74.82294	75	16.34046	0.02082242
"?""2022-01-25 05:53:53.129"""	77.90291	74.73228	75	16.34719	0
"?""2022-01-25 05:54:53.131"""	77.98343	74.95019	75	16.36059	0.04620026
"?""2022-01-25 05:55:53.118"""	78.06391	74.79353	75	16.39134	0.02268338
"?""2022-01-25 05:56:53.123"""	78.14442	74.79604	75	16.40993	0.01706182
"?""2022-01-25 05:57:53.110"""	78.22488	74.82041	75	16.42565	0.01462317
"?""2022-01-25 05:58:53.115"""	78.3054	74.80354	75	16.4311	0
"?""2022-01-25 05:59:53.102"""	78.38589	75.00665	75	16.43122	0.01139888
"?""2022-01-25 06:00:53.094"""	78.46641	75.05099	75	16.46796	0.02425158
"?""2022-01-25 06:01:53.094"""	78.54688	75.0302	75	16.4873	0.01617163
