Time	MFC IN Counter value ls	MFC IN Measure sccm	MFC IN Setpoint sccm	Meter Out Counter value ls	Meter Out Measure ls/min
"?""2022-01-24 18:56:55.697"""	25.02223	75.05438	75	6.4739	0.04363712
"?""2022-01-24 18:57:55.701"""	25.10269	74.82676	75	6.496639	0
"?""2022-01-24 18:58:55.689"""	25.18314	74.86279	75	6.496639	0
"?""2022-01-24 18:59:55.676"""	25.26358	74.99921	75	6.533382	0
"?""2022-01-24 19:00:55.680"""	25.34409	74.72073	75	6.533382	0
"?""2022-01-24 19:01:55.672"""	25.42456	74.95656	75	6.573847	0.04043212
"?""2022-01-24 19:02:55.672"""	25.50501	75.07722	75	6.59516	0
"?""2022-01-24 19:03:55.662"""	25.58546	74.86902	75	6.59516	0
"?""2022-01-24 19:04:55.664"""	25.66595	74.89661	75	6.633943	0.03486115
"?""2022-01-24 19:05:55.670"""	25.74639	74.88029	75	6.641446	0
"?""2022-01-24 19:06:55.656"""	25.82686	74.87956	75	6.660013	0.05465833
"?""2022-01-24 19:07:55.660"""	25.9073	74.97594	75	6.698512	0.029333
"?""2022-01-24 19:08:55.664"""	25.98777	74.84987	75	6.699965	0
"?""2022-01-24 19:09:55.651"""	26.06822	75.05058	75	6.718555	0.0527091
"?""2022-01-24 19:10:55.656"""	26.14873	75.02897	75	6.747133	0
"?""2022-01-24 19:11:55.646"""	26.22917	74.87737	75	6.747133	0
"?""2022-01-24 19:12:55.648"""	26.30965	74.93224	75	6.790051	0
"?""2022-01-24 19:13:55.652"""	26.39013	75.1925	75	6.790051	0
"?""2022-01-24 19:14:55.643"""	26.47062	74.9128	75	6.828733	0.03454532
"?""2022-01-24 19:15:55.644"""	26.55104	75.03308	75	6.842429	0
"?""2022-01-24 19:16:55.648"""	26.63151	74.65211	75	6.842429	0
"?""2022-01-24 19:17:55.620"""	26.71194	74.95364	75	6.88696	0
"?""2022-01-24 19:18:55.624"""	26.79239	74.98619	75	6.88696	0
"?""2022-01-24 19:19:55.628"""	26.87288	74.77734	75	6.922249	0.03677101
"?""2022-01-24 19:20:55.615"""	26.95335	74.97923	75	6.928842	0
"?""2022-01-24 19:21:55.619"""	27.03382	74.78451	75	6.955148	0.04571436
"?""2022-01-24 19:22:55.607"""	27.1143	74.99236	75	6.989939	0.02847074
"?""2022-01-24 19:23:55.600"""	27.19477	75.11465	75	7.013638	0.01880817
"?""2022-01-24 19:24:55.599"""	27.27522	74.93717	75	7.018334	0
"?""2022-01-24 19:25:55.586"""	27.35571	75.8612	75	7.018334	0
"?""2022-01-24 19:26:55.591"""	27.43621	73.85976	75	7.045805	0.04537675
"?""2022-01-24 19:27:55.578"""	27.51669	74.93676	75	7.069245	0
"?""2022-01-24 19:28:55.582"""	27.59717	75.15918	75	7.070637	0.07266688
"?""2022-01-24 19:29:55.586"""	27.67766	74.7234	75	7.107267	0
"?""2022-01-24 19:30:55.573"""	27.75812	75.55441	75	7.117129	0.05856674
"?""2022-01-24 19:31:55.579"""	27.83859	76.42456	75	7.155359	0
"?""2022-01-24 19:32:55.560"""	27.91907	75.11515	75	7.155359	0
"?""2022-01-24 19:33:55.553"""	27.99957	75.10321	75	7.184301	0.03883537
"?""2022-01-24 19:34:55.563"""	28.08	76.2282	75	7.203524	0
"?""2022-01-24 19:35:55.562"""	28.1605	74.93307	75	7.209241	0.0812052
"?""2022-01-24 19:36:55.552"""	28.24093	75.16263	75	7.240958	0
"?""2022-01-24 19:37:55.538"""	28.32143	74.84093	75	7.245796	0.09511492
"?""2022-01-24 19:38:55.541"""	28.40186	74.96395	75	7.290153	0.0283865
"?""2022-01-24 19:39:55.530"""	28.48236	74.9217	75	7.301516	0
"?""2022-01-24 19:40:55.533"""	28.5628	74.91631	75	7.301516	0
"?""2022-01-24 19:41:55.523"""	28.6433	75.00358	75	7.333992	0
"?""2022-01-24 19:42:55.525"""	28.72374	75.11825	75	7.346159	0.05738532
"?""2022-01-24 19:43:55.517"""	28.80419	74.79279	75	7.384098	0.02825354
"?""2022-01-24 19:44:55.512"""	28.88466	75.00661	75	7.386652	0
"?""2022-01-24 19:45:55.504"""	28.96512	74.95309	75	7.412448	0.03673872
"?""2022-01-24 19:46:55.508"""	29.04561	75.13062	75	7.423541	0
"?""2022-01-24 19:47:55.498"""	29.12607	74.8141	75	7.447844	0.04528574
"?""2022-01-24 19:48:55.489"""	29.20655	74.9652	75	7.472283	0
"?""2022-01-24 19:49:55.488"""	29.28701	74.97736	75	7.478409	0.05974138
"?""2022-01-24 19:50:55.492"""	29.36748	74.97281	75	7.512542	0
"?""2022-01-24 19:51:55.482"""	29.44793	75.14807	75	7.512542	0
"?""2022-01-24 19:52:55.485"""	29.52842	74.58144	75	7.551746	0.0322154
"?""2022-01-24 19:53:55.488"""	29.60887	74.89175	75	7.556307	0
"?""2022-01-24 19:54:55.477"""	29.68935	74.85634	75	7.570271	0
"?""2022-01-24 19:55:55.480"""	29.76984	74.93261	75	7.60709	0.03612844
"?""2022-01-24 19:56:55.467"""	29.85034	74.86002	75	7.610128	0
"?""2022-01-24 19:57:55.456"""	29.93076	75.26038	75	7.647311	0.03469258
"?""2022-01-24 19:58:55.459"""	30.01125	74.96298	75	7.651491	0
"?""2022-01-24 19:59:55.451"""	30.09173	75.19489	75	7.663408	0.005587945
"?""2022-01-24 20:00:55.451"""	30.17216	74.74284	75	7.705597	0.03194987
"?""2022-01-24 20:01:55.442"""	30.25267	74.95856	75	7.711293	0
"?""2022-01-24 20:02:55.443"""	30.33308	75.08614	75	7.729767	0.04392939
"?""2022-01-24 20:03:55.432"""	30.41354	75.00154	75	7.763695	0.027878
"?""2022-01-24 20:04:55.435"""	30.494	74.71683	75	7.764064	0
"?""2022-01-24 20:05:55.422"""	30.57445	75.15231	75	7.787394	0.0385361
"?""2022-01-24 20:06:55.426"""	30.65491	74.79166	75	7.800438	0
"?""2022-01-24 20:07:55.414"""	30.7354	74.71438	75	7.829571	0.03671572
"?""2022-01-24 20:08:55.401"""	30.81583	75.3415	75	7.850939	0
"?""2022-01-24 20:09:55.406"""	30.89631	75.24966	75	7.850939	0
"?""2022-01-24 20:10:55.394"""	30.97678	74.85031	75	7.885961	0.03407822
"?""2022-01-24 20:11:55.381"""	31.05728	74.84535	75	7.909002	0
"?""2022-01-24 20:12:55.385"""	31.13775	75.01018	75	7.909002	0
"?""2022-01-24 20:13:55.375"""	31.21833	74.62073	75	7.93848	0.05423978
"?""2022-01-24 20:14:55.377"""	31.29873	74.71206	75	7.978705	0.03039262
"?""2022-01-24 20:15:55.364"""	31.37921	74.64571	75	7.993364	0
"?""2022-01-24 20:16:55.369"""	31.45968	74.99801	75	7.993364	0
"?""2022-01-24 20:17:55.372"""	31.5402	75.05142	75	7.998882	0.06854333
"?""2022-01-24 20:18:55.362"""	31.62065	75.25886	75	8.031449	0.03954876
"?""2022-01-24 20:19:55.365"""	31.70112	74.82011	75	8.061923	0.02551877
"?""2022-01-24 20:20:55.368"""	31.78159	75.07907	75	8.075331	0
"?""2022-01-24 20:21:55.374"""	31.8621	73.69584	75	8.075331	0
"?""2022-01-24 20:22:55.363"""	31.94261	75.17089	75	8.098975	0.0402006
"?""2022-01-24 20:23:55.365"""	32.02309	75.03873	75	8.10816	0
"?""2022-01-24 20:24:55.355"""	32.10358	74.71559	75	8.139708	0.03943476
"?""2022-01-24 20:25:55.357"""	32.18402	74.78718	75	8.170555	0.02529828
"?""2022-01-24 20:26:55.361"""	32.26451	75.0464	75	8.178628	0
"?""2022-01-24 20:27:55.348"""	32.34496	75.02135	75	8.180623	0.04648353
"?""2022-01-24 20:28:55.352"""	32.42546	75.11838	75	8.199013	0
"?""2022-01-24 20:29:55.342"""	32.50594	75.0434	75	8.234763	0.03301459
"?""2022-01-24 20:30:55.344"""	32.58641	74.86678	75	8.261452	0.02159601
"?""2022-01-24 20:31:55.334"""	32.66685	75.01909	75	8.262679	0
"?""2022-01-24 20:32:55.337"""	32.74736	74.8146	75	8.281736	0.03863639
"?""2022-01-24 20:33:55.344"""	32.82783	75.05606	75	8.288304	0
"?""2022-01-24 20:34:55.329"""	32.9083	74.97987	75	8.32559	0.03219426
"?""2022-01-24 20:35:55.318"""	32.98872	74.80436	75	8.348391	0
"?""2022-01-24 20:36:55.320"""	33.06921	74.71277	75	8.348391	0
"?""2022-01-24 20:37:55.309"""	33.14971	74.86863	75	8.374242	0.03358134
"?""2022-01-24 20:38:55.312"""	33.23018	75.03643	75	8.379479	0
"?""2022-01-24 20:39:55.299"""	33.31061	75.07362	75	8.415611	0.0351207
"?""2022-01-24 20:40:55.304"""	33.39108	74.89356	75	8.440693	0
"?""2022-01-24 20:41:55.292"""	33.47155	74.94359	75	8.440693	0
"?""2022-01-24 20:42:55.295"""	33.55203	74.96336	75	8.459693	0.04668539
"?""2022-01-24 20:43:55.288"""	33.63251	74.98946	75	8.493404	0.02517978
"?""2022-01-24 20:44:55.287"""	33.71296	74.86597	75	8.515283	0.01981018
"?""2022-01-24 20:45:55.277"""	33.79344	74.90751	75	8.52644	0
"?""2022-01-24 20:46:55.279"""	33.87389	74.93655	75	8.52644	0
"?""2022-01-24 20:47:55.270"""	33.95443	75.02207	75	8.542584	0.05232716
"?""2022-01-24 20:48:55.271"""	34.03488	74.85741	75	8.566183	0
"?""2022-01-24 20:49:55.275"""	34.11537	75.24883	75	8.58255	0.04620385
"?""2022-01-24 20:50:55.263"""	34.19583	74.94891	75	8.615513	0.02519913
"?""2022-01-24 20:51:55.267"""	34.27629	75.67085	75	8.61802	0
"?""2022-01-24 20:52:55.259"""	34.35678	74.7429	75	8.640265	0.03736583
"?""2022-01-24 20:53:55.258"""	34.43728	75.0741	75	8.658835	0
"?""2022-01-24 20:54:55.265"""	34.51781	74.81705	75	8.662014	0.07379775
"?""2022-01-24 20:55:55.250"""	34.59823	75.02381	75	8.701958	0.02860375
"?""2022-01-24 20:56:55.254"""	34.67871	74.86485	75	8.716749	0
"?""2022-01-24 20:57:55.242"""	34.75923	74.89999	75	8.716749	0
"?""2022-01-24 20:58:55.229"""	34.83966	74.78625	75	8.747402	0
"?""2022-01-24 20:59:55.234"""	34.92014	74.83031	75	8.760155	0.05483474
"?""2022-01-24 21:00:55.226"""	35.00061	74.93523	75	8.796323	0.02745337
"?""2022-01-24 21:01:55.226"""	35.0811	74.8373	75	8.805622	0
"?""2022-01-24 21:02:55.230"""	35.16161	75.09274	75	8.808905	0.07520808
"?""2022-01-24 21:03:55.218"""	35.24206	75.18298	75	8.846972	0.02647419
"?""2022-01-24 21:04:55.226"""	35.32252	74.97158	75	8.8576	0
"?""2022-01-24 21:05:55.226"""	35.40301	74.94059	75	8.868321	0.05051968
"?""2022-01-24 21:06:55.230"""	35.4835	74.95202	75	8.901601	0.02504926
"?""2022-01-24 21:07:55.218"""	35.56396	74.86234	75	8.924318	0.0200757
"?""2022-01-24 21:08:55.222"""	35.64441	74.90842	75	8.938733	0
"?""2022-01-24 21:09:55.211"""	35.72494	74.83483	75	8.938733	0
"?""2022-01-24 21:10:55.214"""	35.80539	75.0477	75	8.944416	0.08880996
"?""2022-01-24 21:11:55.218"""	35.88586	74.97882	75	8.983757	0.02481456
"?""2022-01-24 21:12:55.209"""	35.96635	75.01295	75	9.003962	0.01666817
"?""2022-01-24 21:13:55.210"""	36.04677	74.81609	75	9.015709	0
"?""2022-01-24 21:14:55.214"""	36.12732	75.12508	75	9.015709	0
"?""2022-01-24 21:15:55.202"""	36.20778	75.05647	75	9.031767	0.05140778
"?""2022-01-24 21:16:55.206"""	36.28825	74.87048	75	9.0667	0.02577512
"?""2022-01-24 21:17:55.194"""	36.36871	74.76627	75	9.084625	0
"?""2022-01-24 21:18:55.199"""	36.44919	74.94926	75	9.084625	0
"?""2022-01-24 21:19:55.187"""	36.52964	74.67107	75	9.107938	0.03816059
"?""2022-01-24 21:20:55.190"""	36.61021	75.14412	75	9.136494	0.02204861
"?""2022-01-24 21:21:55.179"""	36.69065	74.77969	75	9.136883	0
"?""2022-01-24 21:22:55.182"""	36.77115	74.74075	75	9.160934	0.0386212
"?""2022-01-24 21:23:55.172"""	36.85159	75.24399	75	9.173864	0
"?""2022-01-24 21:24:55.173"""	36.93207	74.81852	75	9.195874	0.04134511
"?""2022-01-24 21:25:55.164"""	37.01252	74.86621	75	9.224735	0
"?""2022-01-24 21:26:55.165"""	37.09299	75.00663	75	9.224735	0
"?""2022-01-24 21:27:55.154"""	37.1735	75.01369	75	9.249696	0.03854708
"?""2022-01-24 21:28:55.143"""	37.25394	74.73931	75	9.278814	0.02336591
"?""2022-01-24 21:29:55.144"""	37.3344	74.90427	75	9.295571	0
"?""2022-01-24 21:30:55.149"""	37.41494	75.0303	75	9.295571	0
"?""2022-01-24 21:31:55.153"""	37.49541	74.9011	75	9.31779	0.03887488
"?""2022-01-24 21:32:55.140"""	37.57588	74.97231	75	9.338902	0
"?""2022-01-24 21:33:55.128"""	37.65633	75.15414	75	9.339647	0.0574412
"?""2022-01-24 21:34:55.121"""	37.73682	75.05917	75	9.379613	0.02577742
"?""2022-01-24 21:35:55.120"""	37.8173	74.79971	75	9.395356	0
"?""2022-01-24 21:36:55.110"""	37.89776	74.82441	75	9.395356	0
"?""2022-01-24 21:37:55.095"""	37.97824	74.96258	75	9.425515	0.03316983
"?""2022-01-24 21:38:55.099"""	38.05867	74.85243	75	9.451625	0.02134445
"?""2022-01-24 21:39:55.089"""	38.13915	74.80574	75	9.470605	0.01680291
"?""2022-01-24 21:40:55.091"""	38.21964	75.03034	75	9.473832	0
"?""2022-01-24 21:41:55.082"""	38.30012	74.77172	75	9.477725	0.0468247
"?""2022-01-24 21:42:55.083"""	38.38065	75.13604	75	9.512573	0
"?""2022-01-24 21:43:55.087"""	38.46112	75.20685	75	9.512573	0
"?""2022-01-24 21:44:55.075"""	38.54158	74.95391	75	9.546599	0.03201171
"?""2022-01-24 21:45:55.062"""	38.62206	74.93537	75	9.562982	0
"?""2022-01-24 21:46:55.053"""	38.70253	74.8009	75	9.563133	0.0135567
"?""2022-01-24 21:47:55.040"""	38.78299	74.99661	75	9.597877	0
"?""2022-01-24 21:48:55.041"""	38.86356	74.78484	75	9.604184	0.0568198
"?""2022-01-24 21:49:55.033"""	38.94402	75.1243	75	9.640412	0.02623235
"?""2022-01-24 21:50:55.033"""	39.02447	75.01639	75	9.654626	0
"?""2022-01-24 21:51:55.037"""	39.10495	74.84306	75	9.654626	0
"?""2022-01-24 21:52:55.042"""	39.18546	74.95168	75	9.686853	0.03201755
"?""2022-01-24 21:53:55.032"""	39.26593	75.16302	75	9.712255	0.02139143
"?""2022-01-24 21:54:55.033"""	39.3464	74.78474	75	9.731063	0.01695573
"?""2022-01-24 21:55:55.024"""	39.42686	74.96401	75	9.734668	0
"?""2022-01-24 21:56:55.013"""	39.50734	75.073	75	9.734668	0
"?""2022-01-24 21:57:55.002"""	39.58784	74.85903	75	9.773022	0.02864923
"?""2022-01-24 21:58:55.000"""	39.6683	74.98917	75	9.796692	0.02028706
"?""2022-01-24 21:59:55.007"""	39.74879	74.8838	75	9.813189	0
"?""2022-01-24 22:00:54.993"""	39.82927	75.05193	75	9.813189	0
"?""2022-01-24 22:01:54.985"""	39.90974	74.95908	75	9.821098	0.05082606
"?""2022-01-24 22:02:54.984"""	39.99023	74.98837	75	9.857046	0.02510168
"?""2022-01-24 22:03:54.972"""	40.07067	74.93661	75	9.877654	0.01742774
"?""2022-01-24 22:04:54.963"""	40.15118	75.132	75	9.893656	0.01499998
"?""2022-01-24 22:05:54.965"""	40.23164	74.78548	75	9.898651	0
"?""2022-01-24 22:06:54.951"""	40.31216	75.03458	75	9.898651	0
"?""2022-01-24 22:07:54.955"""	40.39265	74.66431	75	9.934241	0.02798071
"?""2022-01-24 22:08:54.959"""	40.47311	74.87921	75	9.950297	0
"?""2022-01-24 22:09:54.964"""	40.55362	74.87462	75	9.955018	0.04364254
"?""2022-01-24 22:10:54.951"""	40.63406	74.7557	75	9.98829	0.02359707
"?""2022-01-24 22:11:54.942"""	40.71458	74.83906	75	9.998557	0
"?""2022-01-24 22:12:54.943"""	40.79505	74.92932	75	9.998557	0
"?""2022-01-24 22:13:54.948"""	40.87553	75.0695	75	10.03938	0.02837737
"?""2022-01-24 22:14:54.934"""	40.95596	75.85001	75	10.06195	0.01869553
"?""2022-01-24 22:15:54.922"""	41.03646	75.04382	75	10.07829	0
"?""2022-01-24 22:16:54.910"""	41.11691	75.1247	75	10.07829	0
"?""2022-01-24 22:17:54.897"""	41.19739	74.89079	75	10.07849	0.02639314
"?""2022-01-24 22:18:54.902"""	41.27785	74.77643	75	10.12213	0.02738896
"?""2022-01-24 22:19:54.907"""	41.35843	74.85579	75	10.1444	0.01907321
"?""2022-01-24 22:20:54.894"""	41.43888	74.95963	75	10.16056	0.01335231
"?""2022-01-24 22:21:54.898"""	41.51937	73.49215	75	10.16631	0
"?""2022-01-24 22:22:54.888"""	41.59989	74.85178	75	10.16631	0
"?""2022-01-24 22:23:54.890"""	41.68037	74.835	75	10.19041	0.04028823
"?""2022-01-24 22:24:54.880"""	41.76083	74.93205	75	10.21877	0.02221557
"?""2022-01-24 22:25:54.882"""	41.84136	75.05436	75	10.22313	0
"?""2022-01-24 22:26:54.873"""	41.92179	75.03867	75	10.23229	0.07055258
"?""2022-01-24 22:27:54.873"""	42.00229	74.85693	75	10.27129	0.02611573
"?""2022-01-24 22:28:54.878"""	42.08277	74.87573	75	10.29291	0.01850086
"?""2022-01-24 22:29:54.869"""	42.16324	74.97112	75	10.30947	0.01505039
"?""2022-01-24 22:30:54.869"""	42.24372	74.88671	75	10.32331	0.01288004
"?""2022-01-24 22:31:54.873"""	42.32423	74.77584	75	10.33517	0.0113326
"?""2022-01-24 22:32:54.865"""	42.4047	74.89803	75	10.34611	0.0105454
"?""2022-01-24 22:33:54.865"""	42.48523	74.90466	75	10.35644	0.009689587
"?""2022-01-24 22:34:54.853"""	42.56568	74.68874	75	10.36665	0.00944212
"?""2022-01-24 22:35:54.857"""	42.64618	75.0163	75	10.37539	0.008555574
"?""2022-01-24 22:36:54.862"""	42.7267	74.89685	75	10.38376	0.008044899
"?""2022-01-24 22:37:54.849"""	42.80717	74.97437	75	10.39183	0.008081805
"?""2022-01-24 22:38:54.853"""	42.88767	74.77329	75	10.39969	0.007547128
"?""2022-01-24 22:39:54.844"""	42.96817	74.8339	75	10.407	0.007091607
"?""2022-01-24 22:40:54.845"""	43.04866	74.79568	75	10.41372	0.00635582
"?""2022-01-24 22:41:54.833"""	43.12912	74.81613	75	10.41977	0.005974177
"?""2022-01-24 22:42:54.844"""	43.20966	75.1068	75	10.42578	0.006926095
"?""2022-01-24 22:43:54.825"""	43.2901	75.04297	75	10.43221	0
"?""2022-01-24 22:44:54.829"""	43.37061	74.91625	75	10.44002	0.09275392
"?""2022-01-24 22:45:54.833"""	43.45108	75.13375	75	10.47984	0.02080448
"?""2022-01-24 22:46:54.820"""	43.53154	74.90151	75	10.49791	0.01614272
"?""2022-01-24 22:47:54.807"""	43.61202	74.8347	75	10.51035	0
"?""2022-01-24 22:48:54.812"""	43.69252	75.13023	75	10.51035	0
"?""2022-01-24 22:49:54.799"""	43.77302	74.68771	75	10.52485	0.05540651
"?""2022-01-24 22:50:54.803"""	43.85352	74.73209	75	10.56022	0.02405294
"?""2022-01-24 22:51:54.794"""	43.93398	74.90855	75	10.56086	0
"?""2022-01-24 22:52:54.795"""	44.01445	74.88506	75	10.58902	0.03505568
"?""2022-01-24 22:53:54.799"""	44.09498	75.02441	75	10.60227	0
"?""2022-01-24 22:54:54.805"""	44.17549	74.85415	75	10.62235	0.03936731
"?""2022-01-24 22:55:54.793"""	44.25597	74.8991	75	10.65162	0.02350581
"?""2022-01-24 22:56:54.781"""	44.33643	74.91464	75	10.66087	0
"?""2022-01-24 22:57:54.767"""	44.41688	75.17131	75	10.66087	0
"?""2022-01-24 22:58:54.771"""	44.49739	74.94017	75	10.68446	0
"?""2022-01-24 22:59:54.759"""	44.57786	74.97411	75	10.71693	0.02843608
"?""2022-01-24 23:00:54.753"""	44.65835	75.08556	75	10.73994	0.01922418
"?""2022-01-24 23:01:54.750"""	44.73883	74.98237	75	10.75263	0
"?""2022-01-24 23:02:54.755"""	44.81936	75.04959	75	10.75263	0
"?""2022-01-24 23:03:54.760"""	44.89987	75.02112	75	10.76749	0.05561973
"?""2022-01-24 23:04:54.750"""	44.98034	74.90099	75	10.80243	0.02430261
"?""2022-01-24 23:05:54.738"""	45.06081	74.89227	75	10.82268	0.01730637
"?""2022-01-24 23:06:54.738"""	45.14127	75.02193	75	10.8332	0
"?""2022-01-24 23:07:54.709"""	45.22173	74.97774	75	10.8332	0
"?""2022-01-24 23:08:54.713"""	45.30226	74.94141	75	10.84844	0
"?""2022-01-24 23:09:54.718"""	45.38277	74.89509	75	10.87686	0.03562842
"?""2022-01-24 23:10:54.706"""	45.46322	74.92048	75	10.90355	0.02001314
"?""2022-01-24 23:11:54.709"""	45.54372	74.84368	75	10.92044	0.01483291
"?""2022-01-24 23:12:54.697"""	45.62419	75.06071	75	10.93443	0.01336246
"?""2022-01-24 23:13:54.684"""	45.70465	74.80009	75	10.94806	0.01328004
"?""2022-01-24 23:14:54.689"""	45.78514	74.92141	75	10.96077	0.01272786
"?""2022-01-24 23:15:54.693"""	45.86563	75.14262	75	10.97285	0.01194706
"?""2022-01-24 23:16:54.680"""	45.94613	74.95267	75	10.98494	0.01177381
"?""2022-01-24 23:17:54.672"""	46.0266	74.98545	75	10.99571	0.01091413
"?""2022-01-24 23:18:54.673"""	46.10709	74.99081	75	11.00626	0.009741055
"?""2022-01-24 23:19:54.662"""	46.18756	75.31534	75	11.01637	0.009758386
"?""2022-01-24 23:20:54.663"""	46.26805	74.70221	75	11.02701	0.010651
"?""2022-01-24 23:21:54.652"""	46.34852	75.0788	75	11.03765	0.01051401
"?""2022-01-24 23:22:54.656"""	46.42903	74.92143	75	11.04717	0.009646025
"?""2022-01-24 23:23:54.643"""	46.50949	74.66331	75	11.05691	0.01018686
"?""2022-01-24 23:24:54.648"""	46.59002	75.10605	75	11.06765	0.01090025
"?""2022-01-24 23:25:54.638"""	46.67046	74.95106	75	11.07806	0.01025553
"?""2022-01-24 23:26:54.640"""	46.75098	74.851	75	11.08836	0.01056145
"?""2022-01-24 23:27:54.627"""	46.83142	74.80554	75	11.09878	0.01045371
"?""2022-01-24 23:28:54.632"""	46.91195	75.06177	75	11.1069	0
"?""2022-01-24 23:29:54.623"""	46.99242	75.26766	75	11.1069	0
"?""2022-01-24 23:30:54.610"""	47.07297	74.96338	75	11.115	0
"?""2022-01-24 23:31:54.612"""	47.15344	74.82321	75	11.1467	0.04135134
"?""2022-01-24 23:32:54.614"""	47.23398	74.96484	75	11.17567	0.02212298
"?""2022-01-24 23:33:54.604"""	47.31443	74.89851	75	11.19427	0.01619098
"?""2022-01-24 23:34:54.608"""	47.39494	74.77263	75	11.19788	0
"?""2022-01-24 23:35:54.594"""	47.47543	75.09571	75	11.19788	0
"?""2022-01-24 23:36:54.586"""	47.5559	75.05331	75	11.23579	0.02999358
"?""2022-01-24 23:37:54.569"""	47.63635	74.98502	75	11.25887	0.01782169
"?""2022-01-24 23:38:54.557"""	47.71681	74.97677	75	11.27443	0.0149273
"?""2022-01-24 23:39:54.560"""	47.79731	74.91125	75	11.28693	0
"?""2022-01-24 23:40:54.549"""	47.87781	75.15491	75	11.28693	0
"?""2022-01-24 23:41:54.553"""	47.95835	75.11615	75	11.30241	0.0471186
"?""2022-01-24 23:42:54.559"""	48.03881	74.8493	75	11.33398	0.02254874
"?""2022-01-24 23:43:54.544"""	48.11929	75.0492	75	11.35311	0.01639974
"?""2022-01-24 23:44:54.548"""	48.19978	74.82236	75	11.36281	0
"?""2022-01-24 23:45:54.537"""	48.28027	75.13249	75	11.36281	0
"?""2022-01-24 23:46:54.540"""	48.36076	75.00935	75	11.39186	0.03115754
"?""2022-01-24 23:47:54.544"""	48.44122	74.84901	75	11.4166	0.01844128
"?""2022-01-24 23:48:54.532"""	48.52178	75.10889	75	11.43368	0.01514608
"?""2022-01-24 23:49:54.537"""	48.60227	75.07769	75	11.4479	0.01297488
"?""2022-01-24 23:50:54.524"""	48.68275	74.77704	75	11.46073	0.0131043
"?""2022-01-24 23:51:54.529"""	48.76327	74.84211	75	11.46478	0
"?""2022-01-24 23:52:54.521"""	48.84375	75.14536	75	11.46478	0
"?""2022-01-24 23:53:54.520"""	48.92427	75.12286	75	11.49172	0.04194365
"?""2022-01-24 23:54:54.525"""	49.00473	75.20634	75	11.52081	0.02011907
"?""2022-01-24 23:55:54.514"""	49.08523	75.08035	75	11.5384	0.01476323
"?""2022-01-24 23:56:54.516"""	49.1657	74.93105	75	11.55199	0.01219595
"?""2022-01-24 23:57:54.490"""	49.24618	74.97186	75	11.56342	0.01108516
"?""2022-01-24 23:58:54.479"""	49.32668	76.42108	75	11.57359	0.01030679
"?""2022-01-24 23:59:54.479"""	49.40713	74.37778	75	11.58208	0
"?""2022-01-25 00:00:54.471"""	49.48767	74.54476	75	11.58208	0
"?""2022-01-25 00:01:54.471"""	49.56821	74.99635	75	11.60115	0.04595715
"?""2022-01-25 00:02:54.475"""	49.64871	74.97652	75	11.63133	0.0224199
"?""2022-01-25 00:03:54.480"""	49.72918	75.2308	75	11.65057	0.01692357
"?""2022-01-25 00:04:54.469"""	49.80966	75.05306	75	11.66577	0.01379959
"?""2022-01-25 00:05:54.472"""	49.89012	75.8978	75	11.67852	0
"?""2022-01-25 00:06:54.476"""	49.97065	75.39006	75	11.67852	0
"?""2022-01-25 00:07:54.468"""	50.05114	75.09455	75	11.68534	0.06528232
"?""2022-01-25 00:08:54.467"""	50.13163	76.25427	75	11.70282	0
"?""2022-01-25 00:09:54.476"""	50.21214	75.13275	75	11.73827	0.02905482
"?""2022-01-25 00:10:54.459"""	50.29261	74.85501	75	11.7611	0.01836946
"?""2022-01-25 00:11:54.463"""	50.37309	75.09294	75	11.77745	0.01452228
"?""2022-01-25 00:12:54.452"""	50.45361	74.50731	75	11.79116	0.01281157
"?""2022-01-25 00:13:54.455"""	50.53408	75.05363	75	11.80345	0.01242206
"?""2022-01-25 00:14:54.459"""	50.61462	76.84852	75	11.8054	0
"?""2022-01-25 00:15:54.448"""	50.69508	74.95425	75	11.8054	0
"?""2022-01-25 00:16:54.451"""	50.77559	75.01662	75	11.84263	0.02768875
"?""2022-01-25 00:17:54.438"""	50.85604	75.04084	75	11.86425	0.01793631
"?""2022-01-25 00:18:54.426"""	50.93653	75.84228	75	11.88002	0.01422941
"?""2022-01-25 00:19:54.430"""	51.01705	74.86958	75	11.8845	0
"?""2022-01-25 00:20:54.421"""	51.09755	75.02106	75	11.8845	0
"?""2022-01-25 00:21:54.422"""	51.17803	75.02356	75	11.92222	0.029322
"?""2022-01-25 00:22:54.426"""	51.25852	75.5598	75	11.94428	0.01813873
"?""2022-01-25 00:23:54.418"""	51.339	74.93301	75	11.96007	0.01391552
"?""2022-01-25 00:24:54.418"""	51.41948	74.63611	75	11.97356	0.01267775
"?""2022-01-25 00:25:54.423"""	51.5	75.09788	75	11.97888	0
"?""2022-01-25 00:26:54.427"""	51.58051	75.1172	75	11.97888	0
"?""2022-01-25 00:27:54.416"""	51.66099	75.19566	75	12.01173	0.02727735
"?""2022-01-25 00:28:54.403"""	51.74147	75.02999	75	12.03389	0.01728713
"?""2022-01-25 00:29:54.406"""	51.82196	75.14639	75	12.0493	0.01439411
"?""2022-01-25 00:30:54.396"""	51.90244	74.76153	75	12.05026	0
"?""2022-01-25 00:31:54.398"""	51.98294	74.12322	75	12.073	0.03109686
"?""2022-01-25 00:32:54.385"""	52.0634	74.85749	75	12.09638	0.01849722
