27:13.5,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
45:13.7,1147.440371,1013.649709,-9999,6.471107,5.506529,0,0,0,0,1.932578,1.409556,0
48:13.7,1147.30707,1013.514817,-9999,6.469441,5.513037,0,0,0,0,1.932471,1.409502,0
51:13.7,1147.106162,1012.695633,-9999,6.447142,5.541004,0,0,0,0,1.93231,1.409175,0
54:13.7,1147.045144,1012.902991,-9999,6.459605,5.565476,0,0,0,0,1.932262,1.409258,0
57:13.7,1147.259388,1012.68927,-9999,6.471722,6.215799,0,0,0,0,1.932433,1.409173,0
00:13.7,1148.251338,1014.398212,-9999,6.663675,6.515804,0,0,0,0,1.933226,1.409854,0
03:13.7,1148.319301,1014.778419,-9999,6.864601,6.50431,0,0,0,0,1.93328,1.410006,0
06:13.7,1147.895221,1014.84567,-9999,7.055195,6.504641,0,0,0,0,1.932941,1.410033,0
09:13.7,1147.263655,1014.701525,-9999,7.20923,6.50716,0,0,0,0,1.932436,1.409975,0
12:13.7,1146.698203,1014.512356,-9999,7.305964,6.517394,0,0,0,0,1.931984,1.4099,0
15:13.7,1146.204811,1014.474533,-9999,7.412735,6.541376,0,0,0,0,1.93159,1.409885,0
18:13.7,1145.730182,1014.449043,-9999,7.511334,6.533584,0,0,0,0,1.931211,1.409874,0
21:13.7,1145.30921,1014.476169,-9999,7.63191,6.563156,0,0,0,0,1.930874,1.409885,0
24:13.7,1144.936371,1014.528677,-9999,7.715549,6.581752,0,0,0,0,1.930576,1.409906,0
27:13.7,1144.632547,1014.600006,-9999,7.80388,6.60254,0,0,0,0,1.930333,1.409935,0
30:13.7,1144.359041,1014.6092,-9999,7.834851,6.589466,0,0,0,0,1.930115,1.409938,0
33:13.7,1144.230338,1014.75263,-9999,7.897617,6.629698,0,0,0,0,1.930012,1.409995,0
36:13.7,1144.162173,1014.842522,-9999,7.960023,6.6258,0,0,0,0,1.929957,1.410031,0
39:13.7,1144.834714,1015.003875,-9999,7.992336,6.629247,0,0,0,0,1.930495,1.410096,0
42:13.7,1144.811327,1015.392811,-9999,8.068686,6.635311,0,0,0,0,1.930476,1.410251,0
45:13.7,1144.698736,1015.310959,-9999,8.085025,6.644777,0,0,0,0,1.930386,1.410218,0
48:13.7,1144.572407,1015.097114,-9999,8.13629,6.672597,0,0,0,0,1.930285,1.410133,0
51:13.7,1144.452375,1015.059722,-9999,8.160177,6.683758,0,0,0,0,1.930189,1.410118,0
54:13.7,1144.422019,1015.049398,-9999,8.162343,6.679791,0,0,0,0,1.930165,1.410114,0
57:13.7,1144.567468,1015.210461,-9999,8.407182,7.060571,0,0,0,0,1.930281,1.410178,0
