"Time","MFC IN Counter value ls","MFC IN Measure sccm","MFC IN Setpoint sccm","Meter Out Counter value ls","Meter Out Measure ls/min"
﻿"2021-12-06 13:23:08.777",0,0,0,0,0
﻿"2021-12-06 13:23:18.776",0,0,0,0,0
﻿"2021-12-06 13:23:28.776",0,0,0,0,0
﻿"2021-12-06 13:23:38.777",0,0,0,0,0
﻿"2021-12-06 13:23:48.776",0,0,0,0,0
﻿"2021-12-06 13:23:58.776",0,0,0,0,0
﻿"2021-12-06 13:24:08.776",0,0,0,0,0
﻿"2021-12-06 13:24:18.776",0,0,0,0,0
﻿"2021-12-06 13:24:28.776",0,0,0,0,0
﻿"2021-12-06 13:24:38.775",0,0,0,0,0
﻿"2021-12-06 13:24:48.777",0,0,0,0,0
﻿"2021-12-06 13:24:58.775",0,0,0,0,0
﻿"2021-12-06 13:25:08.777",0,0,0,0,0
﻿"2021-12-06 13:25:18.776",0,0,0,0,0
﻿"2021-12-06 13:25:28.775",0,0,0,0,0
﻿"2021-12-06 13:25:38.776",0,0,0,0,0
﻿"2021-12-06 13:25:48.776",0,0,0,0,0
﻿"2021-12-06 13:25:58.777",0,0,0,0,0
﻿"2021-12-06 13:26:08.776",0,0,0,0,0
﻿"2021-12-06 13:26:18.776",0,0,0,0,0
﻿"2021-12-06 13:26:28.777",0,0,0,0,0
﻿"2021-12-06 13:26:38.776",0,0,0,0,0
﻿"2021-12-06 13:26:48.776",0,0,0,0,0
﻿"2021-12-06 13:26:58.775",0,0,0,0,0
﻿"2021-12-06 13:27:08.774",0,0,0,0,0
﻿"2021-12-06 13:27:18.776",0,0,0,0,0
﻿"2021-12-06 13:27:28.775",0,0,0,0,0
﻿"2021-12-06 13:27:38.776",0,0,0,0,0
﻿"2021-12-06 13:27:48.776",0,0,0,0,0
﻿"2021-12-06 13:27:58.776",0,0,0,0,0
﻿"2021-12-06 13:28:08.775",0,0,0,0,0
﻿"2021-12-06 13:28:18.776",0,0,0,0,0
﻿"2021-12-06 13:28:28.775",0,0,0,0,0
﻿"2021-12-06 13:28:38.776",0,0,0,0,0
﻿"2021-12-06 13:28:48.775",0,0,0,0,0
﻿"2021-12-06 13:28:58.777",0,0,0,0,0
﻿"2021-12-06 13:29:08.775",0,0,0,0,0
﻿"2021-12-06 13:29:18.775",0,0,0,0,0
﻿"2021-12-06 13:29:28.776",0,0,0,0,0
﻿"2021-12-06 13:29:38.776",0,0,0,0,0
﻿"2021-12-06 13:29:48.777",0,0,0,0,0
﻿"2021-12-06 13:29:58.777",0,0,0,0,0
﻿"2021-12-06 13:30:08.775",0,0,0,0,0
﻿"2021-12-06 13:30:18.775",0,0,0,0,0
﻿"2021-12-06 13:30:28.776",0,0,0,0,0
﻿"2021-12-06 13:30:38.778",0,0,0,0,0
﻿"2021-12-06 13:30:48.777",0,0,0,0,0
﻿"2021-12-06 13:30:58.776",0,0,0,0,0
﻿"2021-12-06 13:31:08.776",0,0,0,0,0
﻿"2021-12-06 13:31:18.775",0,0,0,0,0
﻿"2021-12-06 13:31:28.777",0,0,0,0,0
﻿"2021-12-06 13:31:38.777",0,0,0,0,0
﻿"2021-12-06 13:31:48.776",0,0,0,0,0
﻿"2021-12-06 13:31:58.776",0,0,0,0,0
﻿"2021-12-06 13:32:08.776",0,0,0,0,0
﻿"2021-12-06 13:32:18.775",0,0,0,0,0
﻿"2021-12-06 13:32:28.776",0,0,0,0,0
﻿"2021-12-06 13:32:38.776",0,0,0,0,0
﻿"2021-12-06 13:32:48.775",0,0,0,0,0
﻿"2021-12-06 13:32:58.776",0,0,0,0,0
﻿"2021-12-06 13:33:08.777",0,0,0,0,0
﻿"2021-12-06 13:33:18.776",0,0,0,0,0
﻿"2021-12-06 13:33:28.776",0,0,0,0,0
﻿"2021-12-06 13:33:38.775",0,0,0,0,0
﻿"2021-12-06 13:33:48.775",0,0,0,0,0
﻿"2021-12-06 13:33:58.776",0,0,0,0,0
﻿"2021-12-06 13:34:08.776",0,0,0,0,0
﻿"2021-12-06 13:34:18.776",0,0,0,0,0
﻿"2021-12-06 13:34:28.775",0,0,0,0,0
﻿"2021-12-06 13:34:38.776",0,0,0,0,0
﻿"2021-12-06 13:34:48.776",0,0,0,0,0
﻿"2021-12-06 13:34:58.777",0,0,0,0,0
﻿"2021-12-06 13:35:08.777",0,0,0,0,0
﻿"2021-12-06 13:35:18.776",0,0,0,0,0
﻿"2021-12-06 13:35:28.776",0,0,0,0,0
﻿"2021-12-06 13:35:38.775",0,0,0,0,0
﻿"2021-12-06 13:35:48.775",0,0,0,0,0
﻿"2021-12-06 13:35:58.775",0,0,0,0,0
﻿"2021-12-06 13:36:08.777",0,0,0,0,0
﻿"2021-12-06 13:36:18.776",0,0,0,0,0
﻿"2021-12-06 13:36:28.776",0,0,0,0,0
﻿"2021-12-06 13:36:38.776",0,0,0,0,0
﻿"2021-12-06 13:36:48.775",0,0,0,0,0
﻿"2021-12-06 13:36:58.775",0,0,0,0,0
﻿"2021-12-06 13:37:08.776",0,0,0,0,0
﻿"2021-12-06 13:37:18.775",0,0,0,0,0
﻿"2021-12-06 13:37:28.776",0,0,0,0,0
﻿"2021-12-06 13:37:38.775",0,0,0,0,0
﻿"2021-12-06 13:37:48.776",0,0,0,0,0
﻿"2021-12-06 13:37:58.776",0,0,0,0,0
﻿"2021-12-06 13:38:08.776",0,0,0,0,0
﻿"2021-12-06 13:38:18.777",0,0,0,0,0
﻿"2021-12-06 13:38:28.777",0,0,0,0,0
﻿"2021-12-06 13:38:38.776",0,0,0,0,0
﻿"2021-12-06 13:38:48.776",0,0,0,0,0
﻿"2021-12-06 13:38:58.777",0,0,0,0,0
﻿"2021-12-06 13:39:08.776",0,0,0,0,0
﻿"2021-12-06 13:39:18.778",0,0,0,0,0
﻿"2021-12-06 13:39:28.777",0,0,0,0,0
﻿"2021-12-06 13:39:38.776",0,0,0,0,0
﻿"2021-12-06 13:39:48.775",0,0,0,0,0
﻿"2021-12-06 13:39:58.776",0,0,0,0,0
﻿"2021-12-06 13:40:08.776",0,0,0,0,0
﻿"2021-12-06 13:40:18.777",0,0,0,0,0
﻿"2021-12-06 13:40:28.776",0,0,0,0,0
﻿"2021-12-06 13:40:38.776",0,0,0,0,0
﻿"2021-12-06 13:40:48.775",0,0,0,0,0
﻿"2021-12-06 13:40:58.776",0,0,0,0,0
﻿"2021-12-06 13:41:08.775",0,0,0,0,0
﻿"2021-12-06 13:41:18.777",0,0,0,0,0
﻿"2021-12-06 13:41:28.776",0,0,0,0,0
﻿"2021-12-06 13:41:38.775",0,0,0,0,0
﻿"2021-12-06 13:41:48.777",0,0,0,0,0
﻿"2021-12-06 13:41:58.776",0,0,0,0,0
﻿"2021-12-06 13:42:08.776",0,0,0,0,0
﻿"2021-12-06 13:42:18.775",0,0,0,0,0
﻿"2021-12-06 13:42:28.776",0,0,0,0,0
﻿"2021-12-06 13:42:38.776",0,0,0,0,0
﻿"2021-12-06 13:42:48.776",0,0,0,0,0
﻿"2021-12-06 13:42:58.777",0,0,0,0,0
﻿"2021-12-06 13:43:08.777",0,0,0,0,0
﻿"2021-12-06 13:43:18.776",0,0,0,0,0
﻿"2021-12-06 13:43:28.776",0,0,0,0,0
﻿"2021-12-06 13:43:38.777",0,0,0,0,0
﻿"2021-12-06 13:43:48.776",0,0,0,0,0
﻿"2021-12-06 13:43:58.776",0,0,0,0,0
﻿"2021-12-06 13:44:08.775",0,0,0,0,0
﻿"2021-12-06 13:44:18.775",0,0,0,0,0
﻿"2021-12-06 13:44:28.775",0,0,0,0,0
﻿"2021-12-06 13:44:38.775",0,0,0,0,0
﻿"2021-12-06 13:44:48.775",0,0,0,0,0
﻿"2021-12-06 13:44:58.775",0,0,0,0,0
﻿"2021-12-06 13:45:08.775",0,0,0,0,0
﻿"2021-12-06 13:45:18.776",0,0,0,0,0
﻿"2021-12-06 13:45:28.776",0,0,0,0,0
﻿"2021-12-06 13:45:38.775",0,0,0,0,0
﻿"2021-12-06 13:45:48.775",0,0,0,0,0
﻿"2021-12-06 13:45:58.775",0,0,0,0,0
﻿"2021-12-06 13:46:08.775",0,0,0,0,0
﻿"2021-12-06 13:46:18.776",0,0,0,0,0
﻿"2021-12-06 13:46:28.776",0,0,0,0,0
﻿"2021-12-06 13:46:38.776",0,0,0,0,0
﻿"2021-12-06 13:46:48.776",0,0,0,0,0
﻿"2021-12-06 13:46:58.776",0,0,0,0,0
﻿"2021-12-06 13:47:08.775",0,0,0,0,0
﻿"2021-12-06 13:47:18.777",0,0,0,0,0
﻿"2021-12-06 13:47:28.776",0,0,0,0,0
﻿"2021-12-06 13:47:38.776",0,0,0,0,0
﻿"2021-12-06 13:47:48.776",0,0,0,0,0
﻿"2021-12-06 13:47:58.778",0,0,0,0,0
﻿"2021-12-06 13:48:08.776",0,0,0,0,0
﻿"2021-12-06 13:48:18.776",0,0,0,0,0
﻿"2021-12-06 13:48:28.775",0,0,0,0,0
﻿"2021-12-06 13:48:38.776",0,0,0,0,0
﻿"2021-12-06 13:48:48.776",0,0,0,0,0
﻿"2021-12-06 13:48:58.777",0,0,0,0,0
﻿"2021-12-06 13:49:08.777",0,0,0,0,0
﻿"2021-12-06 13:49:18.777",0,0,0,0,0
﻿"2021-12-06 13:49:28.776",0,0,0,0,0
﻿"2021-12-06 13:49:38.776",0,0,0,0,0
﻿"2021-12-06 13:49:48.775",0,0,0,0,0
﻿"2021-12-06 13:49:58.776",0,0,0,0,0
﻿"2021-12-06 13:50:08.777",0,0,0,0,0
﻿"2021-12-06 13:50:18.775",0,0,0,0,0
﻿"2021-12-06 13:50:28.776",0,0,0,0,0
﻿"2021-12-06 13:50:38.775",0,0,0,0,0
﻿"2021-12-06 13:50:48.777",0,0,0,0,0
﻿"2021-12-06 13:50:58.776",0,0,0,0,0
﻿"2021-12-06 13:51:08.776",0,0,0,0,0
﻿"2021-12-06 13:51:18.777",0,0,0,0,0
﻿"2021-12-06 13:51:28.776",0,0,0,0,0
﻿"2021-12-06 13:51:38.777",0,0,0,0,0
﻿"2021-12-06 13:51:48.776",0,0,0,0,0
﻿"2021-12-06 13:51:58.776",0,0,0,0,0
﻿"2021-12-06 13:52:08.776",0,0,0,0,0
﻿"2021-12-06 13:52:18.777",0,0,0,0,0
﻿"2021-12-06 13:52:28.777",0,0,0,0,0
﻿"2021-12-06 13:52:38.775",0,0,0,0,0
﻿"2021-12-06 13:52:48.776",0,0,0,0,0
﻿"2021-12-06 13:52:58.777",0,0,0,0,0
﻿"2021-12-06 13:53:08.777",0,0,0,0,0
﻿"2021-12-06 13:53:18.776",0,0,0,0,0
﻿"2021-12-06 13:53:28.775",0,0,0,0,0
﻿"2021-12-06 13:53:38.776",0,0,0,0,0
﻿"2021-12-06 13:53:48.776",0,0,0,0,0
﻿"2021-12-06 13:53:58.777",0,0,0,0,0
﻿"2021-12-06 13:54:08.777",0,0,0,0,0
﻿"2021-12-06 13:54:18.775",0,0,0,0,0
﻿"2021-12-06 13:54:28.775",0,0,0,0,0
﻿"2021-12-06 13:54:38.776",0,0,0,0,0
﻿"2021-12-06 13:54:48.776",0,0,0,0,0
﻿"2021-12-06 13:54:58.776",0,0,0,0,0
﻿"2021-12-06 13:55:08.776",0,0,0,0,0
﻿"2021-12-06 13:55:18.776",0,0,0,0,0
﻿"2021-12-06 13:55:28.776",0,0,0,0,0
﻿"2021-12-06 13:55:38.776",0,0,0,0,0
﻿"2021-12-06 13:55:48.776",0,0,0,0,0
﻿"2021-12-06 13:55:58.777",0,0,0,0,0
﻿"2021-12-06 13:56:08.776",0,0,0,0,0
﻿"2021-12-06 13:56:18.776",0,0,0,0,0
﻿"2021-12-06 13:56:28.776",0,0,0,0,0
﻿"2021-12-06 13:56:38.775",0,0,0,0,0
﻿"2021-12-06 13:56:48.775",0,0,0,0,0
﻿"2021-12-06 13:56:58.775",0,0,0,0,0
﻿"2021-12-06 13:57:08.776",0,0,0,0,0
﻿"2021-12-06 13:57:18.775",0,0,0,0,0
﻿"2021-12-06 13:57:28.777",0,0,0,0,0
﻿"2021-12-06 13:57:38.777",0,0,0,0,0
﻿"2021-12-06 13:57:48.775",0,0,0,0,0
﻿"2021-12-06 13:57:58.776",0,0,0,0,0
﻿"2021-12-06 13:58:08.776",0,0,0,0,0
﻿"2021-12-06 13:58:18.775",0,0,0,0,0
﻿"2021-12-06 13:58:28.776",0,0,0,0,0
﻿"2021-12-06 13:58:38.776",0,0,0,0,0
﻿"2021-12-06 13:58:48.775",0,0,0,0,0
﻿"2021-12-06 13:58:58.775",0,0,0,0,0
﻿"2021-12-06 13:59:08.777",0,0,0,0,0
﻿"2021-12-06 13:59:18.776",0,0,0,0,0
﻿"2021-12-06 13:59:28.776",0,0,0,0,0
﻿"2021-12-06 13:59:38.775",0,0,0,0,0
﻿"2021-12-06 13:59:48.775",0,0,0,0,0
﻿"2021-12-06 13:59:58.776",0,0,0,0,0
﻿"2021-12-06 14:00:08.776",0,0,0,0,0
﻿"2021-12-06 14:00:18.776",0,0,0,0,0
﻿"2021-12-06 14:00:28.776",0,0,0,0,0
﻿"2021-12-06 14:00:38.776",0,0,0,0,0
﻿"2021-12-06 14:00:48.777",0,0,0,0,0
﻿"2021-12-06 14:00:58.776",0,0,0,0,0
﻿"2021-12-06 14:01:08.776",0,0,0,0,0
﻿"2021-12-06 14:01:18.775",0,0,0,0,0
﻿"2021-12-06 14:01:28.775",0,0,0,0,0
﻿"2021-12-06 14:01:38.777",0,0,0,0,0
﻿"2021-12-06 14:01:48.775",0,0,0,0,0
﻿"2021-12-06 14:01:58.777",0,0,0,0,0
﻿"2021-12-06 14:02:08.776",0,0,0,0,0
﻿"2021-12-06 14:02:18.776",0,0,0,0,0
﻿"2021-12-06 14:02:28.775",0,0,0,0,0
﻿"2021-12-06 14:02:38.776",0,0,0,0,0
﻿"2021-12-06 14:02:48.776",0,0,0,0,0
﻿"2021-12-06 14:02:58.776",0,0,0,0,0
﻿"2021-12-06 14:03:08.776",0,0,0,0,0
﻿"2021-12-06 14:03:18.777",0,0,0,0,0
﻿"2021-12-06 14:03:28.777",0,0,0,0,0
﻿"2021-12-06 14:03:38.775",0,0,0,0,0
﻿"2021-12-06 14:03:48.775",0,0,0,0,0
﻿"2021-12-06 14:03:58.775",0,0,0,0,0
﻿"2021-12-06 14:04:08.775",0,0,0,0,0
﻿"2021-12-06 14:04:18.776",0,0,0,0,0
﻿"2021-12-06 14:04:28.776",0,0,0,0,0
﻿"2021-12-06 14:04:38.776",0,0,0,0,0
﻿"2021-12-06 14:04:48.776",0,0,0,0,0
﻿"2021-12-06 14:04:58.776",0,0,0,0,0
﻿"2021-12-06 14:05:08.777",0,0,0,0,0
﻿"2021-12-06 14:05:18.777",0,0,0,0,0
﻿"2021-12-06 14:05:28.776",0,0,0,0,0
﻿"2021-12-06 14:05:38.775",0,0,0,0,0
﻿"2021-12-06 14:05:48.775",0,0,0,0,0
﻿"2021-12-06 14:05:58.776",0,0,0,0,0
﻿"2021-12-06 14:06:08.777",0,0,0,0,0
﻿"2021-12-06 14:06:18.777",0,0,0,0,0
﻿"2021-12-06 14:06:28.776",0,0,0,0,0
﻿"2021-12-06 14:06:38.775",0,0,0,0,0
﻿"2021-12-06 14:06:48.776",0,0,0,0,0
﻿"2021-12-06 14:06:58.775",0,0,0,0,0
﻿"2021-12-06 14:07:08.775",0,0,0,0,0
﻿"2021-12-06 14:07:18.776",0,0,0,0,0
﻿"2021-12-06 14:07:28.776",0,0,0,0,0
﻿"2021-12-06 14:07:38.775",0,0,0,0,0
﻿"2021-12-06 14:07:48.777",0,0,0,0,0
﻿"2021-12-06 14:07:58.775",0,0,0,0,0
﻿"2021-12-06 14:08:08.777",0,0,0,0,0
﻿"2021-12-06 14:08:18.776",0,0,0,0,0
﻿"2021-12-06 14:08:28.775",0,0,0,0,0
﻿"2021-12-06 14:08:38.776",0,0,0,0,0
﻿"2021-12-06 14:08:48.776",0,0,0,0,0
﻿"2021-12-06 14:08:58.776",0,0,0,0,0
﻿"2021-12-06 14:09:08.775",0,0,0,0,0
﻿"2021-12-06 14:09:18.778",0,0,0,0,0
﻿"2021-12-06 14:09:28.777",0,0,0,0,0
﻿"2021-12-06 14:09:38.776",0,0,0,0,0
﻿"2021-12-06 14:09:48.776",0,0,0,0,0
﻿"2021-12-06 14:09:58.775",0,0,0,0,0
﻿"2021-12-06 14:10:08.775",0,0,0,0,0
﻿"2021-12-06 14:10:18.776",0,0,0,0,0
﻿"2021-12-06 14:10:28.776",0,0,0,0,0
﻿"2021-12-06 14:10:38.777",0,0,0,0,0
﻿"2021-12-06 14:10:48.776",0,0,0,0,0
﻿"2021-12-06 14:10:58.776",0,0,0,0,0
﻿"2021-12-06 14:11:08.776",0,0,0,0,0
﻿"2021-12-06 14:11:18.775",0,0,0,0,0
﻿"2021-12-06 14:11:28.777",0,0,0,0,0
﻿"2021-12-06 14:11:38.776",0,0,0,0,0
﻿"2021-12-06 14:11:48.776",0,0,0,0,0
﻿"2021-12-06 14:11:58.776",0,0,0,0,0
﻿"2021-12-06 14:12:08.776",0,0,0,0,0
﻿"2021-12-06 14:12:18.775",0,0,0,0,0
﻿"2021-12-06 14:12:28.777",0,0,0,0,0
﻿"2021-12-06 14:12:38.777",0,0,0,0,0
﻿"2021-12-06 14:12:48.777",0,0,0,0,0
﻿"2021-12-06 14:12:58.775",0,0,0,0,0
﻿"2021-12-06 14:13:08.776",0,0,0,0,0
﻿"2021-12-06 14:13:18.776",0,0,0,0,0
﻿"2021-12-06 14:13:28.776",0,0,0,0,0
﻿"2021-12-06 14:13:38.776",0,0,0,0,0
﻿"2021-12-06 14:13:48.776",0,0,0,0,0
﻿"2021-12-06 14:13:58.745",0,0,0,0,0
