21:04.4,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
23:04.6,1501.292202,749.153111,-9999,7.203906,5.638535,0,0,0,0,2.215399,1.304104,13
24:04.6,1501.439417,749.151666,-9999,7.200514,5.616341,0,0,0,0,2.215516,1.304103,13.783333
25:04.6,1501.539814,750.633249,-9999,7.189406,5.667584,0,0,0,0,2.215597,1.304694,14
26:04.6,1502.213812,749.669364,-9999,7.158477,5.632836,0,0,0,0,2.216135,1.304309,14
27:04.6,1502.365139,750.032179,-9999,7.081767,5.551388,0,0,0,0,2.216256,1.304454,14
28:04.6,1502.488669,749.629622,-9999,7.072569,5.648847,0,0,0,0,2.216355,1.304294,14
29:04.6,1501.951142,753.015578,-9999,7.071844,5.757875,0,0,0,0,2.215925,1.305644,14
30:04.6,1501.493036,750.046033,-9999,7.073611,5.752247,0,0,0,0,2.215559,1.30446,14.916667
31:04.6,1501.303975,749.735444,-9999,7.059152,5.683064,0,0,0,0,2.215408,1.304336,15
32:04.6,1501.183264,750.184596,-9999,7.061434,5.743342,0,0,0,0,2.215312,1.304515,15
33:04.6,1501.157228,749.734422,-9999,7.034073,5.76634,0,0,0,0,2.215291,1.304335,15
34:04.6,1501.066401,749.824422,-9999,6.985794,5.659169,0,0,0,0,2.215218,1.304371,15
35:04.6,1501.16394,750.325252,-9999,6.967334,5.645556,0,0,0,0,2.215296,1.304571,15.533333
36:04.6,1500.448215,750.131398,-9999,6.939915,5.711107,0,0,0,0,2.214724,1.304494,16
37:04.6,1496.856758,753.62218,-9999,6.924097,5.789637,0,0,0,0,2.211854,1.305885,16.5
38:04.6,1409.388006,758.569653,-9999,6.942082,5.747294,0,0,0,0,2.141943,1.307858,17.783333
39:04.6,1235.332935,753.403734,-9999,6.926724,5.688817,0,0,0,0,2.002827,1.305798,19.533333
40:04.6,1093.508608,745.324058,-9999,6.924628,5.698468,0,0,0,0,1.889472,1.302577,20.316667
41:04.6,1013.057633,749.448102,-9999,6.903241,5.79623,0,0,0,0,1.82517,1.304221,21
42:04.6,972.168619,747.418796,-9999,6.905865,5.674922,0,0,0,0,1.792489,1.303412,21
43:04.6,950.402922,747.480141,-9999,6.830671,5.595176,0,0,0,0,1.775092,1.303437,21
44:04.6,941.984421,754.144538,-9999,6.811221,5.670117,0,0,0,0,1.768364,1.306094,21
45:04.6,938.975619,742.652095,-9999,6.82004,5.759108,0,0,0,0,1.765959,1.301512,21.95
46:04.6,935.476117,744.467365,-9999,6.837546,5.656795,0,0,0,0,1.763162,1.302235,22
47:04.6,934.200659,742.039912,-9999,6.828002,5.546399,0,0,0,0,1.762143,1.301268,22
48:04.6,932.053042,743.586428,-9999,6.808985,5.579619,0,0,0,0,1.760426,1.301884,22
49:04.6,928.983275,742.394903,-9999,6.802699,5.591394,0,0,0,0,1.757972,1.301409,22
50:04.6,924.27015,741.662172,-9999,6.803432,5.60572,0,0,0,0,1.754205,1.301117,22.466667
51:04.6,921.726294,743.914484,-9999,6.8023,5.704583,0,0,0,0,1.752172,1.302015,23
52:04.6,919.873358,743.323879,-9999,6.719772,5.609237,0,0,0,0,1.750691,1.30178,23
53:04.6,917.999279,745.256134,-9999,6.722943,5.599576,0,0,0,0,1.749193,1.30255,23
54:04.6,916.090038,742.509097,-9999,6.723633,5.614784,0,0,0,0,1.747667,1.301455,23
55:04.6,914.38241,744.565687,-9999,6.719748,5.571022,0,0,0,0,1.746303,1.302275,23
56:04.6,912.625947,741.585378,-9999,6.718582,5.55875,0,0,0,0,1.744899,1.301086,23.283333
57:04.6,910.851624,743.415598,-9999,6.732505,5.489898,0,0,0,0,1.743481,1.301816,24
58:04.6,909.949063,752.781833,-9999,6.716002,5.582086,0,0,0,0,1.742759,1.30555,24
59:04.6,909.776249,744.848095,-9999,6.716116,5.72857,0,0,0,0,1.742621,1.302387,24
00:04.6,909.541788,747.608962,-9999,6.717123,5.663966,0,0,0,0,1.742434,1.303488,24
01:04.6,908.34871,749.824347,-9999,6.717337,5.554955,0,0,0,0,1.74148,1.304371,24
02:04.6,908.071094,749.360868,-9999,6.721928,5.619523,0,0,0,0,1.741258,1.304186,24
03:04.6,906.923059,748.392324,-9999,6.728263,5.633262,0,0,0,0,1.740341,1.3038,24.633333
04:04.6,905.274742,747.055209,-9999,6.706038,5.670304,0,0,0,0,1.739023,1.303267,25
05:04.6,904.089146,748.690878,-9999,6.69256,5.649258,0,0,0,0,1.738076,1.303919,25
06:04.6,903.51506,747.210192,-9999,6.713121,5.662959,0,0,0,0,1.737617,1.303329,25
07:04.6,903.047417,746.413175,-9999,6.707181,5.720529,0,0,0,0,1.737243,1.303011,25
08:04.6,902.936313,743.65784,-9999,6.73036,5.74679,0,0,0,0,1.737154,1.301913,25
09:04.6,901.378032,740.102823,-9999,6.743938,5.718097,0,0,0,0,1.735909,1.300495,25
10:04.6,900.391674,742.283499,-9999,6.738768,5.621585,0,0,0,0,1.73512,1.301365,25
11:04.6,900.113052,743.629809,-9999,6.738031,5.597766,0,0,0,0,1.734898,1.301902,25.033333
12:04.6,899.5089,741.746117,-9999,6.7401,5.600284,0,0,0,0,1.734415,1.301151,25.983333
13:04.6,898.376228,741.277355,-9999,6.744302,5.602192,0,0,0,0,1.733509,1.300964,26
14:04.6,898.073418,741.736972,-9999,6.734915,5.651631,0,0,0,0,1.733267,1.301147,26
15:04.6,898.085562,741.296865,-9999,6.736663,5.640688,0,0,0,0,1.733277,1.300971,26
