"Time","MFC in Counter value ls","MFC in Measure ccs/min","MFC in Setpoint ccs/min","Meter Out Counter value ls","Meter Out Measure ccs/min"
﻿"2022-07-06 13:17:41.919",0.009993071,0,50,0,0
﻿"2022-07-06 13:18:41.918",0.02110947,1.565501,50,0.00631424,14.24854
﻿"2022-07-06 13:19:41.894",0.02113833,0,0,0.1831943,262.14
﻿"2022-07-06 13:20:41.901",0.02113833,0,0,0.4453343,262.14
